Division;Polling Place;ALP TPP Vote;ALP TPP Pc;ALP Swing;Coalition TPP Vote;Coalition Party;TPP Exhausted;Informal Vote
Menzies;Warranwood;718;39.67;4.33;1092;LP;0;39
Menzies;Wonga Park;472;29.61;1.99;1122;LP;0;37
Menzies;Yarraleen;1171;49.10;5.01;1214;LP;0;111
Menzies;ABSENT;1651;40.58;;2418;LP;0;194
Menzies;POSTAL;905;35.39;;1652;LP;0;36
Menzies;PRE POLL;2065;42.07;;2843;LP;0;96
Menzies;PROVISIONAL;204;53.40;;178;LP;0;12
Murray;Ardmona;98;26.56;;271;LP;0;10
Murray;Ballendella;18;13.14;;119;LP;0;5
Murray;Bamawm;27;13.11;;179;LP;0;3
Murray;Bamawm Extension;14;8.28;;155;LP;0;6
Murray;Barmah;77;40.74;;112;LP;0;4
Murray;Boort;141;19.34;;588;LP;0;10
Murray;Bunbartha;16;11.19;;127;LP;0;4
Murray;Byrneside;27;14.06;;165;LP;0;8
Murray;Calivil;15;8.33;;165;LP;0;2
Murray;Cobram;989;34.57;;1872;LP;0;132
Murray;Cohuna;344;17.92;;1576;LP;0;79
Murray;Colbinabbin;25;10.82;;206;LP;0;3
Murray;Congupna;81;18.58;;355;LP;0;11
Murray;Cooma;6;4.26;;135;LP;0;2
Murray;Corop;10;12.99;;67;LP;0;1
Murray;Dhurringile;29;17.16;;140;LP;0;1
Murray;Dingee;23;10.27;;201;LP;0;7
Murray;Dingwall;12;10.53;;102;LP;0;2
Murray;Dookie;53;24.77;;161;LP;0;2
Murray;Dookie College;19;31.67;;41;LP;0;1
Murray;Durham Ox;5;5.75;;82;LP;0;3
Murray;Echuca;700;32.27;;1469;LP;0;78
Murray;Echuca Central;156;27.42;;413;LP;0;19
Murray;Echuca East;531;38.09;;863;LP;0;48
Murray;Echuca South;759;33.90;;1480;LP;0;87
Murray;Echuca Village;43;16.54;;217;LP;0;7
Murray;Echuca West;51;14.33;;305;LP;0;17
Murray;Girgarre;68;15.14;;381;LP;0;8
Murray;Gowrie Street;926;39.12;;1441;LP;0;85
Murray;Grahamvale;41;17.37;;195;LP;0;8
Murray;Gunbower;93;26.05;;264;LP;0;24
Murray;Guthrie Street;305;25.40;;896;LP;0;40
Murray;Katamatite;44;15.55;;239;LP;0;7
Murray;Katunga;74;15.45;;405;LP;0;13
Murray;Kerang;378;21.95;;1344;LP;0;62
Murray;Kerang North;216;21.95;;768;LP;0;29
Murray;Kialla;87;22.96;;292;LP;0;11
Murray;Kialla Park;122;27.17;;327;LP;0;17
Murray;Kialla West;68;20.61;;262;LP;0;12
Murray;Knight Street;567;28.87;;1397;LP;0;51
Murray;Koondrook;177;25.84;;508;LP;0;33
Murray;Koroop;5;5.68;;83;LP;0;1
Murray;Kotupna;13;15.85;;69;LP;0;2
Murray;Koyuga;23;18.85;;99;LP;0;2
Murray;Ky Valley;20;8.58;;213;LP;0;7
Murray;Kyabram;566;24.98;;1700;LP;0;99
Murray;Kyabram West;374;24.38;;1160;LP;0;73
Murray;Lake Charm;78;31.58;;169;LP;0;8
Murray;Lalbert;12;10.00;;108;LP;0;3
Murray;Lancaster;40;13.47;;257;LP;0;7
Murray;Leitchville;83;15.37;;457;LP;0;20
Murray;Lemnos;54;15.93;;285;LP;0;24
Murray;Lockington;111;18.32;;495;LP;0;17
Murray;Macorna;10;8.26;;111;LP;0;2
Murray;Melbourne (Murray);19;30.65;;43;LP;0;1
Murray;Merrigum;131;25.34;;386;LP;0;25
Murray;Mitiamo;29;26.85;;79;LP;0;7
Murray;Mooroopna;623;37.04;;1059;LP;0;60
Murray;Mooroopna Park;856;38.63;;1360;LP;0;81
Murray;Murchison;180;33.96;;350;LP;0;25
Murray;Murrabit;42;13.08;;279;LP;0;15
Murray;Nanneella;33;12.60;;229;LP;0;11
Murray;Nathalia;321;25.70;;928;LP;0;33
Murray;Numurkah;557;23.98;;1766;LP;0;89
Murray;Orrvale;44;12.79;;300;LP;0;16
Murray;Picola;22;13.50;;141;LP;0;6
Murray;Pine Lodge;14;12.84;;95;LP;0;2
Murray;Pyramid Hill;99;22.30;;345;LP;0;21
Murray;Quambatook;62;22.38;;215;LP;0;5
Murray;Rochester;514;25.25;;1522;LP;0;63
Murray;Rushworth;372;39.79;;563;LP;0;38
Murray;Serpentine;31;16.67;;155;LP;0;4
Murray;Shepparton;218;38.45;;349;LP;0;21
Murray;Shepparton Central;187;26.79;;511;LP;0;17
Murray;Shepparton East;159;25.04;;476;LP;0;41
Murray;Shepparton North;504;27.39;;1336;LP;0;44
Murray;Shepparton South;751;37.42;;1256;LP;0;106
Murray;Special Hospital Team 1;10;14.71;;58;LP;0;0
Murray;Special Hospital Team 2;20;21.98;;71;LP;0;5
Murray;Special Hospital Team 3;20;19.23;;84;LP;0;9
Murray;Special Hospital Team 4;50;34.01;;97;LP;0;13
Murray;Special Hospital Team 5;30;23.81;;96;LP;0;3
Murray;Stanhope;154;20.29;;605;LP;0;22
Murray;Strathmerton;159;26.28;;446;LP;0;30
Murray;Tallygaroopna;73;18.77;;316;LP;0;7
Murray;Tatura;652;28.38;;1645;LP;0;85
Murray;Tennyson;10;8.06;;114;LP;0;1
Murray;Tongala;261;23.90;;831;LP;0;43
Murray;Toolamba;90;23.56;;292;LP;0;8
Murray;Toolleen;39;28.68;;97;LP;0;4
Murray;Torrumbarry;49;21.78;;176;LP;0;4
Murray;Undera;57;17.43;;270;LP;0;10
Murray;Waaia;37;11.71;;279;LP;0;5
Murray;Wanganui;527;49.91;;529;LP;0;59
Murray;Wilmot Road;1259;37.46;;2102;LP;0;176
Murray;Wunghnu;39;16.96;;191;LP;0;9
Murray;Wyuna;44;19.21;;185;LP;0;8
Murray;Yarrawalla South;11;10.38;;95;LP;0;2
Murray;Yarroweyah;72;16.94;;353;LP;0;19
Murray;Yielima;22;17.89;;101;LP;0;6
Murray;ABSENT;1150;34.22;;2211;LP;0;107
Murray;POSTAL;766;23.96;;2431;LP;0;41
Murray;PRE POLL;1153;31.49;;2508;LP;0;67
Murray;PROVISIONAL;312;41.00;;449;LP;0;51
Scullin;Apollo Parkways;1610;51.40;-1.93;1522;LP;0;75
Scullin;Bundoora North;1279;72.34;0.19;489;LP;0;50
Scullin;Epping;1951;70.38;1.48;821;LP;0;107
Scullin;Epping East;2235;74.08;0.54;782;LP;0;100
Scullin;Epping South;1500;77.72;-0.67;430;LP;0;74
Scullin;Findon;2170;73.71;1.24;774;LP;0;81
Scullin;Greenhills;959;47.71;0.41;1051;LP;0;71
Scullin;Greensborough;687;57.39;1.86;510;LP;0;43
Scullin;Greensborough East;391;41.73;-2.54;546;LP;0;25
Scullin;Grimshaw;1151;61.35;2.92;725;LP;0;58
Scullin;Keelbundoora;314;69.32;5.73;139;LP;0;21
Scullin;Lalor;1907;80.33;2.89;467;LP;0;97
Scullin;Lalor East;2775;82.74;2.45;579;LP;0;134
Scullin;Lalor North;1857;85.26;2.27;321;LP;0;94
Scullin;Lalor Park;1928;81.87;1.87;427;LP;0;107
Scullin;Lalor South;1630;88.73;3.68;207;LP;0;65
Scullin;Lalor West;1999;84.85;2.61;357;LP;0;106
Scullin;Meadowglen;1229;71.75;-2.19;484;LP;0;67
Scullin;Melbourne (Scullin);33;66.00;-6.73;17;LP;0;3
Scullin;Mill Park;1956;69.76;0.45;848;LP;0;85
Scullin;Mill Park Heights;2130;73.12;-2.66;783;LP;0;76
Scullin;Morang South;933;55.70;-1.02;742;LP;0;53
Scullin;Norris Bank;2090;73.10;4.19;769;LP;0;100
Scullin;Plenty;216;38.43;3.98;346;LP;0;22
Scullin;Special Hospital Team 1;86;56.58;0.63;66;LP;0;4
Scullin;Special Hospital Team 2;5;83.33;;1;LP;0;0
Scullin;The Stables;3222;70.52;-0.51;1347;LP;0;135
Scullin;Thomastown;1067;84.35;4.42;198;LP;0;55
Scullin;Thomastown East;1847;82.94;2.91;380;LP;0;88
Scullin;Thomastown Meadows;2082;86.89;1.48;314;LP;0;90
Scullin;Thomastown West;4079;85.71;4.00;680;LP;0;223
Scullin;Watsonia North;2284;61.17;1.18;1450;LP;0;134
Scullin;ABSENT;2356;61.92;;1449;LP;0;210
Scullin;POSTAL;1702;70.16;;724;LP;0;40
Scullin;PRE POLL;1475;62.26;;894;LP;0;64
Scullin;PROVISIONAL;365;75.57;;118;LP;0;20
Wannon;Allansford;301;43.19;11.76;396;LP;0;24
Wannon;Ararat;1904;62.90;5.43;1123;LP;0;80
Wannon;Ararat West;783;51.96;4.34;724;LP;0;44
Wannon;Balmoral;115;41.07;8.18;165;LP;0;8
Wannon;Beaufort;581;49.20;6.77;600;LP;0;53
Wannon;Berrybank;15;15.96;1.30;79;LP;0;2
Wannon;Bolwarra;192;48.48;6.99;204;LP;0;13
Wannon;Branxholme;95;33.10;10.41;192;LP;0;1
Wannon;Buangor;58;36.71;8.67;100;LP;0;1
Wannon;Byaduk;40;25.16;12.38;119;LP;0;1
Wannon;Camperdown;1027;39.03;3.41;1604;LP;0;74
Wannon;Cape Clear;107;42.63;4.20;144;LP;0;11
Wannon;Caramut;66;28.95;-4.79;162;LP;0;8
Wannon;Carpendeit;57;31.15;14.99;126;LP;0;5
Wannon;Casterton;711;43.57;7.96;921;LP;0;61
Wannon;Cavendish;97;25.73;6.60;280;LP;0;11
Wannon;Chetwynd;15;31.91;3.13;32;LP;0;1
Wannon;Cobden;438;29.40;3.84;1052;LP;0;65
Wannon;Coleraine;440;43.91;9.49;562;LP;0;33
Wannon;Condah;62;29.67;7.15;147;LP;0;6
Wannon;Dartmoor;150;40.98;3.08;216;LP;0;14
Wannon;Dennington;257;45.33;4.21;310;LP;0;19
Wannon;Dergholm;20;24.69;10.13;61;LP;0;4
Wannon;Derrinallum;147;33.26;8.80;295;LP;0;12
Wannon;Dunkeld;200;37.24;5.30;337;LP;0;9
Wannon;Ecklin South;25;10.92;2.19;204;LP;0;9
Wannon;Elmhurst;49;35.51;2.17;89;LP;0;8
Wannon;Glenthompson;105;40.54;10.62;154;LP;0;7
Wannon;Gorae West;60;33.33;5.92;120;LP;0;3
Wannon;Hamilton;1084;45.11;4.06;1319;LP;0;59
Wannon;Hamilton Central;497;46.23;7.75;578;LP;0;27
Wannon;Hamilton East;337;55.07;12.42;275;LP;0;15
Wannon;Hamilton North;305;53.79;9.82;262;LP;0;20
Wannon;Hawkesdale;96;28.74;8.74;238;LP;0;2
Wannon;Heywood;485;41.24;7.91;691;LP;0;53
Wannon;Kennedy Street;747;58.54;11.79;529;LP;0;46
Wannon;Kings College;476;34.90;1.40;888;LP;0;38
Wannon;Koroit;593;44.99;8.07;725;LP;0;46
Wannon;Lake Bolac;100;29.33;5.13;241;LP;0;8
Wannon;Linton;217;58.02;7.77;157;LP;0;14
Wannon;Lismore;110;26.76;2.43;301;LP;0;7
Wannon;Lyndoch;126;39.13;-2.13;196;LP;0;10
Wannon;Macarthur;152;33.70;8.70;299;LP;0;15
Wannon;Mailors Flat;110;27.57;1.20;289;LP;0;12
Wannon;Melbourne (Wannon);26;52.00;16.13;24;LP;0;1
Wannon;Merino;132;40.00;0.32;198;LP;0;14
Wannon;Merrivale;295;56.30;7.49;229;LP;0;25
Wannon;Mortlake;365;35.44;4.30;665;LP;0;34
Wannon;Moyston;99;44.00;9.20;126;LP;0;6
Wannon;Naringal;33;18.86;6.16;142;LP;0;11
Wannon;Narrawong;113;47.28;10.10;126;LP;0;6
Wannon;Nelson;43;31.39;-4.82;94;LP;0;0
Wannon;Noorat;110;24.12;5.43;346;LP;0;12
Wannon;Nullawarre;72;18.37;6.78;320;LP;0;9
Wannon;Orford;25;24.04;1.16;79;LP;0;7
Wannon;Panmure;118;30.57;5.93;268;LP;0;16
Wannon;Patterson Park;747;53.78;1.64;642;LP;0;29
Wannon;Penshurst;207;39.13;7.06;322;LP;0;19
Wannon;Peterborough;42;26.92;-2.86;114;LP;0;1
Wannon;Pigeon Ponds;23;26.14;4.32;65;LP;0;4
Wannon;Pirron Yallock (Wannon);43;32.09;0.68;91;LP;0;4
Wannon;Pomonal;98;47.34;7.14;109;LP;0;4
Wannon;Poolaijelo;9;17.31;3.97;43;LP;0;4
Wannon;Port Campbell;98;36.03;6.71;174;LP;0;2
Wannon;Port Fairy;846;44.74;1.53;1045;LP;0;41
Wannon;Portland Central;1453;51.93;3.75;1345;LP;0;84
Wannon;Portland North;114;42.70;5.46;153;LP;0;10
Wannon;Portland South;752;55.21;6.52;610;LP;0;39
Wannon;Purnim;78;31.58;9.14;169;LP;0;6
Wannon;Scotts Creek;24;13.33;4.34;156;LP;0;3
Wannon;Simpson (Wannon);34;9.32;-4.86;331;LP;0;13
Wannon;Skipton;172;33.99;6.02;334;LP;0;11
Wannon;Smythesdale;439;61.40;5.40;276;LP;0;21
Wannon;Snake Valley;254;52.48;3.22;230;LP;0;27
Wannon;Special Hospital Team 1;22;27.85;-22.15;57;LP;0;5
Wannon;Special Hospital Team 2;38;31.67;7.20;82;LP;0;3
Wannon;Special Hospital Team 3;38;50.00;23.68;38;LP;0;0
Wannon;Streatham;47;19.50;5.75;194;LP;0;3
Wannon;Tarrington;75;29.76;10.06;177;LP;0;6
Wannon;Tatyoon;35;21.74;6.26;126;LP;0;2
Wannon;Terang;539;35.58;2.93;976;LP;0;68
Wannon;The Sisters;17;14.29;5.71;102;LP;0;3
Wannon;Timboon;252;24.85;4.47;762;LP;0;27
Wannon;Tower Square;333;42.42;2.30;452;LP;0;17
Wannon;Tyrendarra;53;28.19;11.19;135;LP;0;3
Wannon;Wangoom;52;29.38;7.21;125;LP;0;9
Wannon;Warrnambool;1690;45.10;4.32;2057;LP;0;137
Wannon;Warrnambool Base Hospital;170;43.70;1.27;219;LP;0;7
Wannon;Warrnambool East;955;48.60;5.12;1010;LP;0;47
Wannon;Warrnambool Education Centre;462;47.19;4.15;517;LP;0;32
Wannon;Warrnambool North;630;46.22;3.95;733;LP;0;26
Wannon;Warrnambool South;222;50.45;6.06;218;LP;0;12
Wannon;Warrnambool West;1043;47.84;4.42;1137;LP;0;68
Wannon;Willaura;118;32.78;6.63;242;LP;0;7
Wannon;Wiridjil (Wannon);13;11.21;3.89;103;LP;0;6
Wannon;Woodford;126;33.33;-1.82;252;LP;0;13
Wannon;Woolsthorpe;103;31.60;3.76;223;LP;0;10
Wannon;Woorndoo;33;18.33;3.03;147;LP;0;0
Wannon;Yambuk;67;30.88;15.09;150;LP;0;2
Wannon;ABSENT;1469;42.93;;1953;LP;0;77
Wannon;POSTAL;1323;34.82;;2477;LP;0;36
Wannon;PRE POLL;1854;41.09;;2658;LP;0;101
Wannon;PROVISIONAL;388;54.27;;327;LP;0;21
Wills;Anstey;734;81.83;;163;LP;0;24
Wills;Brunswick North;2908;81.00;;682;LP;0;126
Wills;Brunswick North East;1495;82.69;;313;LP;0;70
Wills;Brunswick North West;897;74.87;;301;LP;0;49
Wills;Coburg;1602;81.94;;353;LP;0;102
Wills;Coburg East;1546;77.77;;442;LP;0;123
Wills;Coburg North;2146;79.36;;558;LP;0;140
Wills;Coburg South;1189;78.59;;324;LP;0;95
Wills;Coburg West;2426;75.29;;796;LP;0;162
Wills;Essendon;553;52.37;;503;LP;0;45
Wills;Essendon North;650;59.63;;440;LP;0;40
Wills;Essendon South;1403;57.83;;1023;LP;0;72
Wills;Fawkner;0;0.00;;0;LP;0;0
Wills;Fawkner East;1617;80.17;;400;LP;0;100
Wills;Fawkner North;2116;81.29;;487;LP;0;138
Wills;Gaffney;668;65.94;;345;LP;0;41
Wills;Glenbervie;630;53.89;;539;LP;0;42
Wills;Glenroy;1274;71.69;;503;LP;0;85
Wills;Glenroy Central;1039;72.10;;402;LP;0;59
Wills;Glenroy East;1921;75.16;;635;LP;0;150
Wills;Glenroy North;1656;83.85;;319;LP;0;92
Wills;Gowrie Park;979;76.13;;307;LP;0;57
Wills;Hadfield;742;75.95;;235;LP;0;43
Wills;Lake Park;292;72.28;;112;LP;0;23
Wills;Melbourne (Wills);57;67.06;;28;LP;0;8
Wills;Melville;741;73.73;;264;LP;0;47
Wills;Merlynston;807;72.12;;312;LP;0;71
Wills;Mitchell;1209;79.43;;313;LP;0;98
Wills;Moomba Park;1515;76.52;;465;LP;0;132
Wills;Moonee Ponds North;1687;65.03;;907;LP;0;100
Wills;Moreland;1615;76.65;;492;LP;0;91
Wills;Pascoe Vale;1700;68.05;;798;LP;0;118
Wills;Pascoe Vale Central;669;67.78;;318;LP;0;44
Wills;Pascoe Vale North;1588;72.41;;605;LP;0;129
Wills;Pascoe Vale South;1727;66.76;;860;LP;0;93
Wills;Pascoe Vale West;840;68.63;;384;LP;0;57
Wills;Special Hospital Team 1;11;45.83;;13;LP;0;2
Wills;Strathmore;1238;48.10;;1336;LP;0;71
Wills;Strathmore North;1109;56.70;;847;LP;0;73
Wills;Strathmore South;365;46.14;;426;LP;0;18
Wills;Westgate;1152;67.92;;544;LP;0;77
Wills;ABSENT;2860;66.19;;1461;LP;0;226
Wills;POSTAL;1771;63.82;;1004;LP;0;36
Wills;PRE POLL;2326;65.34;;1234;LP;0;108
Wills;PROVISIONAL;563;79.97;;141;LP;0;43
Blair;Amberley;291;36.42;;508;LP;0;22
Blair;Blackbutt;389;43.37;;508;LP;0;46
Blair;Blair School;883;53.35;;772;LP;0;40
Blair;Blenheim;96;35.04;;178;LP;0;5
Blair;Brassall;559;46.16;;652;LP;0;33
Blair;Brassall School;1471;50.46;;1444;LP;0;107
Blair;Brisbane City (Blair);39;44.32;;49;LP;0;6
Blair;Churchill (Blair);758;56.69;;579;LP;0;54
Blair;Coolabunia;85;23.88;;271;LP;0;17
Blair;Coominya;289;44.60;;359;LP;0;27
Blair;Cooyar;60;29.41;;144;LP;0;9
Blair;Crows Nest;389;31.05;;864;LP;0;52
Blair;Esk;424;43.00;;562;LP;0;44
Blair;Fernvale;485;41.35;;688;LP;0;35
Blair;Flagstone Creek;27;20.61;;104;LP;0;2
Blair;Forest Hill;214;36.21;;377;LP;0;25
Blair;Gatton;541;34.61;;1022;LP;0;70
Blair;Gatton South;775;37.86;;1272;LP;0;91
Blair;Glamorgan Vale;128;39.75;;194;LP;0;11
Blair;Glenore Grove;641;48.45;;682;LP;0;27
Blair;Goodger;75;28.09;;192;LP;0;5
Blair;Grandchester;90;40.00;;135;LP;0;10
Blair;Grantham;157;32.30;;329;LP;0;33
Blair;Haden;22;15.38;;121;LP;0;6
Blair;Haigslea;89;30.90;;199;LP;0;2
Blair;Hatton Vale;443;46.05;;519;LP;0;42
Blair;Helidon;283;38.45;;453;LP;0;27
Blair;Inverlaw;35;18.82;;151;LP;0;3
Blair;Jimna;29;41.43;;41;LP;0;4
Blair;Karalee;817;39.22;;1266;LP;0;55
Blair;Karana Downs;785;32.13;;1658;LP;0;43
Blair;Kentville;82;43.16;;108;LP;0;5
Blair;Kilcoy;468;37.38;;784;LP;0;53
Blair;Kingaroy;1058;36.45;;1845;LP;0;127
Blair;Kumbia;98;23.67;;316;LP;0;13
Blair;Laidley;859;40.94;;1239;LP;0;64
Blair;Lake Clarendon;105;39.62;;160;LP;0;9
Blair;Lawes;17;36.17;;30;LP;0;0
Blair;Leichhardt;519;55.21;;421;LP;0;40
Blair;Leichhardt School;859;61.62;;535;LP;0;82
Blair;Lowood;573;43.44;;746;LP;0;74
Blair;Ma Ma Creek;52;23.11;;173;LP;0;5
Blair;Maidenwell;58;27.88;;150;LP;0;11
Blair;Marburg;213;41.12;;305;LP;0;18
Blair;Memerambi;90;22.56;;309;LP;0;8
Blair;Minden;249;45.19;;302;LP;0;35
Blair;Moore;116;37.54;;193;LP;0;13
Blair;Mount Kilcoy;68;24.91;;205;LP;0;15
Blair;Mount Sylvia;33;16.26;;170;LP;0;11
Blair;Mount Tarampa;115;40.93;;166;LP;0;16
Blair;Murphys Creek;136;37.99;;222;LP;0;5
Blair;Mutdapilly;57;21.59;;207;LP;0;7
Blair;Nanango;1159;46.68;;1324;LP;0;123
Blair;North Ipswich;757;60.75;;489;LP;0;58
Blair;Perseverance;50;27.47;;132;LP;0;7
Blair;Pine Mountain;122;34.17;;235;LP;0;10
Blair;Rosevale;17;12.98;;114;LP;0;5
Blair;Rosewood;885;44.86;;1088;LP;0;81
Blair;Somerset Dam;39;51.32;;37;LP;0;2
Blair;Special Hospital Team 1;42;37.84;;69;LP;0;3
Blair;Special Hospital Team 2;11;28.95;;27;LP;0;1
Blair;Special Hospital Team 3;24;31.58;;52;LP;0;2
Blair;Special Hospital Team 4;21;31.82;;45;LP;0;2
Blair;St Josephs;633;53.83;;543;LP;0;37
Blair;Stockyard Creek;61;30.65;;138;LP;0;3
Blair;Taabinga;479;34.00;;930;LP;0;41
Blair;Tarampa;127;36.08;;225;LP;0;18
Blair;Thornton;38;21.47;;139;LP;0;6
Blair;Tivoli;629;48.61;;665;LP;0;54
Blair;Toogoolawah;368;34.30;;705;LP;0;65
Blair;Upper Tenthill;51;19.47;;211;LP;0;8
Blair;Walloon;624;46.05;;731;LP;0;55
Blair;Warrill View;26;19.40;;108;LP;0;8
Blair;Withcott;384;34.78;;720;LP;0;26
Blair;Yarraman;212;35.33;;388;LP;0;28
Blair;ABSENT;2249;47.20;;2516;LP;0;188
Blair;POSTAL;1162;42.64;;1563;LP;0;50
Blair;PRE POLL;1144;45.18;;1388;LP;0;80
Blair;PROVISIONAL;103;52.82;;92;LP;0;16
Bowman;Alexandra Hills;1549;59.74;3.34;1044;LP;0;62
Bowman;Alexandra Park;1367;52.68;2.56;1228;LP;0;73
Bowman;Amity Point;192;62.14;11.95;117;LP;0;4
Bowman;Birkdale;1891;50.90;4.56;1824;LP;0;122
Bowman;Birkdale South;1675;53.82;2.17;1437;LP;0;89
Bowman;Brisbane City (Bowman);88;54.32;-9.09;74;LP;0;6
Bowman;Capalaba;1297;58.08;8.89;936;LP;0;66
Bowman;Capalaba School (Bowman);1596;55.75;4.17;1267;LP;0;85
Bowman;Cleveland;824;45.18;5.67;1000;LP;0;55
Bowman;Cleveland School;1554;40.42;3.87;2291;LP;0;137
Bowman;Coolnwynpin;1149;50.15;1.23;1142;LP;0;66
Bowman;Dunwich;353;62.59;5.70;211;LP;0;16
Bowman;Hemmant;583;67.95;6.93;275;LP;0;20
Bowman;Hilliard;799;45.12;1.45;972;LP;0;41
Bowman;Lake Sherrin;260;42.00;11.01;359;LP;0;21
Bowman;Lindum;651;63.82;1.02;369;LP;0;30
Bowman;Lota;879;60.96;1.01;563;LP;0;42
Bowman;Manly;469;49.21;-0.90;484;LP;0;26
Bowman;Manly School;733;51.99;2.87;677;LP;0;41
Bowman;Manly West;1134;54.03;6.55;965;LP;0;51
Bowman;Ormiston;901;40.24;2.35;1338;LP;0;55
Bowman;Point Lookout;282;56.18;-0.62;220;LP;0;8
Bowman;Roles Hill;836;60.62;5.43;543;LP;0;45
Bowman;Special Hospital Team 1;107;47.98;3.54;116;LP;0;7
Bowman;Special Hospital Team 2;133;57.83;5.47;97;LP;0;14
Bowman;Tangalooma;27;46.55;11.37;31;LP;0;1
Bowman;Thorneside;759;57.28;5.13;566;LP;0;32
Bowman;Thornlands;1631;44.94;5.19;1998;LP;0;100
Bowman;Vienna Woods;1316;56.80;7.43;1001;LP;0;53
Bowman;Wellington Point;1448;49.22;3.01;1494;LP;0;71
Bowman;Wellington Point High;451;47.98;1.48;489;LP;0;22
Bowman;Wondall Heights;1485;55.68;4.48;1182;LP;0;59
Bowman;Wynnum;873;58.47;2.06;620;LP;0;48
Bowman;Wynnum Central;915;65.78;9.86;476;LP;0;60
Bowman;Wynnum North;1265;61.02;5.36;808;LP;0;63
Bowman;Wynnum North High;737;63.43;4.98;425;LP;0;35
Bowman;Wynnum West;1652;63.30;4.19;958;LP;0;83
Bowman;ABSENT;2066;52.84;;1844;LP;0;129
Bowman;POSTAL;1866;57.22;;1395;LP;0;36
Bowman;PRE POLL;1682;48.14;;1812;LP;0;34
Bowman;PROVISIONAL;166;62.88;;98;LP;0;7
Brisbane;Alderley;1133;56.09;4.21;887;LP;0;72
Brisbane;Ashgrove;1426;49.29;3.25;1467;LP;0;74
Brisbane;Ashgrove West;945;46.05;5.69;1107;LP;0;48
Brisbane;Auchenflower;700;45.69;6.36;832;LP;0;38
Brisbane;Ballymore;321;50.87;5.98;310;LP;0;22
Brisbane;Bardon;678;51.17;3.52;647;LP;0;31
Brisbane;Brisbane City (Brisbane);1225;59.52;3.23;833;LP;0;80
Brisbane;Buranda;250;65.62;11.46;131;LP;0;14
Brisbane;Dorrington;600;51.50;4.86;565;LP;0;27
Brisbane;Dutton Park;611;65.70;7.27;319;LP;0;24
Brisbane;East Brisbane;1552;57.16;4.81;1163;LP;0;99
Brisbane;Enoggera;493;54.06;3.52;419;LP;0;21
Brisbane;Ferny Grove (Brisbane);107;50.47;3.37;105;LP;0;19
Brisbane;Fortitude Valley;283;57.40;2.13;210;LP;0;20
Brisbane;Gaythorne;631;55.50;6.90;506;LP;0;30
Brisbane;Grange;458;52.40;4.41;416;LP;0;27
Brisbane;Grange West;393;51.98;5.61;363;LP;0;11
Brisbane;Grovely (Brisbane);283;66.75;19.61;141;LP;0;18
Brisbane;Hill End;891;66.59;1.03;447;LP;0;36
Brisbane;Ithaca Creek;755;58.17;6.28;543;LP;0;25
Brisbane;Ithaca South;747;51.95;0.73;691;LP;0;37
Brisbane;Kangaroo Point;598;42.90;2.46;796;LP;0;57
Brisbane;Kelvin Grove;664;54.20;5.24;561;LP;0;35
Brisbane;Keperra (Brisbane);1224;53.22;6.16;1076;LP;0;67
Brisbane;Lutwyche (Brisbane);663;58.26;8.63;475;LP;0;33
Brisbane;Mater Hospital;793;63.09;3.62;464;LP;0;64
Brisbane;Merthyr;1102;56.60;7.23;845;LP;0;85
Brisbane;Milton;1224;47.85;-1.46;1334;LP;0;63
Brisbane;Mitchelton (Brisbane);1023;57.12;8.58;768;LP;0;48
Brisbane;Moonyah;808;56.78;6.19;615;LP;0;38
Brisbane;New Farm;1919;56.39;-0.28;1484;LP;0;125
Brisbane;Newmarket;909;54.17;5.56;769;LP;0;47
Brisbane;Newmarket South;407;52.72;4.42;365;LP;0;33
Brisbane;Oxford Park (Brisbane);398;57.51;3.05;294;LP;0;19
Brisbane;Paddington;763;51.98;-0.42;705;LP;0;33
Brisbane;Petrie Terrace;505;60.84;2.85;325;LP;0;18
Brisbane;Princess Alexandra Hospital;221;65.58;4.96;116;LP;0;23
Brisbane;Rainworth;795;43.92;2.90;1015;LP;0;34
Brisbane;Royal Brisbane Hospital;209;60.06;11.60;139;LP;0;12
Brisbane;South Brisbane;1034;64.99;4.11;557;LP;0;71
Brisbane;Special Hospital Team 1;123;44.09;;156;LP;0;6
Brisbane;Special Hospital Team 2;117;68.82;;53;LP;0;3
Brisbane;Special Hospital Team 3;28;45.16;;34;LP;0;4
Brisbane;Special Hospital Team 4;99;50.51;;97;LP;0;3
Brisbane;Spring Hill;504;52.83;4.02;450;LP;0;43
Brisbane;Stafford (Brisbane);262;57.96;6.88;190;LP;0;19
Brisbane;Stafford West (Brisbane);158;51.30;-8.10;150;LP;0;5
Brisbane;Toowong (Brisbane);177;47.45;3.67;196;LP;0;6
Brisbane;West End;1668;73.84;7.11;591;LP;0;92
Brisbane;Wilston School;1356;48.97;1.42;1413;LP;0;54
Brisbane;Windsor;821;55.47;3.82;659;LP;0;69
Brisbane;ABSENT;3620;50.20;;3591;LP;0;203
Brisbane;POSTAL;2487;58.27;;1781;LP;0;40
Brisbane;PRE POLL;2386;52.75;;2137;LP;0;57
Brisbane;PROVISIONAL;348;61.92;;214;LP;0;29
Capricornia;Allenstown;1224;54.84;10.57;1008;NP;0;57
Capricornia;Alpha;116;35.47;2.43;211;NP;0;14
Capricornia;Alton Downs;178;40.27;13.12;264;NP;0;9
