2004 Federal Election House of Representatives Two Candidate Preferred By Candidate By Polling Place [12246 8/11/2005 11:09:18 PM]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,SittingMemberFl,PartyAb,PartyNm,OrdinaryVotes,Swing
SA,183,Grey,6948,Port Augusta West,14392,HACKETT,John,7,,ALP,Australian Labor Party,802,-4.27
SA,183,Grey,7406,Port Broughton,14597,WAKELIN,Barry,4,#,LP,Liberal,671,6.03
SA,183,Grey,7406,Port Broughton,14392,HACKETT,John,7,,ALP,Australian Labor Party,237,-6.03
SA,183,Grey,7407,Port Clinton,14597,WAKELIN,Barry,4,#,LP,Liberal,180,2.9
SA,183,Grey,7407,Port Clinton,14392,HACKETT,John,7,,ALP,Australian Labor Party,123,-2.9
SA,183,Grey,6949,Port Germein,14597,WAKELIN,Barry,4,#,LP,Liberal,157,3.11
SA,183,Grey,6949,Port Germein,14392,HACKETT,John,7,,ALP,Australian Labor Party,130,-3.11
SA,183,Grey,6950,Port Kenny,14597,WAKELIN,Barry,4,#,LP,Liberal,142,-0.8
SA,183,Grey,6950,Port Kenny,14392,HACKETT,John,7,,ALP,Australian Labor Party,31,0.8
SA,183,Grey,6951,Port Lincoln,14597,WAKELIN,Barry,4,#,LP,Liberal,1561,1.43
SA,183,Grey,6951,Port Lincoln,14392,HACKETT,John,7,,ALP,Australian Labor Party,740,-1.43
SA,183,Grey,6952,Port Lincoln Central,14597,WAKELIN,Barry,4,#,LP,Liberal,1853,-1.9
SA,183,Grey,6952,Port Lincoln Central,14392,HACKETT,John,7,,ALP,Australian Labor Party,623,1.9
SA,183,Grey,6953,Port Lincoln South,14597,WAKELIN,Barry,4,#,LP,Liberal,638,3.74
SA,183,Grey,6953,Port Lincoln South,14392,HACKETT,John,7,,ALP,Australian Labor Party,486,-3.74
SA,183,Grey,6954,Port Neill,14597,WAKELIN,Barry,4,#,LP,Liberal,199,-5.98
SA,183,Grey,6954,Port Neill,14392,HACKETT,John,7,,ALP,Australian Labor Party,53,5.98
SA,183,Grey,6945,Port Pirie South,14597,WAKELIN,Barry,4,#,LP,Liberal,257,-0.89
SA,183,Grey,6945,Port Pirie South,14392,HACKETT,John,7,,ALP,Australian Labor Party,215,0.89
SA,183,Grey,6956,Port Pirie West,14597,WAKELIN,Barry,4,#,LP,Liberal,1074,7.78
SA,183,Grey,6956,Port Pirie West,14392,HACKETT,John,7,,ALP,Australian Labor Party,1293,-7.78
SA,183,Grey,7408,Port Victoria,14597,WAKELIN,Barry,4,#,LP,Liberal,211,0.78
SA,183,Grey,7408,Port Victoria,14392,HACKETT,John,7,,ALP,Australian Labor Party,86,-0.78
SA,183,Grey,7409,Port Vincent,14597,WAKELIN,Barry,4,#,LP,Liberal,247,-0.86
SA,183,Grey,7409,Port Vincent,14392,HACKETT,John,7,,ALP,Australian Labor Party,103,0.86
SA,183,Grey,6957,Quorn,14597,WAKELIN,Barry,4,#,LP,Liberal,479,0.12
SA,183,Grey,6957,Quorn,14392,HACKETT,John,7,,ALP,Australian Labor Party,229,-0.12
SA,183,Grey,7411,Redhill,14597,WAKELIN,Barry,4,#,LP,Liberal,137,-1.21
SA,183,Grey,7411,Redhill,14392,HACKETT,John,7,,ALP,Australian Labor Party,49,1.21
SA,183,Grey,33211,Remote Mobile Team 1,14597,WAKELIN,Barry,4,#,LP,Liberal,117,15.43
SA,183,Grey,33211,Remote Mobile Team 1,14392,HACKETT,John,7,,ALP,Australian Labor Party,111,-15.43
SA,183,Grey,33212,Remote Mobile Team 2,14597,WAKELIN,Barry,4,#,LP,Liberal,167,13.65
SA,183,Grey,33212,Remote Mobile Team 2,14392,HACKETT,John,7,,ALP,Australian Labor Party,171,-13.65
SA,183,Grey,33213,Remote Mobile Team 3,14597,WAKELIN,Barry,4,#,LP,Liberal,27,29.49
SA,183,Grey,33213,Remote Mobile Team 3,14392,HACKETT,John,7,,ALP,Australian Labor Party,14,-29.49
SA,183,Grey,33214,Remote Mobile Team 4,14597,WAKELIN,Barry,4,#,LP,Liberal,109,12.37
SA,183,Grey,33214,Remote Mobile Team 4,14392,HACKETT,John,7,,ALP,Australian Labor Party,117,-12.37
SA,183,Grey,33215,Remote Mobile Team 5,14597,WAKELIN,Barry,4,#,LP,Liberal,163,22.37
SA,183,Grey,33215,Remote Mobile Team 5,14392,HACKETT,John,7,,ALP,Australian Labor Party,116,-22.37
SA,183,Grey,6958,Risdon Park East,14597,WAKELIN,Barry,4,#,LP,Liberal,1296,3.32
SA,183,Grey,6958,Risdon Park East,14392,HACKETT,John,7,,ALP,Australian Labor Party,1065,-3.32
SA,183,Grey,6959,Risdon Park South,14597,WAKELIN,Barry,4,#,LP,Liberal,482,6.92
SA,183,Grey,6959,Risdon Park South,14392,HACKETT,John,7,,ALP,Australian Labor Party,468,-6.92
SA,183,Grey,7413,Robertstown,14597,WAKELIN,Barry,4,#,LP,Liberal,159,8.53
SA,183,Grey,7413,Robertstown,14392,HACKETT,John,7,,ALP,Australian Labor Party,68,-8.53
SA,183,Grey,6944,Roxby Downs,14597,WAKELIN,Barry,4,#,LP,Liberal,975,0.43
SA,183,Grey,6944,Roxby Downs,14392,HACKETT,John,7,,ALP,Australian Labor Party,471,-0.43
SA,183,Grey,6963,Smoky Bay,14597,WAKELIN,Barry,4,#,LP,Liberal,151,2.91
SA,183,Grey,6963,Smoky Bay,14392,HACKETT,John,7,,ALP,Australian Labor Party,15,-2.91
SA,183,Grey,7419,Snowtown,14597,WAKELIN,Barry,4,#,LP,Liberal,268,-0.54
SA,183,Grey,7419,Snowtown,14392,HACKETT,John,7,,ALP,Australian Labor Party,103,0.54
SA,183,Grey,6964,Solomontown,14597,WAKELIN,Barry,4,#,LP,Liberal,701,5.47
SA,183,Grey,6964,Solomontown,14392,HACKETT,John,7,,ALP,Australian Labor Party,848,-5.47
SA,183,Grey,7420,Spalding,14597,WAKELIN,Barry,4,#,LP,Liberal,181,-0.13
SA,183,Grey,7420,Spalding,14392,HACKETT,John,7,,ALP,Australian Labor Party,65,0.13
SA,183,Grey,33194,Special Hospital Team 1,14597,WAKELIN,Barry,4,#,LP,Liberal,26,16.12
SA,183,Grey,33194,Special Hospital Team 1,14392,HACKETT,John,7,,ALP,Australian Labor Party,10,-16.12
SA,183,Grey,33196,Special Hospital Team 2,14597,WAKELIN,Barry,4,#,LP,Liberal,127,9.07
SA,183,Grey,33196,Special Hospital Team 2,14392,HACKETT,John,7,,ALP,Australian Labor Party,67,-9.07
SA,183,Grey,33197,Special Hospital Team 3,14597,WAKELIN,Barry,4,#,LP,Liberal,32,43.48
SA,183,Grey,33197,Special Hospital Team 3,14392,HACKETT,John,7,,ALP,Australian Labor Party,0,-43.48
SA,183,Grey,33198,Special Hospital Team 4,14597,WAKELIN,Barry,4,#,LP,Liberal,84,25.77
SA,183,Grey,33198,Special Hospital Team 4,14392,HACKETT,John,7,,ALP,Australian Labor Party,18,-25.77
SA,183,Grey,33199,Special Hospital Team 5,14597,WAKELIN,Barry,4,#,LP,Liberal,23,-21.78
SA,183,Grey,33199,Special Hospital Team 5,14392,HACKETT,John,7,,ALP,Australian Labor Party,43,21.78
SA,183,Grey,33200,Special Hospital Team 6,14597,WAKELIN,Barry,4,#,LP,Liberal,65,22.83
SA,183,Grey,33200,Special Hospital Team 6,14392,HACKETT,John,7,,ALP,Australian Labor Party,17,-22.83
SA,183,Grey,33201,Special Hospital Team 7,14597,WAKELIN,Barry,4,#,LP,Liberal,196,-4.73
SA,183,Grey,33201,Special Hospital Team 7,14392,HACKETT,John,7,,ALP,Australian Labor Party,184,4.73
SA,183,Grey,33204,Special Hospital Team 8,14597,WAKELIN,Barry,4,#,LP,Liberal,36,-20.96
SA,183,Grey,33204,Special Hospital Team 8,14392,HACKETT,John,7,,ALP,Australian Labor Party,66,20.96
SA,183,Grey,7422,Stansbury,14597,WAKELIN,Barry,4,#,LP,Liberal,328,2.39
SA,183,Grey,7422,Stansbury,14392,HACKETT,John,7,,ALP,Australian Labor Party,127,-2.39
SA,183,Grey,6965,Stirling North,14597,WAKELIN,Barry,4,#,LP,Liberal,498,7.23
SA,183,Grey,6965,Stirling North,14392,HACKETT,John,7,,ALP,Australian Labor Party,368,-7.23
SA,183,Grey,6966,Streaky Bay,14597,WAKELIN,Barry,4,#,LP,Liberal,628,-1.49
SA,183,Grey,6966,Streaky Bay,14392,HACKETT,John,7,,ALP,Australian Labor Party,194,1.49
SA,183,Grey,7427,Terowie,14597,WAKELIN,Barry,4,#,LP,Liberal,54,4.73
SA,183,Grey,7427,Terowie,14392,HACKETT,John,7,,ALP,Australian Labor Party,32,-4.73
SA,183,Grey,6969,Tumby Bay,14597,WAKELIN,Barry,4,#,LP,Liberal,880,-1.64
SA,183,Grey,6969,Tumby Bay,14392,HACKETT,John,7,,ALP,Australian Labor Party,205,1.64
SA,183,Grey,6970,Ungarra,14597,WAKELIN,Barry,4,#,LP,Liberal,81,-9.11
SA,183,Grey,6970,Ungarra,14392,HACKETT,John,7,,ALP,Australian Labor Party,25,9.11
SA,183,Grey,7432,Wallaroo,14597,WAKELIN,Barry,4,#,LP,Liberal,971,3.24
SA,183,Grey,7432,Wallaroo,14392,HACKETT,John,7,,ALP,Australian Labor Party,864,-3.24
SA,183,Grey,7433,Wallaroo Mines,14597,WAKELIN,Barry,4,#,LP,Liberal,289,5.88
SA,183,Grey,7433,Wallaroo Mines,14392,HACKETT,John,7,,ALP,Australian Labor Party,259,-5.88
SA,183,Grey,6972,Wangary,14597,WAKELIN,Barry,4,#,LP,Liberal,180,5.57
SA,183,Grey,6972,Wangary,14392,HACKETT,John,7,,ALP,Australian Labor Party,50,-5.57
SA,183,Grey,7434,Warooka,14597,WAKELIN,Barry,4,#,LP,Liberal,285,-5.72
SA,183,Grey,7434,Warooka,14392,HACKETT,John,7,,ALP,Australian Labor Party,119,5.72
SA,183,Grey,6975,Warramboo,14597,WAKELIN,Barry,4,#,LP,Liberal,80,-2.67
SA,183,Grey,6975,Warramboo,14392,HACKETT,John,7,,ALP,Australian Labor Party,7,2.67
SA,183,Grey,6977,Whyalla Central East,14597,WAKELIN,Barry,4,#,LP,Liberal,547,3.99
SA,183,Grey,6977,Whyalla Central East,14392,HACKETT,John,7,,ALP,Australian Labor Party,363,-3.99
SA,183,Grey,6981,Whyalla Central West,14597,WAKELIN,Barry,4,#,LP,Liberal,893,0.5
SA,183,Grey,6981,Whyalla Central West,14392,HACKETT,John,7,,ALP,Australian Labor Party,841,-0.5
SA,183,Grey,6983,Whyalla Norrie East,14597,WAKELIN,Barry,4,#,LP,Liberal,927,4.64
SA,183,Grey,6983,Whyalla Norrie East,14392,HACKETT,John,7,,ALP,Australian Labor Party,811,-4.64
SA,183,Grey,6979,Whyalla Norrie North,14597,WAKELIN,Barry,4,#,LP,Liberal,646,4.8
SA,183,Grey,6979,Whyalla Norrie North,14392,HACKETT,John,7,,ALP,Australian Labor Party,751,-4.8
SA,183,Grey,6926,Whyalla Norrie North-West,14597,WAKELIN,Barry,4,#,LP,Liberal,375,5.81
SA,183,Grey,6926,Whyalla Norrie North-West,14392,HACKETT,John,7,,ALP,Australian Labor Party,469,-5.81
SA,183,Grey,6980,Whyalla Norrie South,14597,WAKELIN,Barry,4,#,LP,Liberal,599,4.01
SA,183,Grey,6980,Whyalla Norrie South,14392,HACKETT,John,7,,ALP,Australian Labor Party,734,-4.01
SA,183,Grey,6962,Whyalla Stuart South,14597,WAKELIN,Barry,4,#,LP,Liberal,735,9.24
SA,183,Grey,6962,Whyalla Stuart South,14392,HACKETT,John,7,,ALP,Australian Labor Party,919,-9.24
SA,183,Grey,6982,Whyalla Stuart West,14597,WAKELIN,Barry,4,#,LP,Liberal,565,6.49
SA,183,Grey,6982,Whyalla Stuart West,14392,HACKETT,John,7,,ALP,Australian Labor Party,585,-6.49
SA,183,Grey,6984,Willsden,14597,WAKELIN,Barry,4,#,LP,Liberal,508,5.61
SA,183,Grey,6984,Willsden,14392,HACKETT,John,7,,ALP,Australian Labor Party,511,-5.61
SA,183,Grey,7440,Wilmington,14597,WAKELIN,Barry,4,#,LP,Liberal,284,2.38
SA,183,Grey,7440,Wilmington,14392,HACKETT,John,7,,ALP,Australian Labor Party,90,-2.38
SA,183,Grey,7441,Wirrabara,14597,WAKELIN,Barry,4,#,LP,Liberal,277,0.72
SA,183,Grey,7441,Wirrabara,14392,HACKETT,John,7,,ALP,Australian Labor Party,78,-0.72
SA,183,Grey,6985,Wirrulla,14597,WAKELIN,Barry,4,#,LP,Liberal,99,-10.66
SA,183,Grey,6985,Wirrulla,14392,HACKETT,John,7,,ALP,Australian Labor Party,21,10.66
SA,183,Grey,6986,Woomera,14597,WAKELIN,Barry,4,#,LP,Liberal,67,10.68
SA,183,Grey,6986,Woomera,14392,HACKETT,John,7,,ALP,Australian Labor Party,42,-10.68
SA,183,Grey,6987,Wudinna,14597,WAKELIN,Barry,4,#,LP,Liberal,441,-3.66
SA,183,Grey,6987,Wudinna,14392,HACKETT,John,7,,ALP,Australian Labor Party,81,3.66
SA,183,Grey,7442,Yacka,14597,WAKELIN,Barry,4,#,LP,Liberal,84,-6.71
SA,183,Grey,7442,Yacka,14392,HACKETT,John,7,,ALP,Australian Labor Party,39,6.71
SA,183,Grey,7443,Yorketown,14597,WAKELIN,Barry,4,#,LP,Liberal,491,2.05
SA,183,Grey,7443,Yorketown,14392,HACKETT,John,7,,ALP,Australian Labor Party,163,-2.05
SA,185,Hindmarsh,14243,Adelaide (Hindmarsh),14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,88,-0.36
SA,185,Hindmarsh,14243,Adelaide (Hindmarsh),14634,BIRMINGHAM,Simon,8,,LP,Liberal,70,0.36
SA,185,Hindmarsh,7050,Brooklyn Park,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,1117,2.28
SA,185,Hindmarsh,7050,Brooklyn Park,14634,BIRMINGHAM,Simon,8,,LP,Liberal,740,-2.28
SA,185,Hindmarsh,7051,Brooklyn Park South,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,594,1.98
SA,185,Hindmarsh,7051,Brooklyn Park South,14634,BIRMINGHAM,Simon,8,,LP,Liberal,559,-1.98
SA,185,Hindmarsh,7052,Camden Park,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,543,4.05
SA,185,Hindmarsh,7052,Camden Park,14634,BIRMINGHAM,Simon,8,,LP,Liberal,490,-4.05
SA,185,Hindmarsh,7053,Cowandilla,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,1403,1.54
SA,185,Hindmarsh,7053,Cowandilla,14634,BIRMINGHAM,Simon,8,,LP,Liberal,633,-1.54
SA,185,Hindmarsh,7054,Cowandilla West,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,461,3.76
SA,185,Hindmarsh,7054,Cowandilla West,14634,BIRMINGHAM,Simon,8,,LP,Liberal,281,-3.76
SA,185,Hindmarsh,7014,Edwardstown,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,778,0.74
SA,185,Hindmarsh,7014,Edwardstown,14634,BIRMINGHAM,Simon,8,,LP,Liberal,684,-0.74
SA,185,Hindmarsh,7058,Flinders Park,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,1577,2.16
SA,185,Hindmarsh,7058,Flinders Park,14634,BIRMINGHAM,Simon,8,,LP,Liberal,1160,-2.16
SA,185,Hindmarsh,7015,Forbes,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,1030,1.54
SA,185,Hindmarsh,7015,Forbes,14634,BIRMINGHAM,Simon,8,,LP,Liberal,854,-1.54
SA,185,Hindmarsh,7059,Fulham,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,759,3.33
SA,185,Hindmarsh,7059,Fulham,14634,BIRMINGHAM,Simon,8,,LP,Liberal,963,-3.33
SA,185,Hindmarsh,7060,Fulham Gardens,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,1669,1.39
SA,185,Hindmarsh,7060,Fulham Gardens,14634,BIRMINGHAM,Simon,8,,LP,Liberal,1411,-1.39
SA,185,Hindmarsh,7061,Glandore,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,596,4.4
SA,185,Hindmarsh,7061,Glandore,14634,BIRMINGHAM,Simon,8,,LP,Liberal,567,-4.4
SA,185,Hindmarsh,7018,Glenelg Central,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,732,3.76
SA,185,Hindmarsh,7018,Glenelg Central,14634,BIRMINGHAM,Simon,8,,LP,Liberal,982,-3.76
SA,185,Hindmarsh,7019,Glenelg East,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,674,4.58
SA,185,Hindmarsh,7019,Glenelg East,14634,BIRMINGHAM,Simon,8,,LP,Liberal,807,-4.58
SA,185,Hindmarsh,7020,Glenelg North,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,1034,3.57
SA,185,Hindmarsh,7020,Glenelg North,14634,BIRMINGHAM,Simon,8,,LP,Liberal,1492,-3.57
SA,185,Hindmarsh,7021,Glenelg South,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,686,4.59
SA,185,Hindmarsh,7021,Glenelg South,14634,BIRMINGHAM,Simon,8,,LP,Liberal,1120,-4.59
SA,185,Hindmarsh,7022,Glengowrie,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,648,2.11
SA,185,Hindmarsh,7022,Glengowrie,14634,BIRMINGHAM,Simon,8,,LP,Liberal,956,-2.11
SA,185,Hindmarsh,7063,Grange,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,1293,-2.29
SA,185,Hindmarsh,7063,Grange,14634,BIRMINGHAM,Simon,8,,LP,Liberal,1374,2.29
SA,185,Hindmarsh,7023,Grovene,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,492,4.69
SA,185,Hindmarsh,7023,Grovene,14634,BIRMINGHAM,Simon,8,,LP,Liberal,737,-4.69
SA,185,Hindmarsh,7064,Henley Beach,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,1033,3.06
SA,185,Hindmarsh,7064,Henley Beach,14634,BIRMINGHAM,Simon,8,,LP,Liberal,951,-3.06
SA,185,Hindmarsh,7065,Henley South,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,752,1.72
SA,185,Hindmarsh,7065,Henley South,14634,BIRMINGHAM,Simon,8,,LP,Liberal,741,-1.72
SA,185,Hindmarsh,7068,Kidman Park,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,488,3.65
SA,185,Hindmarsh,7068,Kidman Park,14634,BIRMINGHAM,Simon,8,,LP,Liberal,382,-3.65
SA,185,Hindmarsh,7069,Kidman Park South,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,1166,2.58
SA,185,Hindmarsh,7069,Kidman Park South,14634,BIRMINGHAM,Simon,8,,LP,Liberal,1151,-2.58
SA,185,Hindmarsh,7070,Kurralta Park,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,768,2.92
SA,185,Hindmarsh,7070,Kurralta Park,14634,BIRMINGHAM,Simon,8,,LP,Liberal,603,-2.92
SA,185,Hindmarsh,7071,Lockleys,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,705,5.24
SA,185,Hindmarsh,7071,Lockleys,14634,BIRMINGHAM,Simon,8,,LP,Liberal,948,-5.24
SA,185,Hindmarsh,7072,Lockleys North,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,569,-1.11
SA,185,Hindmarsh,7072,Lockleys North,14634,BIRMINGHAM,Simon,8,,LP,Liberal,640,1.11
SA,185,Hindmarsh,34117,Mile End (Hindmarsh),14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,430,1.45
SA,185,Hindmarsh,34117,Mile End (Hindmarsh),14634,BIRMINGHAM,Simon,8,,LP,Liberal,211,-1.45
SA,185,Hindmarsh,7026,Morphettville,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,618,3.7
SA,185,Hindmarsh,7026,Morphettville,14634,BIRMINGHAM,Simon,8,,LP,Liberal,607,-3.7
SA,185,Hindmarsh,7074,Netley,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,542,1.33
SA,185,Hindmarsh,7074,Netley,14634,BIRMINGHAM,Simon,8,,LP,Liberal,493,-1.33
SA,185,Hindmarsh,7028,Novar Gardens,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,592,1.42
SA,185,Hindmarsh,7028,Novar Gardens,14634,BIRMINGHAM,Simon,8,,LP,Liberal,1001,-1.42
SA,185,Hindmarsh,7030,Park Holme,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,737,0
SA,185,Hindmarsh,7030,Park Holme,14634,BIRMINGHAM,Simon,8,,LP,Liberal,634,0
SA,185,Hindmarsh,7031,Park Holme South,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,736,0.99
SA,185,Hindmarsh,7031,Park Holme South,14634,BIRMINGHAM,Simon,8,,LP,Liberal,628,-0.99
SA,185,Hindmarsh,7075,Plympton,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,891,1.82
SA,185,Hindmarsh,7075,Plympton,14634,BIRMINGHAM,Simon,8,,LP,Liberal,831,-1.82
SA,185,Hindmarsh,7016,Plympton Park,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,613,3.48
SA,185,Hindmarsh,7016,Plympton Park,14634,BIRMINGHAM,Simon,8,,LP,Liberal,612,-3.48
SA,185,Hindmarsh,7076,Plympton West,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,674,2.7
SA,185,Hindmarsh,7076,Plympton West,14634,BIRMINGHAM,Simon,8,,LP,Liberal,666,-2.7
SA,185,Hindmarsh,7078,Richmond,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,1264,2.32
SA,185,Hindmarsh,7078,Richmond,14634,BIRMINGHAM,Simon,8,,LP,Liberal,859,-2.32
SA,185,Hindmarsh,36687,Royal Park South (Hindmarsh),14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,297,-15.13
SA,185,Hindmarsh,36687,Royal Park South (Hindmarsh),14634,BIRMINGHAM,Simon,8,,LP,Liberal,352,15.13
SA,185,Hindmarsh,36688,Seaton (Hindmarsh),14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,300,-14.7
SA,185,Hindmarsh,36688,Seaton (Hindmarsh),14634,BIRMINGHAM,Simon,8,,LP,Liberal,359,14.7
SA,185,Hindmarsh,36701,Seaton West (Hindmarsh),14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,481,-8.22
SA,185,Hindmarsh,36701,Seaton West (Hindmarsh),14634,BIRMINGHAM,Simon,8,,LP,Liberal,638,8.22
SA,185,Hindmarsh,7271,Semaphore Park,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,635,-2.58
SA,185,Hindmarsh,7271,Semaphore Park,14634,BIRMINGHAM,Simon,8,,LP,Liberal,440,2.58
SA,185,Hindmarsh,7272,Semaphore Park South,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,679,-4.06
SA,185,Hindmarsh,7272,Semaphore Park South,14634,BIRMINGHAM,Simon,8,,LP,Liberal,332,4.06
SA,185,Hindmarsh,7034,Somerton Park East,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,603,0.86
SA,185,Hindmarsh,7034,Somerton Park East,14634,BIRMINGHAM,Simon,8,,LP,Liberal,800,-0.86
SA,185,Hindmarsh,7035,South Plympton,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,670,1.87
SA,185,Hindmarsh,7035,South Plympton,14634,BIRMINGHAM,Simon,8,,LP,Liberal,612,-1.87
SA,185,Hindmarsh,13130,Special Hospital Team 1,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,87,-3.87
SA,185,Hindmarsh,13130,Special Hospital Team 1,14634,BIRMINGHAM,Simon,8,,LP,Liberal,123,3.87
SA,185,Hindmarsh,31163,Special Hospital Team 2,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,35,-14.93
SA,185,Hindmarsh,31163,Special Hospital Team 2,14634,BIRMINGHAM,Simon,8,,LP,Liberal,82,14.93
SA,185,Hindmarsh,31164,Special Hospital Team 3,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,101,-0.16
SA,185,Hindmarsh,31164,Special Hospital Team 3,14634,BIRMINGHAM,Simon,8,,LP,Liberal,124,0.16
SA,185,Hindmarsh,7080,Torrensville,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,1155,4.07
SA,185,Hindmarsh,7080,Torrensville,14634,BIRMINGHAM,Simon,8,,LP,Liberal,473,-4.07
SA,185,Hindmarsh,7081,West Beach,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,1027,0.63
SA,185,Hindmarsh,7081,West Beach,14634,BIRMINGHAM,Simon,8,,LP,Liberal,1373,-0.63
SA,185,Hindmarsh,7277,West Lakes Shore,14424,GEORGANAS,Steve,2,#,ALP,Australian Labor Party,1626,-1.01
SA,185,Hindmarsh,7277,West Lakes Shore,14634,BIRMINGHAM,Simon,8,,LP,Liberal,2399,1.01
SA,186,Kingston,14246,Adelaide (Kingston),14628,RICHARDSON,Kym,3,#,LP,Liberal,47,-6.07
SA,186,Kingston,14246,Adelaide (Kingston),14393,COX,David Alexander,4,,ALP,Australian Labor Party,60,6.07
SA,186,Kingston,7157,Aldinga Beach,14628,RICHARDSON,Kym,3,#,LP,Liberal,1480,-1.05
SA,186,Kingston,7157,Aldinga Beach,14393,COX,David Alexander,4,,ALP,Australian Labor Party,1721,1.05
SA,186,Kingston,7091,Christie Downs,14628,RICHARDSON,Kym,3,#,LP,Liberal,649,1.62
SA,186,Kingston,7091,Christie Downs,14393,COX,David Alexander,4,,ALP,Australian Labor Party,1053,-1.62
SA,186,Kingston,7092,Christies Beach,14628,RICHARDSON,Kym,3,#,LP,Liberal,860,-0.67
SA,186,Kingston,7092,Christies Beach,14393,COX,David Alexander,4,,ALP,Australian Labor Party,1132,0.67
SA,186,Kingston,7093,Christies North,14628,RICHARDSON,Kym,3,#,LP,Liberal,206,4.67
SA,186,Kingston,7093,Christies North,14393,COX,David Alexander,4,,ALP,Australian Labor Party,241,-4.67
SA,186,Kingston,7096,Hackham,14628,RICHARDSON,Kym,3,#,LP,Liberal,773,1.56
SA,186,Kingston,7096,Hackham,14393,COX,David Alexander,4,,ALP,Australian Labor Party,1178,-1.56
SA,186,Kingston,7097,Hackham East,14628,RICHARDSON,Kym,3,#,LP,Liberal,1588,0.66
SA,186,Kingston,7097,Hackham East,14393,COX,David Alexander,4,,ALP,Australian Labor Party,1647,-0.66
SA,186,Kingston,7098,Hackham South,14628,RICHARDSON,Kym,3,#,LP,Liberal,637,4.31
SA,186,Kingston,7098,Hackham South,14393,COX,David Alexander,4,,ALP,Australian Labor Party,829,-4.31
SA,186,Kingston,7099,Hallett Cove,14628,RICHARDSON,Kym,3,#,LP,Liberal,1503,-0.08
SA,186,Kingston,7099,Hallett Cove,14393,COX,David Alexander,4,,ALP,Australian Labor Party,1326,0.08
SA,186,Kingston,6873,Happy Valley (Kingston),14628,RICHARDSON,Kym,3,#,LP,Liberal,778,0.71
SA,186,Kingston,6873,Happy Valley (Kingston),14393,COX,David Alexander,4,,ALP,Australian Labor Party,506,-0.71
SA,186,Kingston,7102,Karrara,14628,RICHARDSON,Kym,3,#,LP,Liberal,1943,1.33
SA,186,Kingston,7102,Karrara,14393,COX,David Alexander,4,,ALP,Australian Labor Party,1582,-1.33
SA,186,Kingston,7103,Lonsdale,14628,RICHARDSON,Kym,3,#,LP,Liberal,328,0.48
