2004 Federal Election House of Representatives Two Candidate Preferred By Candidate By Polling Place [12246 8/11/2005 11:09:18 PM]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,SittingMemberFl,PartyAb,PartyNm,OrdinaryVotes,Swing
SA,180,Barker,36550,Special Hospital Team 8,14595,SECKER,Patrick,6,#,LP,Liberal,97,3.9
SA,180,Barker,36550,Special Hospital Team 8,14395,SIMPSON-LYTTLE,Waluwe,8,,ALP,Australian Labor Party,50,-3.9
SA,180,Barker,36551,Special Hospital Team 9,14595,SECKER,Patrick,6,#,LP,Liberal,108,-5.36
SA,180,Barker,36551,Special Hospital Team 9,14395,SIMPSON-LYTTLE,Waluwe,8,,ALP,Australian Labor Party,82,5.36
SA,180,Barker,7423,Stockwell,14595,SECKER,Patrick,6,#,LP,Liberal,171,0.23
SA,180,Barker,7423,Stockwell,14395,SIMPSON-LYTTLE,Waluwe,8,,ALP,Australian Labor Party,57,-0.23
SA,180,Barker,6794,Suttontown,14595,SECKER,Patrick,6,#,LP,Liberal,592,3.81
SA,180,Barker,6794,Suttontown,14395,SIMPSON-LYTTLE,Waluwe,8,,ALP,Australian Labor Party,241,-3.81
SA,180,Barker,6795,Swan Reach,14595,SECKER,Patrick,6,#,LP,Liberal,158,6.15
SA,180,Barker,6795,Swan Reach,14395,SIMPSON-LYTTLE,Waluwe,8,,ALP,Australian Labor Party,72,-6.15
SA,180,Barker,6796,Tailem Bend,14595,SECKER,Patrick,6,#,LP,Liberal,716,6.07
SA,180,Barker,6796,Tailem Bend,14395,SIMPSON-LYTTLE,Waluwe,8,,ALP,Australian Labor Party,427,-6.07
SA,180,Barker,6797,Tantanoola,14595,SECKER,Patrick,6,#,LP,Liberal,203,2.12
SA,180,Barker,6797,Tantanoola,14395,SIMPSON-LYTTLE,Waluwe,8,,ALP,Australian Labor Party,90,-2.12
SA,180,Barker,7424,Tanunda,14595,SECKER,Patrick,6,#,LP,Liberal,1769,0.72
SA,180,Barker,7424,Tanunda,14395,SIMPSON-LYTTLE,Waluwe,8,,ALP,Australian Labor Party,674,-0.72
SA,180,Barker,6799,Tarpeena,14595,SECKER,Patrick,6,#,LP,Liberal,174,9.06
SA,180,Barker,6799,Tarpeena,14395,SIMPSON-LYTTLE,Waluwe,8,,ALP,Australian Labor Party,133,-9.06
SA,180,Barker,6802,Tintinara,14595,SECKER,Patrick,6,#,LP,Liberal,365,-0.21
SA,180,Barker,6802,Tintinara,14395,SIMPSON-LYTTLE,Waluwe,8,,ALP,Australian Labor Party,40,0.21
SA,180,Barker,7428,Truro,14595,SECKER,Patrick,6,#,LP,Liberal,240,-1.69
SA,180,Barker,7428,Truro,14395,SIMPSON-LYTTLE,Waluwe,8,,ALP,Australian Labor Party,114,1.69
SA,180,Barker,6803,Waikerie,14595,SECKER,Patrick,6,#,LP,Liberal,1282,-3.34
SA,180,Barker,6803,Waikerie,14395,SIMPSON-LYTTLE,Waluwe,8,,ALP,Australian Labor Party,543,3.34
SA,180,Barker,7431,Walker Flat,14595,SECKER,Patrick,6,#,LP,Liberal,74,-8.18
SA,180,Barker,7431,Walker Flat,14395,SIMPSON-LYTTLE,Waluwe,8,,ALP,Australian Labor Party,42,8.18
SA,180,Barker,6804,Wanbi,14595,SECKER,Patrick,6,#,LP,Liberal,52,3.98
SA,180,Barker,6804,Wanbi,14395,SIMPSON-LYTTLE,Waluwe,8,,ALP,Australian Labor Party,12,-3.98
SA,180,Barker,7237,Wellington,14595,SECKER,Patrick,6,#,LP,Liberal,131,12.5
SA,180,Barker,7237,Wellington,14395,SIMPSON-LYTTLE,Waluwe,8,,ALP,Australian Labor Party,28,-12.5
SA,180,Barker,6805,Western Flat,14595,SECKER,Patrick,6,#,LP,Liberal,105,8.72
SA,180,Barker,6805,Western Flat,14395,SIMPSON-LYTTLE,Waluwe,8,,ALP,Australian Labor Party,6,-8.72
SA,180,Barker,6806,Willalooka,14595,SECKER,Patrick,6,#,LP,Liberal,116,3.24
SA,180,Barker,6806,Willalooka,14395,SIMPSON-LYTTLE,Waluwe,8,,ALP,Australian Labor Party,14,-3.24
SA,180,Barker,6807,Winkie,14595,SECKER,Patrick,6,#,LP,Liberal,138,-4.03
SA,180,Barker,6807,Winkie,14395,SIMPSON-LYTTLE,Waluwe,8,,ALP,Australian Labor Party,71,4.03
SA,180,Barker,6809,Wolseley,14595,SECKER,Patrick,6,#,LP,Liberal,91,4.01
SA,180,Barker,6809,Wolseley,14395,SIMPSON-LYTTLE,Waluwe,8,,ALP,Australian Labor Party,41,-4.01
SA,180,Barker,7241,Woods Point,14595,SECKER,Patrick,6,#,LP,Liberal,110,5.7
SA,180,Barker,7241,Woods Point,14395,SIMPSON-LYTTLE,Waluwe,8,,ALP,Australian Labor Party,24,-5.7
SA,180,Barker,6813,Yahl,14595,SECKER,Patrick,6,#,LP,Liberal,271,8.19
SA,180,Barker,6813,Yahl,14395,SIMPSON-LYTTLE,Waluwe,8,,ALP,Australian Labor Party,90,-8.19
SA,182,Boothby,33173,Aberfoyle Park North (Boothby),14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,543,1.08
SA,182,Boothby,33173,Aberfoyle Park North (Boothby),14415,FOX,Chloe,4,,ALP,Australian Labor Party,318,-1.08
SA,182,Boothby,31785,Adelaide (Boothby),14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,60,0.16
SA,182,Boothby,31785,Adelaide (Boothby),14415,FOX,Chloe,4,,ALP,Australian Labor Party,50,-0.16
SA,182,Boothby,7007,Ascot Park South,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,337,0.83
SA,182,Boothby,7007,Ascot Park South,14415,FOX,Chloe,4,,ALP,Australian Labor Party,401,-0.83
SA,182,Boothby,6858,Bedford Park,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,339,-4.98
SA,182,Boothby,6858,Bedford Park,14415,FOX,Chloe,4,,ALP,Australian Labor Party,379,4.98
SA,182,Boothby,6859,Belair,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,1958,-4.88
SA,182,Boothby,6859,Belair,14415,FOX,Chloe,4,,ALP,Australian Labor Party,1772,4.88
SA,182,Boothby,6860,Bellevue Heights,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,1019,-6.31
SA,182,Boothby,6860,Bellevue Heights,14415,FOX,Chloe,4,,ALP,Australian Labor Party,828,6.31
SA,182,Boothby,6861,Blackwood,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,1463,-2.16
SA,182,Boothby,6861,Blackwood,14415,FOX,Chloe,4,,ALP,Australian Labor Party,1086,2.16
SA,182,Boothby,6862,Blackwood Central,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,702,-5.75
SA,182,Boothby,6862,Blackwood Central,14415,FOX,Chloe,4,,ALP,Australian Labor Party,677,5.75
SA,182,Boothby,7089,Brighton,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,1799,-3.82
SA,182,Boothby,7089,Brighton,14415,FOX,Chloe,4,,ALP,Australian Labor Party,1302,3.82
SA,182,Boothby,7090,Brighton South,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,512,-3.88
SA,182,Boothby,7090,Brighton South,14415,FOX,Chloe,4,,ALP,Australian Labor Party,403,3.88
SA,182,Boothby,7009,Clarence Gardens,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,311,-4.73
SA,182,Boothby,7009,Clarence Gardens,14415,FOX,Chloe,4,,ALP,Australian Labor Party,276,4.73
SA,182,Boothby,6864,Colonel Light Gardens,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,1007,-1.16
SA,182,Boothby,6864,Colonel Light Gardens,14415,FOX,Chloe,4,,ALP,Australian Labor Party,846,1.16
SA,182,Boothby,6865,Coromandel Valley (Boothby),14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,415,-2.08
SA,182,Boothby,6865,Coromandel Valley (Boothby),14415,FOX,Chloe,4,,ALP,Australian Labor Party,355,2.08
SA,182,Boothby,7094,Darlington,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,861,-2.08
SA,182,Boothby,7094,Darlington,14415,FOX,Chloe,4,,ALP,Australian Labor Party,864,2.08
SA,182,Boothby,7012,Daw Park,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,1003,-0.55
SA,182,Boothby,7012,Daw Park,14415,FOX,Chloe,4,,ALP,Australian Labor Party,910,0.55
SA,182,Boothby,7095,Dover Gardens,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,807,0.89
SA,182,Boothby,7095,Dover Gardens,14415,FOX,Chloe,4,,ALP,Australian Labor Party,860,-0.89
SA,182,Boothby,6866,Eden Hills,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,534,-11.07
SA,182,Boothby,6866,Eden Hills,14415,FOX,Chloe,4,,ALP,Australian Labor Party,629,11.07
SA,182,Boothby,6867,Flagstaff Hill (Boothby),14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,2583,-0.41
SA,182,Boothby,6867,Flagstaff Hill (Boothby),14415,FOX,Chloe,4,,ALP,Australian Labor Party,1593,0.41
SA,182,Boothby,8846,Flagstaff Hill East,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,0,-65.45
SA,182,Boothby,8846,Flagstaff Hill East,14415,FOX,Chloe,4,,ALP,Australian Labor Party,0,-34.55
SA,182,Boothby,6874,Hawthorn,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,271,-5.53
SA,182,Boothby,6874,Hawthorn,14415,FOX,Chloe,4,,ALP,Australian Labor Party,191,5.53
SA,182,Boothby,6876,Hawthorn West,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,891,-5.79
SA,182,Boothby,6876,Hawthorn West,14415,FOX,Chloe,4,,ALP,Australian Labor Party,633,5.79
SA,182,Boothby,6875,Hawthorndene,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,796,-5.85
SA,182,Boothby,6875,Hawthorndene,14415,FOX,Chloe,4,,ALP,Australian Labor Party,779,5.85
SA,182,Boothby,6879,Kingswood,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,793,-3.3
SA,182,Boothby,6879,Kingswood,14415,FOX,Chloe,4,,ALP,Australian Labor Party,640,3.3
SA,182,Boothby,7104,Marino,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,711,-4.92
SA,182,Boothby,7104,Marino,14415,FOX,Chloe,4,,ALP,Australian Labor Party,623,4.92
SA,182,Boothby,7024,Marion,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,613,0.8
SA,182,Boothby,7024,Marion,14415,FOX,Chloe,4,,ALP,Australian Labor Party,484,-0.8
SA,182,Boothby,7037,Marion South,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,402,-0.74
SA,182,Boothby,7037,Marion South,14415,FOX,Chloe,4,,ALP,Australian Labor Party,347,0.74
SA,182,Boothby,7013,Melrose Park,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,1031,-3.5
SA,182,Boothby,7013,Melrose Park,14415,FOX,Chloe,4,,ALP,Australian Labor Party,1104,3.5
SA,182,Boothby,6881,Mitcham,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,1461,-4.57
SA,182,Boothby,6881,Mitcham,14415,FOX,Chloe,4,,ALP,Australian Labor Party,932,4.57
SA,182,Boothby,7025,Mitchell Park,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,797,-1.63
SA,182,Boothby,7025,Mitchell Park,14415,FOX,Chloe,4,,ALP,Australian Labor Party,1034,1.63
SA,182,Boothby,6882,Myrtle Bank,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,1200,-4.17
SA,182,Boothby,6882,Myrtle Bank,14415,FOX,Chloe,4,,ALP,Australian Labor Party,772,4.17
SA,182,Boothby,6883,Netherby,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,720,-6.1
SA,182,Boothby,6883,Netherby,14415,FOX,Chloe,4,,ALP,Australian Labor Party,263,6.1
SA,182,Boothby,7027,North Brighton,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,774,1.84
SA,182,Boothby,7027,North Brighton,14415,FOX,Chloe,4,,ALP,Australian Labor Party,519,-1.84
SA,182,Boothby,7029,Oaklands Park,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,714,-0.22
SA,182,Boothby,7029,Oaklands Park,14415,FOX,Chloe,4,,ALP,Australian Labor Party,603,0.22
SA,182,Boothby,6884,Panorama,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,739,-7.05
SA,182,Boothby,6884,Panorama,14415,FOX,Chloe,4,,ALP,Australian Labor Party,583,7.05
SA,182,Boothby,7032,Pasadena,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,1469,1.09
SA,182,Boothby,7032,Pasadena,14415,FOX,Chloe,4,,ALP,Australian Labor Party,1186,-1.09
SA,182,Boothby,7117,Seacliff,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,1082,-2.08
SA,182,Boothby,7117,Seacliff,14415,FOX,Chloe,4,,ALP,Australian Labor Party,907,2.08
SA,182,Boothby,7118,Seacombe Heights,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,1312,-0.11
SA,182,Boothby,7118,Seacombe Heights,14415,FOX,Chloe,4,,ALP,Australian Labor Party,1291,0.11
SA,182,Boothby,7119,Seaview Downs,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,793,0.12
SA,182,Boothby,7119,Seaview Downs,14415,FOX,Chloe,4,,ALP,Australian Labor Party,535,-0.12
SA,182,Boothby,33237,Special Hospital Team 1,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,184,7.02
SA,182,Boothby,33237,Special Hospital Team 1,14415,FOX,Chloe,4,,ALP,Australian Labor Party,60,-7.02
SA,182,Boothby,33238,Special Hospital Team 2,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,124,10.38
SA,182,Boothby,33238,Special Hospital Team 2,14415,FOX,Chloe,4,,ALP,Australian Labor Party,34,-10.38
SA,182,Boothby,33239,Special Hospital Team 3,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,134,-0.64
SA,182,Boothby,33239,Special Hospital Team 3,14415,FOX,Chloe,4,,ALP,Australian Labor Party,64,0.64
SA,182,Boothby,33240,Special Hospital Team 4,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,62,-3.26
SA,182,Boothby,33240,Special Hospital Team 4,14415,FOX,Chloe,4,,ALP,Australian Labor Party,33,3.26
SA,182,Boothby,33241,Special Hospital Team 5,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,40,-15.24
SA,182,Boothby,33241,Special Hospital Team 5,14415,FOX,Chloe,4,,ALP,Australian Labor Party,35,15.24
SA,182,Boothby,7036,St Marys,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,783,2.06
SA,182,Boothby,7036,St Marys,14415,FOX,Chloe,4,,ALP,Australian Labor Party,875,-2.06
SA,182,Boothby,7038,Tonsley Park,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,652,6.69
SA,182,Boothby,7038,Tonsley Park,14415,FOX,Chloe,4,,ALP,Australian Labor Party,811,-6.69
SA,182,Boothby,6863,Torrens Park,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,912,-4.39
SA,182,Boothby,6863,Torrens Park,14415,FOX,Chloe,4,,ALP,Australian Labor Party,652,4.39
SA,182,Boothby,7039,Warradale,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,1541,1.48
SA,182,Boothby,7039,Warradale,14415,FOX,Chloe,4,,ALP,Australian Labor Party,1196,-1.48
SA,182,Boothby,7040,West Brighton,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,1002,-5.29
SA,182,Boothby,7040,West Brighton,14415,FOX,Chloe,4,,ALP,Australian Labor Party,607,5.29
SA,182,Boothby,6891,Westbourne Park,14596,SOUTHCOTT,Andrew,1,#,LP,Liberal,950,-4.49
SA,182,Boothby,6891,Westbourne Park,14415,FOX,Chloe,4,,ALP,Australian Labor Party,878,4.49
SA,183,Grey,7324,Alford,14597,WAKELIN,Barry,4,#,LP,Liberal,110,4.76
SA,183,Grey,7324,Alford,14392,HACKETT,John,7,,ALP,Australian Labor Party,22,-4.76
SA,183,Grey,6908,Andamooka,14597,WAKELIN,Barry,4,#,LP,Liberal,127,8.79
SA,183,Grey,6908,Andamooka,14392,HACKETT,John,7,,ALP,Australian Labor Party,95,-8.79
SA,183,Grey,7326,Ardrossan,14597,WAKELIN,Barry,4,#,LP,Liberal,668,2.64
SA,183,Grey,7326,Ardrossan,14392,HACKETT,John,7,,ALP,Australian Labor Party,367,-2.64
SA,183,Grey,6909,Arno Bay,14597,WAKELIN,Barry,4,#,LP,Liberal,193,4.83
SA,183,Grey,6909,Arno Bay,14392,HACKETT,John,7,,ALP,Australian Labor Party,44,-4.83
SA,183,Grey,7327,Arthurton,14597,WAKELIN,Barry,4,#,LP,Liberal,155,-1.02
SA,183,Grey,7327,Arthurton,14392,HACKETT,John,7,,ALP,Australian Labor Party,32,1.02
SA,183,Grey,7332,Blyth,14597,WAKELIN,Barry,4,#,LP,Liberal,271,4.68
SA,183,Grey,7332,Blyth,14392,HACKETT,John,7,,ALP,Australian Labor Party,53,-4.68
SA,183,Grey,7333,Booborowie,14597,WAKELIN,Barry,4,#,LP,Liberal,143,0.7
SA,183,Grey,7333,Booborowie,14392,HACKETT,John,7,,ALP,Australian Labor Party,38,-0.7
SA,183,Grey,7334,Booleroo Centre,14597,WAKELIN,Barry,4,#,LP,Liberal,304,-2.62
SA,183,Grey,7334,Booleroo Centre,14392,HACKETT,John,7,,ALP,Australian Labor Party,53,2.62
SA,183,Grey,7336,Brinkworth,14597,WAKELIN,Barry,4,#,LP,Liberal,159,-3.2
SA,183,Grey,7336,Brinkworth,14392,HACKETT,John,7,,ALP,Australian Labor Party,34,3.2
SA,183,Grey,7337,Burra,14597,WAKELIN,Barry,4,#,LP,Liberal,536,6.09
SA,183,Grey,7337,Burra,14392,HACKETT,John,7,,ALP,Australian Labor Party,227,-6.09
SA,183,Grey,7338,Bute,14597,WAKELIN,Barry,4,#,LP,Liberal,235,4.28
SA,183,Grey,7338,Bute,14392,HACKETT,John,7,,ALP,Australian Labor Party,60,-4.28
SA,183,Grey,6913,Ceduna,14597,WAKELIN,Barry,4,#,LP,Liberal,1022,2.62
SA,183,Grey,6913,Ceduna,14392,HACKETT,John,7,,ALP,Australian Labor Party,420,-2.62
SA,183,Grey,6914,Cleve,14597,WAKELIN,Barry,4,#,LP,Liberal,564,-5.7
SA,183,Grey,6914,Cleve,14392,HACKETT,John,7,,ALP,Australian Labor Party,95,5.7
SA,183,Grey,6915,Coffin Bay,14597,WAKELIN,Barry,4,#,LP,Liberal,278,-3.32
SA,183,Grey,6915,Coffin Bay,14392,HACKETT,John,7,,ALP,Australian Labor Party,111,3.32
SA,183,Grey,6916,Coober Pedy,14597,WAKELIN,Barry,4,#,LP,Liberal,385,1.97
SA,183,Grey,6916,Coober Pedy,14392,HACKETT,John,7,,ALP,Australian Labor Party,424,-1.97
SA,183,Grey,7344,Coobowie,14597,WAKELIN,Barry,4,#,LP,Liberal,147,9.02
SA,183,Grey,7344,Coobowie,14392,HACKETT,John,7,,ALP,Australian Labor Party,76,-9.02
SA,183,Grey,7345,Corny Point,14597,WAKELIN,Barry,4,#,LP,Liberal,103,3.67
SA,183,Grey,7345,Corny Point,14392,HACKETT,John,7,,ALP,Australian Labor Party,41,-3.67
SA,183,Grey,6918,Cowell,14597,WAKELIN,Barry,4,#,LP,Liberal,598,1.63
SA,183,Grey,6918,Cowell,14392,HACKETT,John,7,,ALP,Australian Labor Party,120,-1.63
SA,183,Grey,6919,Crystal Brook,14597,WAKELIN,Barry,4,#,LP,Liberal,668,4.2
SA,183,Grey,6919,Crystal Brook,14392,HACKETT,John,7,,ALP,Australian Labor Party,241,-4.2
SA,183,Grey,6920,Cummins,14597,WAKELIN,Barry,4,#,LP,Liberal,780,-1.14
SA,183,Grey,6920,Cummins,14392,HACKETT,John,7,,ALP,Australian Labor Party,123,1.14
SA,183,Grey,7346,Curramulka,14597,WAKELIN,Barry,4,#,LP,Liberal,170,-0.82
SA,183,Grey,7346,Curramulka,14392,HACKETT,John,7,,ALP,Australian Labor Party,38,0.82
SA,183,Grey,6921,Darke Peak,14597,WAKELIN,Barry,4,#,LP,Liberal,102,3.09
SA,183,Grey,6921,Darke Peak,14392,HACKETT,John,7,,ALP,Australian Labor Party,4,-3.09
SA,183,Grey,7350,Edithburgh,14597,WAKELIN,Barry,4,#,LP,Liberal,207,2.12
SA,183,Grey,7350,Edithburgh,14392,HACKETT,John,7,,ALP,Australian Labor Party,149,-2.12
SA,183,Grey,6925,Elliston,14597,WAKELIN,Barry,4,#,LP,Liberal,184,2.81
SA,183,Grey,6925,Elliston,14392,HACKETT,John,7,,ALP,Australian Labor Party,72,-2.8
SA,183,Grey,7351,Eudunda,14597,WAKELIN,Barry,4,#,LP,Liberal,517,5.34
SA,183,Grey,7351,Eudunda,14392,HACKETT,John,7,,ALP,Australian Labor Party,180,-5.34
SA,183,Grey,7354,Farrell Flat,14597,WAKELIN,Barry,4,#,LP,Liberal,85,-0.83
SA,183,Grey,7354,Farrell Flat,14392,HACKETT,John,7,,ALP,Australian Labor Party,25,0.83
SA,183,Grey,7360,Georgetown,14597,WAKELIN,Barry,4,#,LP,Liberal,104,8.42
SA,183,Grey,7360,Georgetown,14392,HACKETT,John,7,,ALP,Australian Labor Party,43,-8.42
SA,183,Grey,7361,Gladstone,14597,WAKELIN,Barry,4,#,LP,Liberal,297,7.36
SA,183,Grey,7361,Gladstone,14392,HACKETT,John,7,,ALP,Australian Labor Party,181,-7.36
SA,183,Grey,7364,Hallett,14597,WAKELIN,Barry,4,#,LP,Liberal,99,-7.77
SA,183,Grey,7364,Hallett,14392,HACKETT,John,7,,ALP,Australian Labor Party,39,7.77
SA,183,Grey,7335,Hardwicke Bay,14597,WAKELIN,Barry,4,#,LP,Liberal,76,3.99
SA,183,Grey,7335,Hardwicke Bay,14392,HACKETT,John,7,,ALP,Australian Labor Party,30,-3.99
SA,183,Grey,6928,Hawker,14597,WAKELIN,Barry,4,#,LP,Liberal,153,-0.14
SA,183,Grey,6928,Hawker,14392,HACKETT,John,7,,ALP,Australian Labor Party,71,0.14
SA,183,Grey,6930,Iron Knob,14597,WAKELIN,Barry,4,#,LP,Liberal,42,12.69
SA,183,Grey,6930,Iron Knob,14392,HACKETT,John,7,,ALP,Australian Labor Party,40,-12.69
SA,183,Grey,7367,Jamestown,14597,WAKELIN,Barry,4,#,LP,Liberal,978,2.13
SA,183,Grey,7367,Jamestown,14392,HACKETT,John,7,,ALP,Australian Labor Party,237,-2.13
SA,183,Grey,7369,Kadina,14597,WAKELIN,Barry,4,#,LP,Liberal,1381,2.27
SA,183,Grey,7369,Kadina,14392,HACKETT,John,7,,ALP,Australian Labor Party,625,-2.27
SA,183,Grey,12047,Karkoo,14597,WAKELIN,Barry,4,#,LP,Liberal,55,-6.78
SA,183,Grey,12047,Karkoo,14392,HACKETT,John,7,,ALP,Australian Labor Party,4,6.78
SA,183,Grey,6932,Kimba,14597,WAKELIN,Barry,4,#,LP,Liberal,526,-4.14
SA,183,Grey,6932,Kimba,14392,HACKETT,John,7,,ALP,Australian Labor Party,102,4.14
SA,183,Grey,6933,Kirton Point,14597,WAKELIN,Barry,4,#,LP,Liberal,1144,6.27
SA,183,Grey,6933,Kirton Point,14392,HACKETT,John,7,,ALP,Australian Labor Party,588,-6.27
SA,183,Grey,7375,Laura,14597,WAKELIN,Barry,4,#,LP,Liberal,380,4.24
SA,183,Grey,7375,Laura,14392,HACKETT,John,7,,ALP,Australian Labor Party,116,-4.24
SA,183,Grey,6936,Leigh Creek,14597,WAKELIN,Barry,4,#,LP,Liberal,191,5.66
SA,183,Grey,6936,Leigh Creek,14392,HACKETT,John,7,,ALP,Australian Labor Party,125,-5.66
SA,183,Grey,7376,Lochiel,14597,WAKELIN,Barry,4,#,LP,Liberal,96,1.34
SA,183,Grey,7376,Lochiel,14392,HACKETT,John,7,,ALP,Australian Labor Party,25,-1.34
SA,183,Grey,6937,Lock,14597,WAKELIN,Barry,4,#,LP,Liberal,233,-0.89
SA,183,Grey,6937,Lock,14392,HACKETT,John,7,,ALP,Australian Labor Party,26,0.89
SA,183,Grey,7379,Maitland,14597,WAKELIN,Barry,4,#,LP,Liberal,630,1.74
SA,183,Grey,7379,Maitland,14392,HACKETT,John,7,,ALP,Australian Labor Party,182,-1.74
SA,183,Grey,7383,Marion Bay,14597,WAKELIN,Barry,4,#,LP,Liberal,63,4.55
SA,183,Grey,7383,Marion Bay,14392,HACKETT,John,7,,ALP,Australian Labor Party,43,-4.55
SA,183,Grey,7385,Melrose,14597,WAKELIN,Barry,4,#,LP,Liberal,192,-4.25
SA,183,Grey,7385,Melrose,14392,HACKETT,John,7,,ALP,Australian Labor Party,66,4.25
SA,183,Grey,7386,Minlaton,14597,WAKELIN,Barry,4,#,LP,Liberal,533,-5.07
SA,183,Grey,7386,Minlaton,14392,HACKETT,John,7,,ALP,Australian Labor Party,206,5.07
SA,183,Grey,6940,Minnipa,14597,WAKELIN,Barry,4,#,LP,Liberal,135,1.61
SA,183,Grey,6940,Minnipa,14392,HACKETT,John,7,,ALP,Australian Labor Party,28,-1.61
SA,183,Grey,7389,Moonta,14597,WAKELIN,Barry,4,#,LP,Liberal,1277,3.28
SA,183,Grey,7389,Moonta,14392,HACKETT,John,7,,ALP,Australian Labor Party,819,-3.28
SA,183,Grey,6942,Napperby,14597,WAKELIN,Barry,4,#,LP,Liberal,220,2.88
SA,183,Grey,6942,Napperby,14392,HACKETT,John,7,,ALP,Australian Labor Party,174,-2.88
SA,183,Grey,6943,North Shields,14597,WAKELIN,Barry,4,#,LP,Liberal,309,-4.45
SA,183,Grey,6943,North Shields,14392,HACKETT,John,7,,ALP,Australian Labor Party,106,4.45
SA,183,Grey,7398,Orroroo,14597,WAKELIN,Barry,4,#,LP,Liberal,383,2.65
SA,183,Grey,7398,Orroroo,14392,HACKETT,John,7,,ALP,Australian Labor Party,82,-2.65
SA,183,Grey,7401,Paskeville,14597,WAKELIN,Barry,4,#,LP,Liberal,144,-2.19
SA,183,Grey,7401,Paskeville,14392,HACKETT,John,7,,ALP,Australian Labor Party,31,2.19
SA,183,Grey,7402,Peterborough,14597,WAKELIN,Barry,4,#,LP,Liberal,552,10.08
SA,183,Grey,7402,Peterborough,14392,HACKETT,John,7,,ALP,Australian Labor Party,428,-10.08
SA,183,Grey,7403,Pine Point,14597,WAKELIN,Barry,4,#,LP,Liberal,116,-2.56
SA,183,Grey,7403,Pine Point,14392,HACKETT,John,7,,ALP,Australian Labor Party,40,2.56
SA,183,Grey,7404,Point Pass,14597,WAKELIN,Barry,4,#,LP,Liberal,74,5.39
SA,183,Grey,7404,Point Pass,14392,HACKETT,John,7,,ALP,Australian Labor Party,31,-5.39
SA,183,Grey,6946,Poochera,14597,WAKELIN,Barry,4,#,LP,Liberal,90,-3.6
SA,183,Grey,6946,Poochera,14392,HACKETT,John,7,,ALP,Australian Labor Party,13,3.6
SA,183,Grey,6947,Port Augusta Central,14597,WAKELIN,Barry,4,#,LP,Liberal,669,2.43
SA,183,Grey,6947,Port Augusta Central,14392,HACKETT,John,7,,ALP,Australian Labor Party,547,-2.43
SA,183,Grey,6922,Port Augusta East,14597,WAKELIN,Barry,4,#,LP,Liberal,960,2.27
SA,183,Grey,6922,Port Augusta East,14392,HACKETT,John,7,,ALP,Australian Labor Party,843,-2.27
SA,183,Grey,6948,Port Augusta West,14597,WAKELIN,Barry,4,#,LP,Liberal,909,4.27
