Firm,Day,ALP FP,ALP FP adj
Newspoll,409,43.0,42.716
F2F Morgan,413,43.5,43.437
AGB McNair,420,45.0,44.6
Newspoll,423,46.0,45.716
F2F Morgan,427,44.5,44.437
AGB McNair,434,44.0,43.6
Newspoll,437,42.0,41.716
F2F Morgan,438,43.5,43.437
AGB McNair,448,41.0,40.6
F2F Morgan,448,41.0,40.937
Newspoll,451,41.0,40.716
AGB McNair,462,40.0,39.6
F2F Morgan,462,42.0,41.937
Newspoll,465,38.0,37.716
AGB McNair,476,40.0,39.6
F2F Morgan,476,41.0,40.937
Newspoll,479,40.0,39.716
AGB McNair,490,41.0,40.6
F2F Morgan,490,39.0,38.937
Newspoll,493,39.0,38.716
F2F Morgan,501,40.0,39.937
Newspoll,507,44.0,43.716
F2F Morgan,508,44.0,43.937
AGB McNair,504,43.0,42.6
F2F Morgan,515,41.5,41.437
AGB McNair,518,41.0,40.6
Newspoll,521,41.0,40.716
F2F Morgan,525,43.0,42.937
AGB McNair,532,45.0,44.6
Newspoll,535,46.0,45.716
F2F Morgan,539,42.0,41.937
AGB McNair,546,45.0,44.6
Newspoll,549,50.0,49.716
F2F Morgan,553,45.0,44.937
Newspoll,556,42.0,41.716
AGB McNair,567,47.0,46.6
F2F Morgan,567,45.5,45.437
Newspoll,570,44.0,43.716
AGB McNair,577,44.0,43.6
F2F Morgan,581,44.0,43.937
Newspoll,584,46.0,45.716
AGB McNair,588,47.0,46.6
F2F Morgan,595,43.5,43.437
Newspoll,598,45.0,44.716
AGB McNair,602,47.0,46.6
F2F Morgan,609,45.5,45.437
Newspoll,612,44.0,43.716
AGB McNair,616,45.0,44.6
F2F Morgan,623,45.5,45.437
Newspoll,626,45.0,44.716
AGB McNair,630,45.0,44.6
F2F Morgan,637,43.5,43.437
Newspoll,640,40.0,39.716
F2F Morgan,665,42.0,41.937
Newspoll,668,43.0,42.716
F2F Morgan,675,44.0,43.937
AGB McNair,682,40.0,39.6
Newspoll,682,46.0,45.716
F2F Morgan,682,44.5,44.437
F2F Morgan,693,37.5,37.437
Newspoll,696,38.0,37.716
AGB McNair,696,37.0,36.6
F2F Morgan,704,37.5,37.437
Newspoll,710,41.0,40.716
AGB McNair,710,36.0,35.6
F2F Morgan,714,37.0,36.937
Newspoll,724,38.0,37.716
AGB McNair,724,35.0,34.6
F2F Morgan,728,39.0,38.937
Newspoll,738,34.0,33.716
AGB McNair,738,35.0,34.6
F2F Morgan,742,39.0,38.937
Newspoll,752,39.0,38.716
AGB McNair,752,36.0,35.6
F2F Morgan,756,39.5,39.437
Newspoll,766,40.0,39.716
AGB McNair,766,37.0,36.6
F2F Morgan,770,37.5,37.437
Newspoll,780,41.0,40.716
F2F Morgan,780,40.0,39.937
AGB McNair,780,39.0,38.6
F2F Morgan,787,38.5,38.437
Newspoll,794,39.0,38.716
AGB McNair,794,39.0,38.6
F2F Morgan,798,41.0,40.937
Newspoll,808,40.0,39.716
AGB McNair,808,36.0,35.6
F2F Morgan,812,39.0,38.937
Newspoll,822,40.0,39.716
AGB McNair,822,38.0,37.6
F2F Morgan,826,39.5,39.437
Newspoll,836,40.0,39.716
AGB McNair,836,40.0,39.6
F2F Morgan,840,38.5,38.437
Newspoll,850,40.0,39.674
AGB McNair,850,38.0,37.762
F2F Morgan,854,40.5,40.44
Newspoll,864,38.0,37.616
AGB McNair,864,35.0,34.99
F2F Morgan,868,39.0,38.944
Newspoll,878,43.0,42.557
AGB McNair,878,39.0,39.217
F2F Morgan,882,40.0,39.948
Newspoll,892,39.0,38.499
AGB McNair,892,38.0,38.445
F2F Morgan,896,38.0,37.952
Newspoll,906,39.0,38.441
AGB McNair,906,35.0,35.672
F2F Morgan,910,39.5,39.456
Newspoll,920,37.0,36.382
AGB McNair,920,37.0,37.899
F2F Morgan,924,40.0,39.96
Newspoll,934,39.0,38.324
AGB McNair,934,35.0,36.127
F2F Morgan,938,36.5,36.464
Newspoll,948,41.0,40.266
AGB McNair,948,37.0,38.354
F2F Morgan,952,40.0,39.968
AGB McNair,962,37.0,38.549
F2F Morgan,966,37.0,36.97
Newspoll,969,39.0,38.216
AGB McNair,976,38.0,39.549
F2F Morgan,977,38.5,38.47
Newspoll,983,40.0,39.216
F2F Morgan,987,39.0,38.97
Quadrant,1016,43.0,41.967
Newspoll,997,40.0,39.216
F2F Morgan,1001,38.5,38.47
Newspoll,1004,41.0,40.216
F2F Morgan,1022,39.5,39.47
F2F Morgan,1036,38.0,37.97
Newspoll,1039,40.0,39.216
AGB McNair,1045,36.0,37.549
Quadrant,1046,41.0,39.967
Newspoll,1046,40.0,39.216
F2F Morgan,1047,39.5,39.47
Newspoll,1053,41.0,40.216
Morgan Phone,1053,38.5,38.126
Newspoll,1060,41.0,40.216
Morgan Phone,1060,41.5,41.126
Newspoll,1067,43.0,42.216
Morgan Phone,1067,40.5,40.126
Morgan Phone,1075,40.0,39.626
Newspoll,1074,39.0,38.216
Morgan Phone,1076,39.5,39.126
Newspoll,1079,40.5,39.716
Morgan Phone,1079,42.0,41.626
