Firm,Day,OTH FP,OTH FP adj
ReachTEL,437,13.0,12.828
Morgan multi-mode,442,13.5,11.375
Essential,442,12.0,11.996
Newspoll,446,13.0,11.803
Galaxy,449,10.0,9.603
Ipsos,451,13.0,12.77
Essential,821,12.0,12.24
Morgan multi-mode,821,14.5,12.138
Newspoll,460,11.0,9.803
Morgan multi-mode,471,11.0,8.875
Morgan multi-mode,484,13.5,11.375
Essential,491,11.0,10.996
Essential,505,12.0,11.996
Morgan multi-mode,502,11.0,8.875
ReachTEL,504,11.5,11.328
Galaxy,506,13.0,12.603
Ipsos,507,10.815,10.585
Morgan multi-mode,512,14.0,11.875
Galaxy,513,13.0,12.603
ReachTEL,513,8.9,8.728
Newspoll,515,12.0,10.803
Essential,519,10.0,9.996
Morgan multi-mode,526,12.0,9.875
Newspoll,529,12.0,10.803
Essential,533,11.0,10.996
Ipsos,535,10.0,9.77
Morgan multi-mode,540,13.5,11.375
Newspoll,544,11.0,9.803
Essential,547,11.0,10.996
Morgan multi-mode,554,12.5,10.375
Newspoll,557,11.0,9.803
Essential,561,10.0,9.996
ReachTEL,565,10.7,10.528
Morgan multi-mode,569,12.5,10.375
Essential,574,11.0,10.996
Ipsos,577,9.0,8.77
Newspoll,578,12.0,10.803
Morgan multi-mode,582,12.5,10.375
Essential,588,11.0,10.996
ReachTEL,590,9.0,8.828
Morgan multi-mode,596,12.0,9.875
Essential,602,9.0,8.996
Newspoll,601,14.0,12.803
ReachTEL,610,10.8,10.628
Galaxy,611,9.0,8.603
Ipsos,612,10.0,9.77
Newspoll,613,11.0,9.803
Morgan multi-mode,614,12.0,9.875
Essential,616,9.0,8.996
Morgan multi-mode,624,10.0,7.875
Essential,631,10.0,9.996
Newspoll,627,9.0,7.803
Morgan multi-mode,638,13.0,10.875
Ipsos,640,10.0,9.77
Essential,645,9.0,8.996
Newspoll,641,12.0,10.803
Morgan multi-mode,652,12.5,10.375
ReachTEL,653,8.0,7.828
Essential,658,10.0,9.996
Ipsos,661,10.0,9.77
Newspoll2,663,10.0,10.23
Morgan multi-mode,666,11.5,9.375
Essential,672,11.0,10.996
Newspoll2,676,9.0,9.23
Morgan multi-mode,680,11.5,9.375
Essential,686,10.0,9.996
ReachTEL,688,10.0,9.828
ReachTEL,695,10.1,9.928
Essential,698,11.0,10.996
Newspoll2,698,9.0,9.23
Morgan multi-mode,694,12.0,9.875
Ipsos,703,13.0,12.77
Newspoll2,711,12.0,12.23
Essential,714,12.0,11.996
Morgan multi-mode,708,13.0,10.875
ReachTEL,716,10.2,10.028
Newspoll2,725,10.0,10.23
Morgan multi-mode,726,12.5,10.375
Essential,729,12.0,11.996
Morgan multi-mode,733,14.0,11.875
ReachTEL,735,9.7,9.528
Galaxy,736,11.0,10.603
Newspoll2,739,10.0,10.23
Morgan multi-mode,740,13.0,10.875
Essential,739,9.0,8.996
Essential,749,10.0,9.996
Morgan multi-mode,751,13.0,10.875
Newspoll2,760,10.0,10.23
Essential,763,9.0,8.996
Ipsos,766,10.0,9.77
Morgan multi-mode,764,11.0,8.875
ReachTEL,772,10.0,9.828
Newspoll2,774,9.0,9.23
Essential,777,10.0,9.996
Morgan multi-mode,778,11.0,8.875
Newspoll2,788,10.0,10.207
Essential,791,10.0,10.047
Ipsos,794,10.0,9.816
Morgan multi-mode,792,12.5,10.325
Newspoll2,802,10.0,10.125
Essential,805,10.0,10.137
ReachTEL,807,9.9,9.694
Morgan multi-mode,806,12.0,9.738
Newspoll2,816,10.0,10.043
Essential,819,10.0,10.227
Morgan multi-mode,820,11.5,9.151
Morgan multi-mode,848,12.0,9.477
Essential,859,12.0,12.484
ReachTEL,863,9.9,9.615
Morgan multi-mode,862,14.0,11.389
Essential,863,10.0,10.51
Newspoll2,872,9.0,8.715
Morgan multi-mode,876,11.5,8.802
Essential,875,10.0,10.587
ReachTEL,884,9.7,9.386
Ipsos,885,10.0,10.24
Morgan multi-mode,890,13.0,10.215
Newspoll2,893,10.0,9.586
Essential,889,11.0,11.677
Morgan multi-mode,905,15.0,12.128
Essential,903,10.0,10.767
Newspoll2,907,10.0,9.528
Ipsos,913,10.0,10.323
Morgan multi-mode,918,13.0,10.128
Essential,917,10.0,10.767
Newspoll2,921,11.0,10.528
ReachTEL,923,8.6,8.258
Essential,931,11.0,11.767
Morgan multi-mode,932,14.0,11.128
Newspoll2,935,12.0,11.528
Essential,945,11.0,11.767
ReachTEL,947,10.9,10.558
Ipsos,948,11.0,11.323
Morgan multi-mode,946,13.5,10.628
Newspoll2,949,12.0,11.528
Essential,959,10.0,10.767
Morgan multi-mode,960,14.0,11.128
ReachTEL,968,12.2,11.858
Galaxy,968,11.0,10.957
Ipsos,969,9.0,9.323
Newspoll2,970,11.0,10.528
Lonergan,970,10.0,9.974
Essential,973,8.0,8.767
Morgan multi-mode,978,15.0,12.128
Ipsos,981,9.0,9.323
ReachTEL,982,10.9,10.558
Newspoll2,984,12.0,11.528
ReachTEL,989,12.8,12.458
Essential,987,10.0,10.767
Morgan multi-mode,988,17.0,14.128
Ipsos,995,9.0,9.323
ReachTEL,996,13.5,13.158
Newspoll2,998,16.0,15.528
ReachTEL,1003,14.3,13.958
Essential,1001,9.0,9.767
Ipsos,1009,14.0,14.323
ReachTEL,1010,13.7,13.358
Newspoll2,1012,13.0,12.528
Essential,1015,10.0,10.767
Galaxy,1018,12.0,11.957
ReachTEL,1017,13.3,12.958
Newspoll2,1019,12.0,11.528
Ipsos,1022,14.0,14.323
Galaxy,1023,11.0,10.957
Essential,1023,10.5,11.267
ReachTEL,1024,12.0,11.658
Newspoll2,1024,13.0,12.528
