Firm,Day,ALP FP,ALP FP adj
F2F Morgan,425,37.0,35.531
Newspoll,428,37.0,35.848
Morgan Phone,433,32.5,33.384
Nielsen,435,35.0,35.285
F2F Morgan,436,38.0,36.531
Newspoll,442,37.0,35.848
Morgan Phone,443,34.0,34.884
F2F Morgan,446,36.5,35.031
Newspoll,456,36.0,34.848
Morgan Phone,457,34.0,34.884
F2F Morgan,460,36.0,34.531
Newspoll,470,37.0,35.848
Morgan Phone,471,34.0,34.884
F2F Morgan,474,37.5,36.031
Newspoll,484,40.0,38.848
Morgan Phone,485,35.5,36.384
F2F Morgan,488,37.0,35.531
Newspoll,498,36.0,34.848
Morgan Phone,499,36.0,36.884
F2F Morgan,502,38.0,36.531
Morgan Phone,510,40.5,41.384
Newspoll,512,37.0,35.848
F2F Morgan,513,38.5,37.031
Morgan Phone,518,33.0,33.884
Nielsen,519,38.0,38.285
F2F Morgan,520,37.0,35.531
Newspoll,526,39.0,37.848
Morgan Phone,527,36.5,37.384
F2F Morgan,530,37.5,36.031
Newspoll,540,40.0,38.848
Morgan Phone,541,36.0,36.884
F2F Morgan,544,40.0,38.531
Morgan Phone,552,37.0,37.884
Newspoll,554,37.0,35.848
F2F Morgan,555,38.5,37.031
Morgan Phone,559,40.0,40.884
Newspoll,561,37.0,35.848
F2F Morgan,562,40.5,39.031
Morgan Phone,569,32.0,32.884
F2F Morgan,572,38.5,37.031
Newspoll,575,39.0,37.848
Nielsen,575,36.0,36.285
Morgan Phone,580,42.5,43.384
Quadrant,581,54.0,50.199
Newspoll,582,45.0,43.848
Nielsen,582,42.0,42.285
F2F Morgan,583,44.0,42.531
Newspoll,589,45.0,43.848
Morgan Phone,590,43.5,44.384
F2F Morgan,593,45.5,44.031
Newspoll,603,43.0,41.848
Morgan Phone,604,43.5,44.384
F2F Morgan,607,42.5,41.031
Newspoll,617,45.0,43.848
Nielsen,617,42.0,42.285
Morgan Phone,618,46.0,46.884
F2F Morgan,621,44.5,43.031
Newspoll,631,44.0,42.848
Morgan Phone,632,41.0,41.884
F2F Morgan,635,45.0,43.531
Newspoll,638,41.0,39.848
Morgan Phone,667,41.5,42.384
F2F Morgan,670,42.5,41.031
Newspoll,673,43.0,41.848
Morgan Phone,681,44.5,45.384
F2F Morgan,684,43.0,41.531
Newspoll,322,40.0,38.848
Nielsen,687,45.0,45.285
Morgan Phone,695,43.0,43.854
F2F Morgan,698,44.5,43.047
Quadrant,700,48.0,44.355
Newspoll,701,43.0,41.917
Morgan Phone,709,44.5,45.247
F2F Morgan,712,42.5,41.084
Newspoll,715,45.0,44.013
Nielsen,716,40.0,40.243
Morgan Phone,723,41.5,42.141
F2F Morgan,727,41.5,40.125
Newspoll,729,44.0,43.11
Morgan Phone,737,40.0,40.535
F2F Morgan,740,42.5,41.157
Newspoll,743,41.0,40.206
Nielsen,743,41.0,41.195
Morgan Phone,751,40.0,40.429
F2F Morgan,754,43.5,42.193
Quadrant,756,49.0,46.45
Morgan Phone,762,36.0,36.353
Newspoll,764,41.0,40.344
Nielsen,764,41.0,41.16
F2F Morgan,765,41.5,40.224
Morgan Phone,769,42.0,42.292
F2F Morgan,772,41.0,39.74
Morgan Phone,776,41.5,41.747
Newspoll,778,41.0,40.441
F2F Morgan,779,40.5,39.261
Morgan Phone,786,42.0,42.171
F2F Morgan,789,42.0,40.787
Newspoll,792,39.0,38.537
Nielsen,799,41.0,41.098
Morgan Phone,800,43.5,43.565
F2F Morgan,803,40.5,39.324
Newspoll,806,40.0,39.634
Morgan Phone,814,40.5,40.474
F2F Morgan,817,41.0,39.844
Newspoll,820,40.0,39.675
Morgan Phone,825,39.5,39.474
Nielsen,827,42.0,42.077
F2F Morgan,828,38.5,37.344
Newspoll,834,45.0,44.675
Morgan Phone,835,42.0,41.974
F2F Morgan,845,42.5,41.344
Newspoll,848,40.0,39.675
Nielsen,855,39.0,39.077
F2F Morgan,859,41.0,39.844
Newspoll,862,41.0,40.675
F2F Morgan,873,44.0,42.844
Newspoll,876,39.0,38.675
Quadrant,882,42.0,40.545
Newspoll,883,39.0,38.675
Nielsen,883,41.0,41.077
F2F Morgan,884,43.5,42.344
F2F Morgan,891,43.0,41.844
Quadrant,896,43.0,41.545
Newspoll,897,40.0,39.675
F2F Morgan,898,42.0,40.844
Nielsen,900,42.0,42.077
Newspoll,904,41.5,41.175
F2F Morgan,905,43.0,41.844
Nielsen,908,39.0,39.077
Newspoll,911,44.0,43.675
F2F Morgan,912,44.5,43.344
Nielsen,915,43.0,43.077
Newspoll,918,43.0,42.675
F2F Morgan,919,46.5,45.344
Quadrant,923,42.0,40.545
Nielsen,922,43.0,43.077
Morgan Phone,923,39.0,38.974
Newspoll,925,42.0,41.675
F2F Morgan,926,42.5,41.344
Quadrant,928,43.0,41.545
Nielsen,928,40.0,40.077
Newspoll,930,44.0,43.675
Nielsen,930,40.0,40.077
ARS,930,38.0,38.241
Morgan Phone,932,40.5,40.474
