Firm,Day,ALP FP,ALP FP adj
F2F Morgan,360,32.5,29.393
Newspoll,363,27.0,27.71
Essential,373,30.0,27.947
F2F Morgan,374,32.5,29.393
Newspoll,377,27.0,27.71
Nielsen,383,27.0,28.613
Essential,387,32.0,29.947
F2F Morgan,388,35.5,32.393
Newspoll,391,26.0,26.71
Essential,401,33.0,30.947
F2F Morgan,402,35.5,32.393
Newspoll,412,29.0,29.71
F2F Morgan,413,38.5,35.393
Essential,415,33.0,30.947
Nielsen,418,30.0,31.613
Galaxy,419,29.0,28.675
F2F Morgan,420,36.5,33.393
Newspoll,426,29.0,29.71
F2F Morgan,427,35.0,31.893
Essential,429,34.0,31.947
Morgan Phone,430,31.0,30.94
F2F Morgan,434,34.0,30.893
Morgan Phone,438,34.0,33.94
Newspoll,440,32.0,32.71
Essential,443,35.0,32.947
Nielsen,446,30.0,31.613
F2F Morgan,444,34.5,31.393
Newspoll,454,30.0,30.71
F2F Morgan,455,36.5,33.393
Essential,457,34.0,31.947
F2F Morgan,465,36.5,33.393
Newspoll,468,31.0,31.71
Nielsen,474,29.0,30.613
Essential,476,35.0,32.947
F2F Morgan,479,36.5,33.393
F2F Morgan,504,37.0,33.893
Essential,512,35.0,32.947
Morgan Phone,514,35.5,35.44
F2F Morgan,514,38.5,35.393
Galaxy,524,34.0,33.675
Newspoll,524,30.0,30.71
F2F Morgan,525,39.5,36.393
Essential,526,33.0,30.947
Nielsen,530,33.0,34.613
F2F Morgan,532,38.5,35.393
Morgan Phone,535,37.0,36.94
Newspoll,538,32.0,32.71
Essential,540,33.0,30.947
F2F Morgan,542,37.0,33.893
Nielsen,550,34.0,35.613
Galaxy,551,34.0,33.675
Newspoll,552,35.0,35.71
F2F Morgan,553,37.5,34.393
Essential,554,32.0,29.947
F2F Morgan,560,39.0,35.893
Newspoll,566,31.0,31.71
Essential,569,32.0,29.947
F2F Morgan,570,37.0,33.893
Newspoll,580,28.0,28.71
F2F Morgan,581,36.5,33.393
Essential,583,33.0,30.947
Nielsen,586,27.0,28.613
F2F Morgan,588,32.0,28.893
Essential,597,48.0,45.947
F2F Morgan,598,31.0,27.893
Newspoll,601,29.0,29.71
Morgan Phone,605,30.0,29.94
F2F Morgan,609,30.0,26.893
Essential,611,31.0,28.947
Galaxy,615,30.0,29.675
Newspoll,615,27.0,27.71
F2F Morgan,623,29.5,26.393
Essential,625,30.0,27.947
Morgan Phone,627,29.0,28.94
Nielsen,627,28.0,29.613
Newspoll,629,30.0,30.71
F2F Morgan,630,30.5,27.393
F2F Morgan,637,32.0,28.893
Essential,639,33.0,30.947
Newspoll,643,32.0,32.71
F2F Morgan,644,27.5,24.393
Nielsen,649,26.0,27.613
F2F Morgan,651,32.5,29.393
Essential,653,32.0,29.947
Newspoll,657,31.0,31.71
F2F Morgan,658,33.0,29.893
Galaxy,664,31.0,30.675
Essential,667,33.0,30.947
F2F Morgan,668,29.5,26.393
Newspoll,671,30.0,30.71
Nielsen,677,28.0,29.613
Essential,681,31.0,28.947
F2F Morgan,682,29.5,26.393
Newspoll,685,31.0,31.71
Essential,695,33.0,30.947
F2F Morgan,696,31.5,28.393
Newspoll,699,28.0,28.71
Nielsen,705,30.0,31.613
Essential,709,33.0,30.947
F2F Morgan,710,32.0,28.893
Newspoll,713,33.0,33.71
Essential,723,32.0,29.947
F2F Morgan,724,34.5,31.393
Newspoll,727,35.0,35.71
Nielsen,733,32.0,33.613
Essential,737,34.0,31.947
F2F Morgan,742,34.5,31.393
Newspoll,741,33.0,33.71
Essential,751,34.0,31.947
Nielsen,754,34.0,35.613
F2F Morgan,752,35.0,31.893
Newspoll,755,36.0,36.71
Morgan Phone,759,39.5,39.44
F2F Morgan,763,37.5,34.393
Essential,765,36.0,33.947
F2F Morgan,773,37.0,33.893
Newspoll,776,33.0,33.71
Essential,779,36.0,33.947
Nielsen,789,34.0,35.613
F2F Morgan,787,37.5,34.393
Essential,793,36.0,33.947
Newspoll,797,36.0,36.71
F2F Morgan,801,35.5,32.393
Galaxy,804,35.0,34.675
Essential,807,37.0,34.947
Newspoll,811,36.0,36.71
Nielsen,817,34.0,35.613
F2F Morgan,815,36.5,33.393
Essential,821,36.0,33.947
Newspoll,825,36.0,36.71
Morgan Phone,829,36.5,36.44
Galaxy,831,34.0,33.675
F2F Morgan,829,36.0,32.893
Newspoll,839,32.0,32.71
Nielsen,845,35.0,36.613
F2F Morgan,833,40.0,36.893
Essential,842,36.0,33.947
F2F Morgan,871,36.5,33.431
Newspoll,874,38.0,38.701
Essential,877,36.0,33.972
F2F Morgan,885,36.0,33.196
Essential,890,34.0,32.01
Galaxy,895,35.0,34.551
Newspoll,895,32.0,32.652
F2F Morgan,896,38.5,35.886
F2F Morgan,903,33.5,31.037
Essential,905,35.0,33.06
Nielsen,908,30.0,31.218
Newspoll,916,31.0,31.607
Essential,920,32.0,30.104
F2F Morgan,913,33.5,31.227
Morgan multi-mode,923,33.0,32.737
Galaxy,927,32.0,31.399
Newspoll,930,34.0,34.575
Morgan multi-mode,930,31.5,31.226
Essential,931,35.0,33.142
Nielsen,936,31.0,31.927
Morgan multi-mode,937,33.0,32.71
AMR,945,33.0,32.081
Morgan multi-mode,944,30.5,30.199
Galaxy,944,32.0,31.323
Newspoll,944,30.0,30.544
Essential,947,31.0,29.192
Morgan multi-mode,952,30.0,29.683
Morgan multi-mode,958,31.0,30.672
Newspoll,958,32.0,32.512
Essential,961,34.0,32.236
Galaxy,962,33.0,32.238
ReachTEL,964,31.3,30.953
Nielsen,964,29.0,29.635
Morgan multi-mode,965,32.0,31.656
Newspoll,972,32.0,32.481
Morgan multi-mode,972,32.5,32.145
Essential,975,34.0,32.28
Morgan multi-mode,979,30.5,30.129
ReachTEL,985,29.3,28.949
Morgan multi-mode,986,32.0,31.618
Newspoll,986,31.0,31.449
Essential,989,34.0,32.324
Morgan multi-mode,993,32.0,31.61
Galaxy,998,34.0,33.105
Nielsen,999,32.0,32.365
Morgan multi-mode,1000,32.0,31.61
Newspoll,1000,31.0,31.44
Essential,983,34.0,32.305
Morgan multi-mode,1007,33.5,33.11
Morgan multi-mode,1014,31.5,31.11
Newspoll,1014,30.0,30.44
Essential,1018,36.0,34.324
Morgan multi-mode,1022,31.0,30.61
Morgan Phone,1025,26.0,26.452
Galaxy,1025,32.0,31.105
Nielsen,1027,29.0,29.365
Morgan multi-mode,1028,33.0,32.61
Essential,1031,34.0,32.324
Morgan multi-mode,1035,30.5,30.11
Newspoll,1035,29.0,29.44
SMS Morgan,1039,38.0,37.743
ReachTEL,1040,38.3,37.949
Galaxy,1041,38.0,37.105
Morgan multi-mode,1042,39.5,39.11
Newspoll,1042,35.0,35.44
Essential,1045,38.0,36.324
Morgan multi-mode,1049,41.5,41.11
Newspoll,1049,38.0,38.44
AMR,1050,42.0,40.875
Nielsen,1055,39.0,39.365
Morgan multi-mode,1056,42.0,41.61
Essential,1059,39.0,37.324
ReachTEL,1062,39.3,38.949
Newspoll,1063,37.0,37.44
Morgan multi-mode,1063,41.5,41.11
Galaxy,1067,40.0,39.105
Morgan multi-mode,1070,38.5,38.11
Essential,1071,38.0,36.324
Newspoll,1077,37.0,37.44
Morgan multi-mode,1077,38.0,37.61
ReachTEL,1078,37.5,37.149
Nielsen,1081,37.0,37.365
Galaxy,1082,38.0,37.105
ReachTEL,1084,36.9,36.549
Morgan multi-mode,1084,36.5,36.11
Newspoll,1084,35.0,35.44
Essential,1087,40.0,38.324
Morgan Phone,1087,31.0,31.452
Galaxy,1089,36.0,35.105
AMR,1091,38.0,36.875
Morgan multi-mode,1091,36.5,36.11
Newspoll,1091,34.0,34.44
Lonergan,1091,35.0,34.707
Nielsen,1094,35.0,35.365
Morgan multi-mode,1079,34.5,34.11
Essential,1097,36.0,34.324
Newspoll,1098,37.0,37.44
ReachTEL,1101,35.7,35.349
Morgan multi-mode,1103,30.5,30.11
Essential,1104,35.0,33.324
Galaxy,1104,35.0,34.105
Newspoll,1105,33.0,33.44
Morgan multi-mode,1106,34.0,33.61
AMR,1106,34.0,32.875
ReachTEL,1108,35.3,34.949
Galaxy,1108,35.0,34.105
Essential,1108,35.0,33.324
Lonergan,1108,35.0,34.707
ReachTEL,1109,32.7,32.349
Newspoll,1109,33.0,33.44
Nielsen,1110,33.0,33.365
ReachTEL,1110,33.7,33.349
Morgan multi-mode,1110,31.5,31.11
