Firm,Day,ALP FP,ALP FP adj
Newspoll,683,48.0,49.344
Essential,684,50.0,47.503
F2F Morgan,687,52.0,48.767
Newspoll,697,41.0,42.344
F2F Morgan,698,51.0,47.767
Essential,698,48.0,45.503
Nielsen,703,45.0,45.825
F2F Morgan,705,46.5,43.267
Morgan Phone,709,42.5,42.12
Newspoll,711,43.0,44.344
F2F Morgan,712,45.0,41.767
F2F Morgan,719,48.0,44.767
Essential,712,45.0,42.503
Newspoll,725,43.0,44.344
Nielsen,725,42.0,42.825
Essential,727,46.0,43.503
Morgan Phone,730,41.0,40.62
Newspoll,732,43.0,44.344
Morgan Phone,734,42.0,41.62
F2F Morgan,736,49.0,45.767
Essential,740,47.0,44.503
F2F Morgan,755,45.5,42.254
F2F Morgan,771,47.5,44.22
Morgan Phone,772,43.0,42.601
Newspoll,774,40.0,41.17
Essential,780,45.0,42.967
F2F Morgan,785,46.0,42.69
Newspoll,788,40.0,41.068
Essential,796,44.0,42.215
F2F Morgan,799,47.0,43.661
Morgan Phone,800,42.0,41.576
Newspoll,802,39.0,39.967
F2F Morgan,810,45.0,41.64
Newspoll,816,40.0,40.865
F2F Morgan,820,45.0,41.618
Essential,824,45.0,43.648
Newspoll,830,40.0,40.764
F2F Morgan,834,44.5,41.089
Newspoll,844,43.0,43.662
Essential,846,43.0,41.988
F2F Morgan,848,48.0,44.559
F2F Morgan,862,43.0,39.529
Nielsen,864,39.0,39.226
Newspoll,865,43.0,43.502
Essential,866,42.0,41.298
F2F Morgan,873,44.0,40.512
Newspoll,879,35.0,35.473
F2F Morgan,880,43.5,40.012
Essential,880,37.0,36.36
Morgan Phone,883,39.5,39.014
Nielsen,885,37.0,37.194
F2F Morgan,887,41.0,37.512
Morgan Phone,891,36.0,35.514
Newspoll,893,37.0,37.473
Galaxy,893,37.0,37.831
F2F Morgan,894,37.5,34.012
Essential,894,40.0,39.36
F2F Morgan,901,42.5,39.012
Morgan Phone,905,37.5,37.014
Newspoll,907,35.0,35.473
F2F Morgan,908,42.0,38.512
Nielsen,913,33.0,33.194
F2F Morgan,915,40.0,36.512
Essential,915,35.0,34.36
F2F Morgan,922,38.0,34.512
Newspoll,928,35.0,35.473
F2F Morgan,929,41.0,37.512
Nielsen,933,47.0,47.194
Galaxy,933,41.0,41.831
McCrindle,933,42.7,42.245
F2F Morgan,929,41.0,37.512
Newspoll,935,42.0,42.473
Morgan Phone,936,38.5,38.014
Essential,937,42.0,41.36
F2F Morgan,939,45.5,42.012
Galaxy,950,39.0,39.831
Nielsen,950,39.0,39.194
F2F Morgan,950,40.5,37.012
Essential,950,41.0,40.36
Galaxy,955,39.0,39.831
Newspoll,956,42.0,42.473
Galaxy,957,38.0,38.831
F2F Morgan,957,44.5,41.012
Nielsen,959,42.0,42.194
Morgan Phone,960,44.0,43.514
Newspoll,963,40.0,40.473
Galaxy,963,38.0,38.831
F2F Morgan,964,43.5,40.012
Essential,964,40.0,39.36
Nielsen,966,36.0,36.194
Galaxy,966,37.0,37.831
Morgan Phone,967,42.0,41.514
Newspoll,970,37.0,37.473
Morgan Phone,973,38.0,37.514
Nielsen,974,36.0,36.194
Newspoll,977,38.0,38.473
Galaxy,978,38.0,38.831
F2F Morgan,978,43.0,39.512
Essential,978,39.0,38.36
Nielsen,981,40.0,40.194
Morgan Phone,984,40.5,40.014
Newspoll,984,38.0,38.473
F2F Morgan,985,40.0,36.512
Essential,986,38.0,37.36
Galaxy,987,38.0,38.831
Newspoll,988,36.2,36.673
Nielsen,987,39.0,39.194
Morgan Phone,989,38.0,37.514
