Firm,Day,LNP FP,LNP FP adj
AGB McNair,1019,41.0,43.035
Newspoll,1026,47.0,47.358
F2F Morgan,1030,42.0,43.698
AGB McNair,1037,44.0,46.035
Newspoll,1040,45.0,45.358
F2F Morgan,1041,44.0,45.698
Saulwick,1044,49.0,49.814
AGB McNair,1047,47.0,49.035
F2F Morgan,1048,46.0,47.698
Newspoll,1047,48.0,48.358
AGB McNair,1054,42.0,44.035
Newspoll,1054,49.0,49.358
F2F Morgan,1055,43.0,44.698
AGB McNair,1061,47.0,49.035
Newspoll,1061,46.0,46.358
Saulwick,1061,47.0,47.814
F2F Morgan,1062,42.0,43.698
AGB McNair,1068,46.0,48.035
Newspoll,1068,47.0,47.358
Morgan Phone,1068,45.5,46.84
Newspoll,1072,46.5,46.858
Newspoll,1073,45.0,45.358
AGB McNair,1073,48.0,50.035
Morgan Phone,1073,45.0,46.34
Saulwick,1074,44.0,44.814
