Firm,Day,LNP FP,LNP FP adj
Newspoll,732,38.0,38.059
Morgan Phone,734,41.5,41.392
F2F Morgan,736,35.5,37.216
Essential,740,37.0,39.229
F2F Morgan,755,37.0,38.721
F2F Morgan,771,35.5,37.233
Morgan Phone,772,39.0,38.794
Newspoll,774,38.0,38.126
Essential,780,38.0,39.944
F2F Morgan,785,38.0,39.743
Newspoll,788,41.0,41.166
Essential,796,38.0,39.793
F2F Morgan,799,37.0,38.753
Morgan Phone,800,41.0,40.67
Newspoll,802,40.0,40.205
F2F Morgan,810,37.5,39.261
Newspoll,816,41.0,41.244
F2F Morgan,820,38.5,40.268
Essential,824,38.0,39.527
Newspoll,830,41.0,41.284
F2F Morgan,834,37.0,38.779
Newspoll,844,38.0,38.323
Essential,846,39.0,40.319
F2F Morgan,848,36.5,38.289
F2F Morgan,862,37.5,39.3
Nielsen,864,42.0,41.72
Newspoll,865,40.0,40.385
Essential,866,39.0,40.129
F2F Morgan,873,40.5,42.306
Newspoll,879,43.0,43.396
F2F Morgan,880,40.0,41.806
Essential,880,42.0,43.091
Morgan Phone,883,44.5,43.859
Nielsen,885,42.0,41.749
F2F Morgan,887,42.5,44.306
Morgan Phone,891,46.0,45.359
Newspoll,893,43.0,43.396
Galaxy,893,43.0,42.883
F2F Morgan,894,43.0,44.806
Essential,894,41.0,42.091
F2F Morgan,901,41.0,42.806
Morgan Phone,905,43.0,42.359
Newspoll,907,41.0,41.396
F2F Morgan,908,41.0,42.806
Nielsen,913,43.0,42.749
F2F Morgan,915,41.5,43.306
Essential,915,41.0,42.091
F2F Morgan,922,41.0,42.806
Newspoll,928,40.0,40.396
F2F Morgan,929,41.0,42.806
Nielsen,933,42.0,41.749
Galaxy,933,42.0,41.883
McCrindle,933,38.8,39.383
F2F Morgan,929,41.0,42.806
Newspoll,935,40.0,40.396
Morgan Phone,936,45.5,44.859
Essential,937,39.0,40.091
F2F Morgan,939,38.0,39.806
Galaxy,950,42.0,41.883
Nielsen,950,42.0,41.749
F2F Morgan,950,41.0,42.806
Essential,950,39.0,40.091
Galaxy,955,42.0,41.883
Newspoll,956,38.0,38.396
Galaxy,957,44.0,43.883
F2F Morgan,957,39.5,41.306
Nielsen,959,41.0,40.749
Morgan Phone,960,38.5,37.859
Newspoll,963,42.0,42.396
Galaxy,963,41.0,40.883
F2F Morgan,964,37.0,38.806
Essential,964,39.0,40.091
Nielsen,966,45.0,44.749
Galaxy,966,43.0,42.883
Morgan Phone,967,42.0,41.359
Newspoll,970,44.0,44.396
Morgan Phone,973,45.0,44.359
Nielsen,974,44.0,43.749
Newspoll,977,42.0,42.396
Galaxy,978,42.0,41.883
F2F Morgan,978,37.0,38.806
Essential,978,44.0,45.091
Nielsen,981,41.0,40.749
Morgan Phone,984,44.0,43.359
Newspoll,984,41.0,41.396
F2F Morgan,985,43.0,44.806
Essential,986,43.0,44.091
Galaxy,987,41.0,40.883
Newspoll,988,43.6,43.996
Nielsen,987,41.5,41.249
Morgan Phone,989,42.0,41.359
