Firm,Day,GRN FP,GRN FP adj
F2F Morgan,579,10.0,9.729
Newspoll,589,6.0,7.693
Newspoll,603,8.0,9.693
F2F Morgan,607,9.0,8.729
Newspoll,617,6.0,7.693
F2F Morgan,625,7.0,6.729
Newspoll,631,6.0,7.693
F2F Morgan,632,8.0,7.729
F2F Morgan,639,8.5,8.229
Newspoll,645,6.0,7.693
F2F Morgan,649,9.5,9.229
Newspoll,659,6.0,7.693
F2F Morgan,663,8.5,8.229
Nielsen,666,8.0,7.455
Newspoll,673,7.0,8.693
F2F Morgan,681,7.5,7.229
F2F Morgan,691,7.0,6.729
Newspoll,694,8.0,9.693
F2F Morgan,705,9.0,8.729
Newspoll,708,6.0,7.693
F2F Morgan,719,9.5,9.229
Newspoll,722,7.0,8.693
F2F Morgan,730,8.0,7.729
Newspoll,736,6.0,7.693
F2F Morgan,737,9.0,8.729
Newspoll,743,5.0,6.693
Nielsen,743,7.0,6.455
F2F Morgan,744,6.0,5.729
Newspoll,750,5.0,6.693
F2F Morgan,754,7.0,6.729
F2F Morgan,775,7.5,7.229
Newspoll,785,6.0,7.693
F2F Morgan,789,8.0,7.729
F2F Morgan,803,5.5,5.229
Newspoll,806,6.0,7.693
F2F Morgan,817,6.5,6.237
Newspoll,820,5.0,6.691
Nielsen,827,9.0,8.476
F2F Morgan,831,7.5,7.251
Newspoll,834,5.0,6.688
F2F Morgan,845,7.0,6.766
Newspoll,848,6.0,7.686
Nielsen,855,8.0,7.508
F2F Morgan,859,9.5,9.28
Newspoll,862,5.0,6.683
F2F Morgan,873,7.5,7.295
Newspoll,876,6.0,7.681
Nielsen,883,8.0,7.541
F2F Morgan,887,7.0,6.809
Newspoll,890,5.0,6.678
Newspoll,904,5.0,6.676
F2F Morgan,905,8.0,7.828
Nielsen,911,10.0,9.573
F2F Morgan,915,7.0,6.838
Newspoll,918,6.0,7.673
F2F Morgan,929,7.0,6.852
Newspoll,939,5.0,6.671
Nielsen,939,8.0,7.594
F2F Morgan,943,6.5,6.352
Newspoll,953,6.0,7.671
F2F Morgan,954,7.0,6.852
F2F Morgan,961,8.0,7.852
Nielsen,967,9.0,8.594
Newspoll,967,7.0,8.671
F2F Morgan,971,7.5,7.352
Newspoll,981,6.0,7.671
F2F Morgan,985,8.0,7.852
Newspoll,995,6.0,7.671
Nielsen,995,9.0,8.594
F2F Morgan,999,9.0,8.852
Newspoll,1009,6.0,7.671
F2F Morgan,1013,10.5,10.352
Newspoll,1016,8.0,9.671
Nielsen,1016,9.0,8.594
Newspoll,1023,6.0,7.671
F2F Morgan,1024,8.0,7.852
Nielsen,1027,8.0,7.594
Newspoll,1030,7.0,8.671
F2F Morgan,1031,7.5,7.352
Nielsen,1034,8.0,7.594
Newspoll,1037,7.0,8.671
F2F Morgan,1038,9.0,8.852
Nielsen,1043,8.0,7.594
Newspoll,1044,7.0,8.671
F2F Morgan,1045,9.0,8.852
Newspoll,1049,7.0,8.671
Nielsen,1048,7.0,6.594
Morgan Phone,1050,9.5,8.973
