Firm,Day,ALP FP,ALP FP adj
AGB McNair,834,39.0,36.599
F2F Morgan,834,35.0,35.277
Newspoll,844,39.0,38.637
AGB McNair,848,39.0,36.756
F2F Morgan,848,36.0,36.154
Newspoll,858,36.0,35.635
AGB McNair,862,38.0,35.913
F2F Morgan,862,34.0,34.03
Newspoll,872,37.0,36.633
AGB McNair,876,37.0,35.07
F2F Morgan,876,39.5,39.407
Newspoll,886,40.0,39.631
AGB McNair,890,41.0,39.227
F2F Morgan,890,38.0,37.783
Newspoll,900,38.0,37.629
AGB McNair,904,41.0,39.384
F2F Morgan,904,39.0,38.66
AGB McNair,918,43.0,41.541
F2F Morgan,918,41.0,40.536
Newspoll,921,39.0,38.626
AGB McNair,932,43.0,41.698
F2F Morgan,932,40.5,39.913
Newspoll,935,37.0,36.624
AGB McNair,946,43.0,41.855
F2F Morgan,946,44.5,43.789
Newspoll,949,45.0,44.622
AGB McNair,960,46.0,44.945
F2F Morgan,960,45.5,44.719
Newspoll,963,44.0,43.622
AGB McNair,974,45.0,43.945
F2F Morgan,974,45.0,44.219
Newspoll,977,47.0,46.622
Newspoll,984,49.0,48.622
F2F Morgan,985,45.5,44.719
AGB McNair,991,45.0,43.945
Newspoll,992,47.0,46.622
F2F Morgan,995,44.5,43.719
AGB McNair,1002,43.0,41.945
F2F Morgan,1012,43.5,42.719
AGB McNair,1019,45.0,43.945
Newspoll,1026,42.0,41.622
F2F Morgan,1030,43.5,42.719
AGB McNair,1037,43.0,41.945
Newspoll,1040,40.0,39.622
F2F Morgan,1041,42.5,41.719
Saulwick,1044,37.0,36.641
AGB McNair,1047,38.0,36.945
F2F Morgan,1048,40.0,39.219
Newspoll,1047,39.5,39.122
AGB McNair,1054,42.0,40.945
Newspoll,1054,42.0,41.622
F2F Morgan,1055,42.0,41.219
AGB McNair,1061,45.0,43.945
Newspoll,1061,42.5,42.122
Saulwick,1061,42.0,41.641
F2F Morgan,1062,45.0,44.219
AGB McNair,1068,46.0,44.945
Newspoll,1068,42.0,41.622
Morgan Phone,1068,42.5,41.996
Newspoll,1072,41.0,40.622
Newspoll,1073,44.0,43.622
AGB McNair,1073,43.0,41.945
Morgan Phone,1073,44.5,43.996
Saulwick,1074,46.0,45.641
