Firm,Day,GRN FP,GRN FP adj
Morgan Phone,825,2.5,2.497
Nielsen,827,3.0,3.059
F2F Morgan,828,3.5,3.068
Newspoll,834,1.0,1.538
Morgan Phone,835,2.0,1.997
F2F Morgan,845,2.5,2.068
Newspoll,848,2.0,2.538
Nielsen,855,4.0,4.059
F2F Morgan,859,2.5,2.068
Newspoll,862,2.0,2.538
F2F Morgan,873,2.0,1.568
Newspoll,876,2.0,2.538
Newspoll,883,1.0,1.538
Nielsen,883,2.0,2.059
F2F Morgan,884,2.0,1.568
F2F Morgan,891,2.5,2.068
Newspoll,897,2.0,2.538
F2F Morgan,898,3.0,2.568
Nielsen,900,1.0,1.059
Newspoll,904,2.0,2.538
F2F Morgan,905,3.0,2.568
Nielsen,908,2.0,2.059
Newspoll,911,2.0,2.538
F2F Morgan,912,1.5,1.068
Nielsen,915,2.0,2.059
Newspoll,918,2.0,2.538
F2F Morgan,919,2.5,2.068
Nielsen,922,2.0,2.059
Morgan Phone,923,3.0,2.997
Newspoll,925,2.0,2.538
F2F Morgan,926,3.0,2.568
Quadrant,928,2.0,2.068
Nielsen,928,2.0,2.059
Newspoll,930,2.0,2.538
Nielsen,930,2.0,2.059
ARS,930,3.0,2.922
Morgan Phone,932,3.0,2.997
