Firm,Day,OTH FP,OTH FP adj
Newspoll2,621,15.0,15.406
Essential,621,15.0,17.718
ReachTEL,625,20.0,18.951
Morgan multi-mode,625,13.0,15.047
Ipsos,632,18.0,14.004
Newspoll2,635,15.0,15.406
Essential,635,14.0,16.718
Newspoll2,649,16.0,16.406
Essential,649,16.0,18.718
ReachTEL,658,18.0,16.951
Essential,663,12.0,14.718
Ipsos,669,16.0,12.004
Newspoll2,670,14.0,14.406
Essential,670,13.0,15.718
Essential,677,15.0,17.718
Newspoll2,684,15.0,15.406
ReachTEL,689,20.0,18.951
Essential,691,15.0,17.718
Essential,705,14.0,16.718
Newspoll2,705,14.0,14.406
Ipsos,712,18.0,14.004
Newspoll2,719,15.0,15.406
Essential,719,11.0,13.718
Newspoll2,733,16.0,16.406
Essential,733,12.0,14.718
Ipsos,739,15.0,11.004
Newspoll2,747,15.0,15.406
Essential,747,12.0,14.718
Newspoll2,761,18.0,18.406
Essential,761,13.0,15.718
Ipsos,767,19.0,15.004
Morgan multi-mode,769,13.5,15.547
Newspoll2,775,16.0,16.406
Essential,775,14.0,16.718
Morgan multi-mode,776,14.5,16.547
Newspoll2,789,14.0,14.406
Essential,789,15.0,17.718
Ipsos,795,20.0,16.004
Newspoll2,803,15.0,15.402
Essential,803,14.0,16.626
Essential,817,17.0,19.305
Ipsos,823,15.0,11.754
Newspoll2,823,14.0,14.383
Essential,831,15.0,16.983
Newspoll2,838,16.0,16.369
Essential,845,15.0,16.661
Newspoll2,852,16.0,16.355
Ipsos,858,16.0,13.817
Essential,859,17.0,18.339
Newspoll2,866,17.0,17.341
Essential,873,13.0,14.017
Newspoll2,880,15.0,15.327
Ipsos,886,15.0,13.692
Essential,887,16.0,16.695
Essential,914,14.0,14.098
Newspoll2,929,16.0,16.288
Essential,930,16.0,15.96
Morgan multi-mode,940,17.0,16.925
Newspoll2,943,15.0,15.288
Essential,943,18.0,17.96
Ipsos,948,16.0,15.755
Morgan multi-mode,951,17.0,16.925
Newspoll2,957,15.0,15.288
Essential,957,17.0,16.96
uComms,961,14.8,14.98
Newspoll2,971,16.0,16.288
Essential,971,17.0,16.96
Essential,985,15.0,14.96
Galaxy,989,17.0,16.66
Morgan multi-mode,982,16.5,16.425
Ipsos,998,16.0,15.755
Newspoll2,999,16.0,16.288
Morgan multi-mode,1000,14.5,14.425
Essential,999,15.0,14.96
Newspoll2,1006,13.0,13.288
Morgan multi-mode,1014,16.0,15.925
Galaxy,1017,17.0,16.66
Newspoll2,1020,16.0,16.288
Morgan multi-mode,1021,15.0,14.925
Essential,1020,15.0,14.96
Ipsos,1026,15.0,14.755
Newspoll2,1027,17.0,17.288
Morgan multi-mode,1028,16.5,16.425
Essential,1027,16.0,15.96
Newspoll2,1034,15.0,15.288
Morgan multi-mode,1034,16.0,15.925
Essential,1035,16.2,16.16
Ipsos,1037,15.0,14.755
Galaxy,1037,15.0,14.66
Newspoll2,1039,15.0,15.288
