Firm,Day,ALP FP,ALP FP adj
ResolvePM,819,31.0,33.525
Morgan multi-mode,825,36.0,36.744
Newspoll2,834,37.0,36.357
Morgan multi-mode,839,36.0,36.759
Newspoll2,855,38.0,37.226
ResolvePM,856,34.0,36.304
Morgan multi-mode,853,35.0,35.773
Essential,771,38.043,35.952
Essential,785,39.56,37.469
Essential,799,38.298,36.207
Essential,813,36.957,34.865
Essential,827,39.13,37.094
Essential,841,40.0,38.091
Essential,855,38.298,36.517
Morgan multi-mode,867,35.0,35.787
Newspoll2,876,38.0,37.106
ResolvePM,884,32.0,34.122
Essential,869,38.889,37.235
Essential,883,38.298,36.772
Morgan multi-mode,881,35.5,36.302
Newspoll2,897,38.0,36.975
Morgan multi-mode,895,36.0,36.816
Morgan multi-mode,909,37.0,37.83
ResolvePM,940,35.0,36.758
Morgan multi-mode,935,37.0,37.857
Newspoll2,952,41.0,39.712
Morgan multi-mode,949,37.5,38.363
Essential,895,37.634,36.218
Essential,902,39.56,38.198
Essential,944,39.785,38.787
Essential,958,38.043,37.046
Newspoll2,967,41.0,39.712
Morgan multi-mode,963,38.5,39.363
Essential,972,40.426,39.428
ResolvePM,976,35.0,36.745
Newspoll2,981,41.0,39.712
Morgan multi-mode,975,37.5,38.363
Morgan multi-mode,983,37.5,38.363
Essential,986,38.462,37.464
Newspoll2,995,41.0,39.712
Morgan multi-mode,992,37.0,37.863
Morgan multi-mode,1001,37.5,38.363
Essential,1000,40.217,39.22
ANU,576,35.21,35.419
ANU,972,39.273,39.215
Morgan multi-mode,1008,35.5,36.363
Newspoll2,1016,38.0,36.712
Ipsos,1016,38.889,38.561
Morgan multi-mode,1015,39.5,40.363
Essential,1014,37.895,36.897
ResolvePM,1016,38.0,39.745
Newspoll2,1023,37.0,35.712
Morgan multi-mode,1022,36.0,36.863
ResolvePM,1029,34.0,35.745
Newspoll2,1031,36.0,34.712
Morgan multi-mode,1029,35.0,35.863
Essential,1028,37.634,36.637
Ipsos,1037,36.559,36.231
Newspoll2,1037,37.0,35.712
Morgan multi-mode,1036,35.0,35.863
ResolvePM2,1043,34.0,35.302
Newspoll2,1044,38.0,36.712
Morgan multi-mode,1043,35.0,35.863
Essential,1042,37.634,36.637
Ipsos,1051,37.634,37.306
Newspoll2,1051,39.0,37.712
Morgan multi-mode,1050,35.5,36.363
Newspoll2,1057,38.0,36.712
Morgan multi-mode,1057,34.0,34.863
ResolvePM2,1060,31.0,32.302
Essential,1059,37.634,36.637
Ipsos,1062,36.0,35.672
Newspoll2,1061,36.0,34.712
