Firm,Day,LNP FP,LNP FP adj
Newspoll,323,45.0,43.452
Morgan Phone,331,46.0,44.717
F2F Morgan,334,44.0,46.908
Newspoll,337,45.0,43.452
Nielsen,337,46.0,46.595
Morgan Phone,345,47.0,45.717
F2F Morgan,348,44.5,47.408
Newspoll,351,49.0,47.452
Morgan Phone,359,50.0,48.717
F2F Morgan,362,42.5,45.408
Newspoll,365,49.0,47.452
Morgan Phone,370,49.5,48.217
F2F Morgan,373,43.0,45.908
Morgan Phone,376,43.5,42.217
F2F Morgan,380,43.0,45.908
Newspoll,386,47.0,45.452
Morgan Phone,387,48.0,46.717
F2F Morgan,390,41.0,43.908
Nielsen,393,43.0,43.595
Newspoll,400,45.0,43.452
Morgan Phone,401,40.0,38.717
F2F Morgan,404,41.5,44.408
Nielsen,407,44.0,44.595
Newspoll,414,41.0,39.452
Nielsen,414,38.0,38.595
Morgan Phone,415,42.0,40.717
F2F Morgan,415,38.5,41.408
Newspoll,421,40.0,38.452
Morgan Phone,424,38.5,37.217
F2F Morgan,425,34.5,37.408
Newspoll,428,41.0,39.452
Morgan Phone,433,41.5,40.217
Nielsen,435,39.0,39.595
F2F Morgan,436,36.0,38.908
Newspoll,442,43.0,41.452
Morgan Phone,443,41.5,40.217
F2F Morgan,446,38.0,40.908
Newspoll,456,44.0,42.452
Morgan Phone,457,42.0,40.717
F2F Morgan,460,39.0,41.908
Newspoll,470,42.0,40.452
Morgan Phone,471,40.5,39.217
F2F Morgan,474,36.5,39.408
Newspoll,484,42.0,40.452
Morgan Phone,485,42.0,40.717
F2F Morgan,488,38.0,40.908
Newspoll,498,42.0,40.452
Morgan Phone,499,40.5,39.217
F2F Morgan,502,36.5,39.408
Morgan Phone,510,35.0,33.717
Newspoll,512,43.0,41.452
F2F Morgan,513,34.5,37.408
Morgan Phone,518,43.0,41.717
Nielsen,519,39.0,39.595
F2F Morgan,520,38.5,41.408
Newspoll,526,42.0,40.452
Morgan Phone,527,40.5,39.217
F2F Morgan,530,37.5,40.408
Newspoll,540,41.0,39.452
Morgan Phone,541,41.5,40.217
F2F Morgan,544,36.5,39.408
Morgan Phone,552,41.0,39.717
Newspoll,554,43.0,41.452
F2F Morgan,555,37.5,40.408
Morgan Phone,559,41.5,40.217
Newspoll,561,42.0,40.452
F2F Morgan,562,37.5,40.408
Morgan Phone,569,46.5,45.217
F2F Morgan,572,38.0,40.908
Newspoll,575,43.0,41.452
Nielsen,575,40.0,40.595
Morgan Phone,580,38.0,36.717
Quadrant,581,37.0,37.277
Newspoll,582,39.0,37.452
Nielsen,582,38.0,38.595
F2F Morgan,583,35.5,38.408
Newspoll,589,39.0,37.452
Morgan Phone,590,38.5,37.217
F2F Morgan,593,33.5,36.408
Newspoll,603,39.0,37.452
Morgan Phone,604,38.5,37.217
F2F Morgan,607,35.0,37.908
Newspoll,617,37.0,35.452
Nielsen,617,36.0,36.595
Morgan Phone,618,37.5,36.217
F2F Morgan,621,35.0,37.908
Newspoll,631,40.0,38.452
Morgan Phone,632,43.0,41.717
F2F Morgan,635,34.0,36.908
Newspoll,638,41.0,39.452
Morgan Phone,667,41.5,40.217
F2F Morgan,670,36.5,39.408
Newspoll,673,42.0,40.452
Morgan Phone,681,39.5,38.217
F2F Morgan,684,36.0,38.908
Newspoll,322,44.0,42.452
Nielsen,687,37.0,37.595
Morgan Phone,695,39.5,38.232
F2F Morgan,698,35.5,38.385
Quadrant,700,40.0,40.268
Newspoll,701,40.0,38.527
Morgan Phone,709,40.5,39.286
F2F Morgan,712,37.0,39.831
Newspoll,715,40.0,38.632
Nielsen,716,38.0,38.54
Morgan Phone,723,41.5,40.34
F2F Morgan,727,37.5,40.27
Newspoll,729,40.0,38.737
Morgan Phone,737,42.0,40.894
F2F Morgan,740,35.5,38.224
Newspoll,743,41.0,39.843
Nielsen,743,40.0,40.475
Morgan Phone,751,41.5,40.448
F2F Morgan,754,34.0,36.67
Quadrant,756,37.0,37.205
Morgan Phone,762,43.0,41.987
Newspoll,764,41.0,39.993
Nielsen,764,38.0,38.428
F2F Morgan,765,35.5,38.124
Morgan Phone,769,38.5,37.518
F2F Morgan,772,37.5,40.101
Morgan Phone,776,41.0,40.041
Newspoll,778,43.0,42.098
F2F Morgan,779,36.5,39.071
Morgan Phone,786,42.0,41.08
F2F Morgan,789,36.0,38.532
Newspoll,792,46.0,45.203
Nielsen,799,39.0,39.345
Morgan Phone,800,39.5,38.634
F2F Morgan,803,37.0,39.479
Newspoll,806,43.0,42.308
Morgan Phone,814,39.5,38.68
F2F Morgan,817,36.0,38.448
Newspoll,820,37.0,36.353
Morgan Phone,825,35.0,34.18
Nielsen,827,34.0,34.317
F2F Morgan,828,34.0,36.448
Newspoll,834,34.0,33.353
Morgan Phone,835,35.0,34.18
F2F Morgan,845,32.0,34.448
Newspoll,848,37.0,36.353
Nielsen,855,34.0,34.317
F2F Morgan,859,33.0,35.448
Newspoll,862,35.0,34.353
F2F Morgan,873,33.0,35.448
Newspoll,876,39.0,38.353
Quadrant,882,41.0,41.143
Newspoll,883,44.0,43.353
Nielsen,883,40.0,40.317
F2F Morgan,884,41.0,43.448
F2F Morgan,891,35.5,37.948
Quadrant,896,41.0,41.143
Newspoll,897,40.0,39.353
F2F Morgan,898,39.0,41.448
Nielsen,900,43.0,43.317
Newspoll,904,41.5,40.853
F2F Morgan,905,40.5,42.948
Nielsen,908,43.0,43.317
Newspoll,911,42.0,41.353
F2F Morgan,912,41.5,43.948
Nielsen,915,42.0,42.317
Newspoll,918,42.0,41.353
F2F Morgan,919,42.0,44.448
Quadrant,923,41.0,41.143
Nielsen,922,41.0,41.317
Morgan Phone,923,47.0,46.18
Newspoll,925,43.0,42.353
F2F Morgan,926,39.0,41.448
Quadrant,928,41.0,41.143
Nielsen,928,42.0,42.317
Newspoll,930,40.0,39.353
Nielsen,930,42.0,42.317
ARS,930,40.0,40.432
Morgan Phone,932,41.0,40.18
