Firm,Day,GRN FP,GRN FP adj
Essential,757,10.753,11.642
Morgan multi-mode,755,11.5,10.583
Morgan multi-mode,769,12.5,11.583
Newspoll2,778,11.0,10.917
Morgan multi-mode,783,12.5,11.583
ResolvePM,791,12.0,11.705
Newspoll2,799,10.0,9.917
Morgan multi-mode,797,11.5,10.583
Morgan multi-mode,811,13.0,12.083
Newspoll2,820,10.0,9.917
ResolvePM,819,10.0,9.705
Morgan multi-mode,825,12.5,11.572
Newspoll2,834,11.0,11.0
Morgan multi-mode,839,11.5,10.532
Newspoll2,855,11.0,11.151
ResolvePM,856,11.0,10.754
Morgan multi-mode,853,13.5,12.492
Essential,771,9.783,10.672
Essential,785,9.89,10.779
Essential,799,10.638,11.527
Essential,813,8.696,9.585
Essential,827,9.783,10.663
Essential,841,10.0,10.861
Essential,855,10.638,11.48
Morgan multi-mode,867,11.5,10.453
Newspoll2,876,11.0,11.289
ResolvePM,884,11.0,10.794
Essential,869,10.0,10.822
Essential,883,10.638,11.441
Morgan multi-mode,881,12.0,10.913
Newspoll2,897,10.0,10.44
Morgan multi-mode,895,12.5,11.374
Morgan multi-mode,909,11.5,10.334
ResolvePM,940,11.0,10.875
Morgan multi-mode,935,12.0,10.76
Newspoll2,952,11.0,11.743
Morgan multi-mode,949,11.5,10.243
Essential,895,10.753,11.539
Essential,902,9.89,10.668
Essential,944,8.602,9.325
Essential,958,9.783,10.505
Newspoll2,967,8.0,8.743
Morgan multi-mode,963,11.5,10.243
Essential,972,9.574,10.297
ResolvePM,976,10.0,9.877
Newspoll2,981,9.0,9.743
Morgan multi-mode,975,12.5,11.243
Morgan multi-mode,983,11.5,10.243
Essential,986,10.989,11.712
Newspoll2,995,8.0,8.743
Morgan multi-mode,992,11.5,10.243
Morgan multi-mode,1001,12.0,10.743
Essential,1000,9.783,10.505
ANU,576,14.691,12.963
ANU,972,15.397,13.455
Morgan multi-mode,1008,12.5,11.243
Newspoll2,1016,10.0,10.743
Ipsos,1016,11.111,10.443
Morgan multi-mode,1015,11.0,9.743
Essential,1014,10.526,11.249
ResolvePM,1016,11.0,10.877
Newspoll2,1023,10.0,10.743
Morgan multi-mode,1022,12.5,11.243
ResolvePM,1029,11.0,10.877
Newspoll2,1031,12.0,12.743
Morgan multi-mode,1029,14.0,12.743
Essential,1028,9.677,10.4
Ipsos,1037,12.903,12.235
Newspoll2,1037,11.0,11.743
Morgan multi-mode,1036,12.0,10.743
ResolvePM2,1043,15.0,13.411
Newspoll2,1044,11.0,11.743
Morgan multi-mode,1043,13.0,11.743
Essential,1042,10.753,11.475
Ipsos,1051,12.903,12.235
Newspoll2,1051,11.0,11.743
Morgan multi-mode,1050,13.0,11.743
Newspoll2,1057,11.0,11.743
Morgan multi-mode,1057,13.0,11.743
ResolvePM2,1060,14.0,12.411
Essential,1059,9.677,10.4
Ipsos,1062,13.0,12.332
Newspoll2,1061,12.0,12.743
