Firm,Day,ALP FP,ALP FP adj
Newspoll,727,34.0,32.579
Freshwater,728,32.0,32.198
Morgan multi-mode,726,30.5,30.596
Essential,726,33.696,33.459
Morgan multi-mode,733,28.5,28.596
Morgan multi-mode,740,31.0,31.096
Essential,740,32.99,32.753
YouGov2,743,30.0,30.164
Newspoll,748,33.0,31.579
Morgan multi-mode,747,30.5,30.596
ResolvePM,755,28.0,26.552
Freshwater,756,32.0,32.198
Morgan multi-mode,754,29.5,29.596
Essential,754,32.979,32.742
Morgan multi-mode,761,31.5,31.596
Newspoll,769,32.0,30.579
Morgan multi-mode,768,31.5,31.596
Essential,768,32.258,32.021
Morgan multi-mode,775,28.5,28.596
Morgan multi-mode,782,31.0,31.096
ResolvePM,783,28.0,26.552
Essential,782,30.526,30.29
Freshwater,791,31.0,31.198
Newspoll,790,33.0,31.579
Morgan multi-mode,789,31.5,31.596
YouGov2,786,31.0,31.164
Redbridge,786,32.0,30.426
Morgan multi-mode,796,30.5,30.596
Essential,796,33.684,33.448
Morgan multi-mode,803,30.5,30.596
ResolvePM,811,29.0,27.552
Newspoll,811,32.0,30.579
Morgan multi-mode,810,29.5,29.596
Essential,810,30.108,29.871
Freshwater,818,32.0,32.198
Morgan multi-mode,817,30.5,30.596
Morgan multi-mode,824,29.5,29.596
Essential,824,30.851,30.614
YouGov2,828,32.0,32.164
Newspoll,832,32.0,30.579
Morgan multi-mode,831,30.5,30.596
Redbridge,826,33.0,31.426
Wolf+Smith,820,29.0,29.081
ResolvePM,839,28.0,26.626
Morgan multi-mode,838,30.0,30.092
Essential,838,31.579,31.334
Freshwater,847,30.0,30.138
Morgan multi-mode,845,30.5,30.578
YouGov2,849,30.0,30.149
Newspoll,853,31.0,29.581
Morgan multi-mode,852,32.5,32.568
Essential,852,30.526,30.223
Morgan multi-mode,859,30.0,30.054
Morgan multi-mode,866,31.5,31.543
ResolvePM,867,30.0,29.149
Essential,866,33.333,32.972
Newspoll,874,31.0,29.583
Morgan multi-mode,873,30.0,30.029
Freshwater,882,30.0,29.968
Morgan multi-mode,880,32.0,32.019
Essential,880,30.108,29.688
Morgan multi-mode,887,30.0,30.005
Morgan multi-mode,894,30.5,30.494
Essential,894,32.292,31.814
ResolvePM,902,30.0,29.784
Newspoll,902,33.0,31.585
Morgan multi-mode,901,30.5,30.48
Freshwater,910,30.0,29.828
Morgan multi-mode,908,29.0,28.97
Essential,908,31.579,31.043
Redbridge,904,34.0,32.444
Morgan multi-mode,915,31.5,31.456
DemosAU,914,32.0,31.87
YouGov2,912,30.0,30.085
Morgan multi-mode,922,30.0,29.945
Essential,922,33.333,32.74
ResolvePM,930,27.0,27.307
Newspoll,930,33.0,31.588
Morgan multi-mode,929,28.0,27.931
Freshwater,938,30.0,29.688
Morgan multi-mode,936,27.5,27.421
Essential,936,31.25,30.598
Morgan multi-mode,957,31.0,30.886
Morgan multi-mode,964,30.0,29.886
YouGov2,967,32.0,32.04
Freshwater,973,32.0,31.599
Morgan multi-mode,971,28.5,28.386
Essential,971,31.579,30.844
ResolvePM,972,27.0,27.793
Newspoll,977,31.0,29.591
Morgan multi-mode,978,29.5,29.386
Morgan multi-mode,985,30.0,29.886
Essential,985,31.25,30.515
DemosAU,985,33.0,32.928
Morgan multi-mode,992,29.0,28.886
Redbridge,992,31.0,29.457
YouGov2,988,29.1,29.14
Newspoll,1000,31.0,29.591
Morgan multi-mode,999,28.0,27.886
Essential,999,31.25,30.515
ResolvePM,1007,25.0,25.793
Freshwater,1008,31.0,30.599
Morgan multi-mode,1006,31.5,31.386
YouGov2,1010,28.0,28.04
Morgan multi-mode,1013,28.5,28.386
Essential,1013,30.208,29.474
YouGov2,1017,31.0,31.04
Newspoll,1019,32.0,30.591
Morgan multi-mode,1020,30.0,29.886
YouGov2,1024,31.0,31.04
Freshwater,1028,31.0,30.599
Morgan multi-mode,1027,32.5,32.386
Essential,1027,30.851,30.116
Redbridge,1029,32.0,30.457
YouGov2,1031,31.0,31.04
Morgan multi-mode,1034,33.5,33.386
Redbridge,1033,34.0,32.457
YouGov2,1027,29.8,29.84
Newspoll,1041,33.0,31.591
ResolvePM,1042,29.0,29.793
Freshwater,1043,32.0,31.599
Morgan multi-mode,1041,32.0,31.886
Essential,1041,31.579,30.844
YouGov2,1045,30.0,30.04
Redbridge,1034,33.0,31.457
Newspoll,1047,33.0,31.591
Morgan multi-mode,1048,32.5,32.386
YouGov2,1052,32.0,32.04
Newspoll,1054,33.0,31.591
Morgan multi-mode,1055,32.0,31.886
ResolvePM,1056,31.0,31.793
Essential,1055,32.292,31.557
Freshwater,1060,32.0,31.599
YouGov2,1058,33.0,33.04
Redbridge,1018,33.0,31.457
Newspoll,1061,34.0,32.591
Morgan multi-mode,1062,34.5,34.386
YouGov2,1065,33.5,33.54
Newspoll,1068,34.0,32.591
DemosAU,1068,29.0,28.928
Morgan multi-mode,1069,34.0,33.886
Essential,1069,32.0,31.265
ResolvePM,1070,31.0,30.891
Spectre,1071,31.0,30.89
Redbridge,1071,34.0,32.457
YouGov2,1060,31.4,31.44
DemosAU,1073,29.0,28.928
Freshwater,1075,33.0,32.599
DemosAU,1074,31.0,30.928
Newspoll,1075,33.0,31.591
Morgan multi-mode,1075,33.0,32.886
YouGov2,1073,31.1,31.14
Ipsos,1074,29.167,29.572
