Firm,Day,LNP FP,LNP FP adj
Newspoll2,802,46.0,46.65
Essential,805,44.0,44.033
ReachTEL,807,48.8,48.531
Morgan multi-mode,806,46.5,48.061
Newspoll2,816,45.0,45.633
Essential,819,45.0,45.117
Morgan multi-mode,820,48.0,49.61
Morgan multi-mode,848,47.0,48.706
Essential,859,44.0,44.357
ReachTEL,863,48.5,47.714
Morgan multi-mode,862,43.5,45.255
Essential,863,44.0,44.381
Newspoll2,872,46.0,46.566
Morgan multi-mode,876,43.5,45.303
Essential,875,44.0,44.453
ReachTEL,884,48.1,47.13
Ipsos,885,44.0,44.02
Morgan multi-mode,890,43.5,45.352
Newspoll2,893,43.0,43.54
Essential,889,44.0,44.538
Morgan multi-mode,905,43.0,44.9
Essential,903,43.0,43.622
Newspoll2,907,43.0,43.528
Ipsos,913,45.0,45.024
Morgan multi-mode,918,40.0,41.9
Essential,917,43.0,43.622
Newspoll2,921,43.0,43.528
ReachTEL,923,46.6,45.445
Essential,931,42.0,42.622
Morgan multi-mode,932,42.0,43.9
Newspoll2,935,41.0,41.528
Essential,945,42.0,42.622
ReachTEL,947,43.5,42.345
Ipsos,948,42.0,42.024
Morgan multi-mode,946,40.5,42.4
Newspoll2,949,41.0,41.528
Essential,959,42.0,42.622
Morgan multi-mode,960,40.0,41.9
ReachTEL,968,43.2,42.045
Galaxy,968,42.0,42.062
Ipsos,969,44.0,44.024
Newspoll2,970,41.0,41.528
Lonergan,970,42.0,42.168
Essential,973,42.0,42.622
Morgan multi-mode,978,36.5,38.4
Ipsos,981,43.0,43.024
ReachTEL,982,42.6,41.445
Newspoll2,984,41.0,41.528
ReachTEL,989,41.1,39.945
Essential,987,41.0,41.622
Morgan multi-mode,988,37.5,39.4
Ipsos,995,42.0,42.024
ReachTEL,996,41.5,40.345
Newspoll2,998,40.0,40.528
ReachTEL,1003,42.7,41.545
Essential,1001,41.0,41.622
Ipsos,1009,39.0,39.024
ReachTEL,1010,43.5,42.345
Newspoll2,1012,41.0,41.528
Essential,1015,39.0,39.622
Galaxy,1018,42.0,42.062
ReachTEL,1017,42.3,41.145
Newspoll2,1019,43.0,43.528
Ipsos,1022,40.0,40.024
Galaxy,1023,43.0,43.062
Essential,1023,42.5,43.122
ReachTEL,1024,42.8,41.645
Newspoll2,1024,42.0,42.528
