Firm,Day,LNP FP,LNP FP adj
F2F Morgan,589,42.0,43.377
Newspoll,592,40.0,39.969
F2F Morgan,603,39.5,40.877
Nielsen,612,41.0,41.29
Newspoll,613,44.0,43.969
F2F Morgan,617,42.0,43.377
Newspoll,627,40.0,39.969
F2F Morgan,631,39.0,40.377
Nielsen,640,43.0,43.29
Newspoll,641,42.0,41.969
F2F Morgan,642,45.0,46.377
F2F Morgan,652,40.0,41.377
Newspoll,655,43.0,42.969
Newspoll,662,42.0,41.969
F2F Morgan,666,40.5,41.877
Nielsen,668,42.0,42.29
Newspoll,669,44.0,43.969
F2F Morgan,680,39.0,40.377
Newspoll,683,44.0,43.969
F2F Morgan,694,38.0,39.377
Nielsen,696,42.0,42.29
Newspoll,697,39.0,38.969
F2F Morgan,708,41.5,42.877
Newspoll,711,41.0,40.969
F2F Morgan,722,39.0,40.377
Nielsen,724,39.0,39.29
Newspoll,732,41.0,40.969
F2F Morgan,736,40.5,41.877
Newspoll,746,42.0,41.969
F2F Morgan,750,41.5,42.877
Nielsen,752,40.0,40.29
Newspoll,760,41.0,40.969
F2F Morgan,764,40.5,41.877
Newspoll,774,41.0,40.969
F2F Morgan,778,41.5,42.877
Nielsen,780,39.0,39.29
Newspoll,787,39.0,38.969
F2F Morgan,789,34.5,35.877
F2F Morgan,796,35.5,36.877
F2F Morgan,820,36.5,37.877
Newspoll,830,39.0,38.969
F2F Morgan,834,39.0,40.377
Newspoll,844,38.0,37.969
F2F Morgan,845,37.0,38.377
Nielsen,850,36.0,36.29
F2F Morgan,855,38.0,39.377
Newspoll,858,41.0,40.969
F2F Morgan,866,34.0,35.377
Newspoll,872,37.0,36.969
F2F Morgan,873,33.0,34.377
Nielsen,878,35.0,35.29
F2F Morgan,880,34.0,35.377
Newspoll,886,34.0,33.969
F2F Morgan,887,36.0,37.377
F2F Morgan,897,34.5,35.877
Newspoll,900,38.0,37.972
F2F Morgan,911,35.5,36.916
Newspoll,914,35.0,34.997
Galaxy,921,37.0,36.515
Nielsen,920,37.0,37.2
F2F Morgan,925,34.5,35.956
Newspoll,928,37.0,37.022
F2F Morgan,936,35.5,36.984
Newspoll,942,36.0,36.047
Galaxy,942,39.0,38.474
F2F Morgan,943,36.0,37.506
Nielsen,948,39.0,39.086
Newspoll,949,39.0,39.062
F2F Morgan,950,35.5,37.023
Newspoll,953,39.0,39.069
Newspoll,956,35.0,35.072
F2F Morgan,957,37.5,39.046
Galaxy,963,42.0,41.428
F2F Morgan,964,38.0,39.563
F2F Morgan,974,37.0,38.591
Nielsen,976,39.0,38.972
Newspoll,977,39.0,39.112
F2F Morgan,988,36.0,37.63
Galaxy,991,41.0,40.37
Newspoll,998,39.0,39.148
F2F Morgan,1002,40.5,42.17
Morgan Phone,1003,37.5,38.141
Nielsen,1004,39.0,38.858
Newspoll,1012,40.0,40.173
F2F Morgan,1016,40.5,42.209
Galaxy,1019,41.0,40.316
Newspoll,1026,39.0,39.183
F2F Morgan,1030,36.5,38.215
Nielsen,1032,41.0,40.8
Newspoll,1040,39.0,39.183
F2F Morgan,1044,41.0,42.715
Galaxy,1047,39.0,38.316
Newspoll,1054,37.0,37.183
F2F Morgan,1055,34.5,36.215
Nielsen,1060,39.0,38.8
F2F Morgan,1062,36.0,37.715
Newspoll,1068,41.0,41.183
F2F Morgan,1069,39.5,41.215
Galaxy,1075,40.0,39.316
F2F Morgan,1076,36.0,37.715
Newspoll,1082,39.0,39.183
F2F Morgan,1083,35.5,37.215
Nielsen,1088,40.0,39.8
F2F Morgan,1090,38.0,39.715
Morgan Phone,1091,36.0,36.73
Newspoll,1096,39.0,39.183
F2F Morgan,1097,39.5,41.215
Galaxy,1099,43.0,42.316
Nielsen,1099,42.0,41.8
Morgan Phone,1101,39.5,40.23
Newspoll,1103,38.0,38.183
F2F Morgan,1104,39.5,41.215
Morgan Phone,1108,41.0,41.73
Newspoll,1110,42.0,42.183
F2F Morgan,1111,39.0,40.715
Nielsen,1113,41.0,40.8
Galaxy,1117,42.0,41.316
Newspoll,1117,42.0,42.183
F2F Morgan,1118,34.0,35.715
Morgan Phone,1122,39.0,39.73
Newspoll,1124,40.0,40.183
F2F Morgan,1125,39.0,40.715
Nielsen,1127,43.0,42.8
Morgan Phone,1130,40.0,40.73
Newspoll,1131,41.0,41.183
F2F Morgan,1132,39.5,41.215
Galaxy,1134,42.5,41.816
Nielsen,1134,40.0,39.8
Newspoll,1135,43.0,43.183
Morgan Phone,1136,40.5,41.23
Morgan Phone,1137,41.5,42.23
