Firm,Day,OTH FP,OTH FP adj
Newspoll,535,8.584,10.007
F2F Morgan,539,10.5,11.323
AGB McNair,546,11.0,9.985
Newspoll,549,8.641,10.064
F2F Morgan,553,10.5,11.323
Newspoll,556,8.586,10.009
AGB McNair,567,11.0,9.985
F2F Morgan,567,10.0,10.823
Newspoll,570,8.67,10.093
AGB McNair,577,12.0,10.985
F2F Morgan,581,11.5,12.323
Newspoll,584,9.77,11.194
AGB McNair,588,10.0,8.985
F2F Morgan,595,10.5,11.323
Newspoll,598,7.64,9.064
AGB McNair,602,11.0,9.985
F2F Morgan,609,9.5,10.323
Newspoll,612,7.524,8.948
AGB McNair,616,11.0,9.985
F2F Morgan,623,10.0,10.823
Newspoll,626,8.281,9.705
AGB McNair,630,11.0,9.985
F2F Morgan,637,10.5,11.323
Newspoll,640,10.906,12.329
F2F Morgan,665,11.5,12.323
Newspoll,668,7.611,9.034
F2F Morgan,675,11.0,11.823
AGB McNair,682,13.0,11.985
Newspoll,682,10.28,11.703
F2F Morgan,682,11.0,11.823
F2F Morgan,693,10.5,11.323
Newspoll,696,10.255,11.678
AGB McNair,696,10.0,8.985
F2F Morgan,704,10.5,11.323
Newspoll,710,8.579,10.002
AGB McNair,710,10.0,8.985
F2F Morgan,714,10.5,11.323
Newspoll,724,5.192,6.615
AGB McNair,724,11.0,9.985
F2F Morgan,728,8.5,9.323
Newspoll,738,8.018,9.442
AGB McNair,738,11.0,9.985
F2F Morgan,742,10.5,11.323
Newspoll,752,6.085,7.509
AGB McNair,752,10.0,8.985
F2F Morgan,756,9.0,9.823
Newspoll,766,11.061,12.484
AGB McNair,766,10.0,8.985
F2F Morgan,770,9.5,10.323
Newspoll,780,7.365,8.788
F2F Morgan,780,9.5,10.323
AGB McNair,780,9.0,7.985
F2F Morgan,787,11.0,11.823
Newspoll,794,8.411,9.834
AGB McNair,794,11.0,9.985
F2F Morgan,798,10.5,11.323
Newspoll,808,8.242,9.665
AGB McNair,808,10.0,8.985
F2F Morgan,812,10.0,10.823
Newspoll,822,7.192,8.615
AGB McNair,822,9.0,7.985
F2F Morgan,826,9.5,10.323
Newspoll,836,8.247,9.67
AGB McNair,836,11.0,9.985
F2F Morgan,840,12.0,12.823
Newspoll,850,7.809,9.23
AGB McNair,850,10.0,9.051
F2F Morgan,854,9.5,10.132
Newspoll,864,7.976,9.395
AGB McNair,864,9.0,8.143
F2F Morgan,868,10.5,10.942
Newspoll,878,9.111,10.526
AGB McNair,878,9.0,8.236
F2F Morgan,882,9.5,9.751
Newspoll,892,7.374,8.786
AGB McNair,892,11.0,10.328
F2F Morgan,896,10.0,10.061
Newspoll,906,9.926,11.336
AGB McNair,906,10.0,9.421
F2F Morgan,910,11.5,11.37
Newspoll,920,11.136,12.543
AGB McNair,920,12.0,11.513
F2F Morgan,924,10.0,9.68
Newspoll,934,10.707,12.111
AGB McNair,934,10.0,9.606
F2F Morgan,938,13.0,12.489
Newspoll,948,7.616,9.018
AGB McNair,948,11.0,10.698
F2F Morgan,952,11.5,10.799
AGB McNair,962,10.0,9.778
F2F Morgan,966,12.0,11.19
Newspoll,969,8.834,10.232
AGB McNair,976,11.0,10.778
F2F Morgan,977,10.0,9.19
Newspoll,983,8.915,10.314
F2F Morgan,987,10.5,9.69
Quadrant,1016,7.385,8.109
Newspoll,997,9.741,11.14
F2F Morgan,1001,11.0,10.19
Newspoll,1004,7.673,9.072
F2F Morgan,1022,11.5,10.69
F2F Morgan,1036,10.5,9.69
Newspoll,1039,5.651,7.05
AGB McNair,1045,10.327,10.105
Quadrant,1046,7.327,8.052
Newspoll,1046,8.0,9.399
F2F Morgan,1047,10.0,9.19
Newspoll,1053,9.0,10.399
Morgan Phone,1053,12.5,11.167
Newspoll,1060,8.0,9.399
Morgan Phone,1060,10.5,9.167
Newspoll,1067,8.0,9.399
Morgan Phone,1067,11.5,10.167
Morgan Phone,1075,14.5,13.167
Newspoll,1074,9.5,10.899
Morgan Phone,1076,15.0,13.667
Newspoll,1079,9.5,10.899
Morgan Phone,1079,12.5,11.167
