Firm,Day,OTH FP,OTH FP adj
Morgan Phone,632,13.5,13.132
F2F Morgan,635,18.0,16.605
Newspoll,638,15.0,16.752
Morgan Phone,667,14.0,13.632
F2F Morgan,670,18.0,16.605
Newspoll,673,14.0,15.752
Morgan Phone,681,13.5,13.132
F2F Morgan,684,17.5,16.105
Newspoll,322,15.0,16.752
Nielsen,687,14.0,12.998
Morgan Phone,695,15.5,15.154
F2F Morgan,698,17.0,15.594
Quadrant,700,9.086,12.975
Newspoll,701,13.0,14.652
Morgan Phone,709,13.0,12.735
F2F Morgan,712,17.5,16.067
Newspoll,715,13.0,14.513
Nielsen,716,18.0,17.15
Morgan Phone,723,15.0,14.815
F2F Morgan,727,17.5,16.037
Newspoll,729,14.0,15.374
Morgan Phone,737,15.0,14.895
F2F Morgan,740,19.0,17.514
Newspoll,743,16.0,17.235
Nielsen,743,17.0,16.327
Morgan Phone,751,16.0,15.975
F2F Morgan,754,18.5,16.988
Quadrant,756,10.95,13.528
Morgan Phone,762,17.5,17.532
Newspoll,764,16.0,17.037
Nielsen,764,19.0,18.454
F2F Morgan,765,19.5,17.965
Morgan Phone,769,16.0,16.078
F2F Morgan,772,18.5,16.954
Morgan Phone,776,14.5,14.612
Newspoll,778,14.0,14.898
F2F Morgan,779,19.0,17.439
Morgan Phone,786,13.5,13.67
F2F Morgan,789,18.5,16.92
Newspoll,792,13.0,13.759
Nielsen,799,17.0,16.682
Morgan Phone,800,14.0,14.25
F2F Morgan,803,19.0,17.394
Newspoll,806,16.0,16.62
Morgan Phone,814,17.5,17.818
F2F Morgan,817,19.0,17.379
Newspoll,820,21.0,21.56
Morgan Phone,825,23.0,23.318
Nielsen,827,20.0,19.758
F2F Morgan,828,24.0,22.379
Newspoll,834,20.0,20.56
Morgan Phone,835,21.0,21.318
F2F Morgan,845,23.0,21.379
Newspoll,848,21.0,21.56
Nielsen,855,23.0,22.758
F2F Morgan,859,23.5,21.879
Newspoll,862,22.0,22.56
F2F Morgan,873,23.5,21.879
Newspoll,876,20.0,20.56
Quadrant,882,15.139,16.405
Newspoll,883,16.0,16.56
Nielsen,883,17.0,16.758
F2F Morgan,884,17.5,15.879
F2F Morgan,891,19.0,17.379
Quadrant,896,13.766,15.033
Newspoll,897,18.0,18.56
F2F Morgan,898,18.0,16.379
Nielsen,900,14.0,13.758
Newspoll,904,15.0,15.56
F2F Morgan,905,16.5,14.879
Nielsen,908,15.0,14.758
Newspoll,911,12.0,12.56
F2F Morgan,912,15.5,13.879
Nielsen,915,14.0,13.758
Newspoll,918,13.0,13.56
F2F Morgan,919,13.5,11.879
Quadrant,923,14.345,15.611
Nielsen,922,15.0,14.758
Morgan Phone,923,15.0,15.318
Newspoll,925,13.0,13.56
F2F Morgan,926,15.5,13.879
Quadrant,928,16.0,17.267
Nielsen,928,17.0,16.758
Newspoll,930,14.0,14.56
Nielsen,930,15.0,14.758
ARS,930,19.0,18.213
Morgan Phone,932,15.5,15.818
