Firm,Day,LNP FP,LNP FP adj
Nielsen,817,45.0,45.358
F2F Morgan,815,38.5,41.067
Essential,821,47.0,46.619
Newspoll,825,43.0,44.529
Morgan Phone,829,44.5,44.658
Galaxy,831,48.0,47.232
F2F Morgan,829,40.5,43.067
Newspoll,839,46.0,47.529
Nielsen,845,43.0,43.358
F2F Morgan,833,37.5,40.067
Essential,842,48.0,47.619
F2F Morgan,871,41.5,44.052
Newspoll,874,44.0,45.482
Essential,877,48.0,47.667
F2F Morgan,885,39.0,41.449
Essential,890,48.0,47.739
Galaxy,895,48.0,47.468
Newspoll,895,48.0,49.224
F2F Morgan,896,42.5,44.876
F2F Morgan,903,45.0,47.317
Essential,905,47.0,46.836
Nielsen,908,47.0,47.35
Newspoll,916,47.0,47.989
Essential,920,49.0,48.92
F2F Morgan,913,44.0,46.244
Morgan multi-mode,923,45.0,46.175
Galaxy,927,48.0,47.759
Newspoll,930,44.0,44.825
Morgan multi-mode,930,47.0,48.228
Essential,931,47.0,46.993
Nielsen,936,47.0,47.344
Morgan multi-mode,937,46.0,47.297
AMR,945,49.0,49.655
Morgan multi-mode,944,46.5,47.849
Galaxy,944,47.0,46.904
Newspoll,944,50.0,50.661
Essential,947,49.0,49.089
Morgan multi-mode,952,49.0,50.419
Morgan multi-mode,958,46.5,47.971
Newspoll,958,48.0,48.497
Essential,961,48.0,48.173
Galaxy,962,47.0,47.067
ReachTEL,964,49.8,49.776
Nielsen,964,49.0,49.338
Morgan multi-mode,965,47.5,49.04
Newspoll,972,46.0,46.333
Morgan multi-mode,972,44.0,45.592
Essential,975,48.0,48.258
Morgan multi-mode,979,48.0,49.662
ReachTEL,985,48.5,48.461
Morgan multi-mode,986,46.0,47.714
Newspoll,986,47.0,47.168
Essential,989,48.0,48.342
Morgan multi-mode,993,46.5,48.248
Galaxy,998,46.0,46.321
Nielsen,999,44.0,44.333
Morgan multi-mode,1000,45.5,47.248
Newspoll,1000,46.0,46.122
Essential,983,48.0,48.306
Morgan multi-mode,1007,45.5,47.248
Morgan multi-mode,1014,45.5,47.248
Newspoll,1014,49.0,49.122
Essential,1018,47.0,47.342
Morgan multi-mode,1022,46.0,47.748
Morgan Phone,1025,50.5,49.195
Galaxy,1025,47.0,47.321
Nielsen,1027,47.0,47.333
Morgan multi-mode,1028,44.5,46.248
Essential,1031,47.0,47.342
Morgan multi-mode,1035,47.0,48.748
Newspoll,1035,48.0,48.122
SMS Morgan,1039,43.0,43.211
ReachTEL,1040,44.1,44.058
Galaxy,1041,44.0,44.321
Morgan multi-mode,1042,40.5,42.248
Newspoll,1042,43.0,43.122
Essential,1045,46.0,46.342
Morgan multi-mode,1049,39.5,41.248
Newspoll,1049,42.0,42.122
AMR,1050,43.0,43.849
Nielsen,1055,44.0,44.333
Morgan multi-mode,1056,41.0,42.748
Essential,1059,45.0,45.342
ReachTEL,1062,45.4,45.358
Newspoll,1063,45.0,45.122
Morgan multi-mode,1063,41.0,42.748
Galaxy,1067,44.0,44.321
Morgan multi-mode,1070,41.5,43.248
Essential,1071,43.0,43.342
Newspoll,1077,44.0,44.122
Morgan multi-mode,1077,43.0,44.748
ReachTEL,1078,45.7,45.658
Nielsen,1081,46.0,46.333
Galaxy,1082,45.0,45.321
ReachTEL,1084,46.9,46.858
Morgan multi-mode,1084,44.0,45.748
Newspoll,1084,46.0,46.122
Essential,1087,44.0,44.342
Morgan Phone,1087,52.0,50.695
Galaxy,1089,45.0,45.321
AMR,1091,41.0,41.849
Morgan multi-mode,1091,44.5,46.248
Newspoll,1091,47.0,47.122
Lonergan,1091,44.0,45.005
Nielsen,1094,47.0,47.333
Morgan multi-mode,1079,45.0,46.748
Essential,1097,43.0,43.342
Newspoll,1098,47.0,47.122
ReachTEL,1101,46.5,46.458
Morgan multi-mode,1103,44.0,45.748
Essential,1104,44.0,44.342
Galaxy,1104,46.0,46.321
Newspoll,1105,46.0,46.122
Morgan multi-mode,1106,43.0,44.748
AMR,1106,44.0,44.849
ReachTEL,1108,44.2,44.158
Galaxy,1108,45.0,45.321
Essential,1108,43.0,43.342
Lonergan,1108,42.0,43.005
ReachTEL,1109,43.6,43.558
Newspoll,1109,46.0,46.122
Nielsen,1110,46.0,46.333
ReachTEL,1110,43.5,43.458
Morgan multi-mode,1110,45.0,46.748
