MidDate,Firm,TPP ALP,LNP FP,ALP FP,GRN FP,ONP FP,NXT FP,UAP FP,OTH FP
2009-02-07,Newspoll,58,36,48,8,#N/A,#N/A,#N/A,8
2009-02-08,F2F Morgan,60,35.5,51.5,8,#N/A,#N/A,#N/A,5
2009-02-15,F2F Morgan,59.5,36.5,49,7.5,#N/A,#N/A,#N/A,7
2009-02-21,Newspoll,58,36,47,9,#N/A,#N/A,#N/A,8
2009-02-25,F2F Morgan,61.5,33,51.5,8.5,#N/A,#N/A,#N/A,7
2009-03-07,Newspoll,56,36,44,10,#N/A,#N/A,#N/A,10
2009-03-08,F2F Morgan,60.5,34.5,50.5,8,#N/A,#N/A,#N/A,7
2009-03-15,F2F Morgan,57,39,48.5,6,#N/A,#N/A,#N/A,6.5
2009-03-21,Newspoll,56,37,45,8,#N/A,#N/A,#N/A,10
2009-03-25,F2F Morgan,61,33.5,53,8,#N/A,#N/A,#N/A,5.5
2009-03-27,Nielsen,57,37,47,10,#N/A,#N/A,#N/A,6
2009-04-04,Newspoll,58,36,47,9,#N/A,#N/A,#N/A,8
2009-04-08,F2F Morgan,61,33.5,51.5,8,#N/A,#N/A,#N/A,7
2009-04-18,Newspoll,58,37,47,9,#N/A,#N/A,#N/A,7
2009-04-22,F2F Morgan,59,36.5,50,8.5,#N/A,#N/A,#N/A,5
2009-05-02,Newspoll,55,38,42,11,#N/A,#N/A,#N/A,9
2009-05-06,F2F Morgan,60,34,50,9,#N/A,#N/A,#N/A,7
2009-05-15,Nielsen,52,43,44,8,#N/A,#N/A,#N/A,5
2009-05-16,Newspoll,56,37,46,9,#N/A,#N/A,#N/A,8
2009-05-17,F2F Morgan,58,37.5,49.5,8,#N/A,#N/A,#N/A,5
2009-05-21,Morgan Phone,54.5,40.5,45,7.5,#N/A,#N/A,#N/A,7
2009-05-27,F2F Morgan,58,36,49,8,#N/A,#N/A,#N/A,7
2009-05-30,Newspoll,55,38,43,10,#N/A,#N/A,#N/A,9
2009-05-30,Galaxy,55,40,43,11,#N/A,#N/A,#N/A,6
2009-06-04,Morgan Phone,54.5,39.5,43.5,9,#N/A,#N/A,#N/A,8
2009-06-10,F2F Morgan,57,38,48.5,7,#N/A,#N/A,#N/A,6.5
2009-06-11,Morgan Phone,57.5,37,47.5,8.5,#N/A,#N/A,#N/A,7
2009-06-13,Newspoll,53,40,41,11,#N/A,#N/A,#N/A,8
2009-06-21,F2F Morgan,55,41,46,8.5,#N/A,#N/A,#N/A,4.5
2009-06-26,Nielsen,58,37,46,#N/A,#N/A,#N/A,#N/A,#N/A
2009-06-27,Newspoll,56,37,44,10,#N/A,#N/A,#N/A,9
2009-06-27,Galaxy,56,30,44,#N/A,#N/A,#N/A,#N/A,#N/A
2009-07-01,F2F Morgan,58,35,46.5,11.5,#N/A,#N/A,#N/A,7
2009-07-11,Newspoll,55,39,43,11,#N/A,#N/A,#N/A,7
2009-07-15,F2F Morgan,57.5,37.5,48,8,#N/A,#N/A,#N/A,6.5
2009-07-23,Newspoll,57,38,46,9,#N/A,#N/A,#N/A,7
2009-07-29,F2F Morgan,60.5,34,50.5,8.5,#N/A,#N/A,#N/A,7
2009-08-06,Morgan Phone,57,37.5,45.5,11,#N/A,#N/A,#N/A,6
2009-08-08,Newspoll,57,37,45,10,#N/A,#N/A,#N/A,8
2009-08-12,F2F Morgan,58,34.5,47.5,9.5,#N/A,#N/A,#N/A,8.5
2009-08-14,Nielsen,56,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009-08-26,F2F Morgan,61,33.5,50.5,9.5,#N/A,#N/A,#N/A,6.5
2009-09-05,Newspoll,55,39,44,10,#N/A,#N/A,#N/A,7
2009-09-09,F2F Morgan,62,32.5,51.5,9.5,#N/A,#N/A,#N/A,6.5
2009-09-11,Nielsen,55,40,44,#N/A,#N/A,#N/A,#N/A,#N/A
2009-09-19,Newspoll,55,38,43,11,#N/A,#N/A,#N/A,8
2009-09-23,F2F Morgan,59.5,35.5,51,7.5,#N/A,#N/A,#N/A,6
2009-09-27,F2F Morgan,57,37,45.5,10,#N/A,#N/A,#N/A,7.5
2009-09-30,Newspoll,58,35,46,10,#N/A,#N/A,#N/A,9
2009-10-07,F2F Morgan,60,34,49.5,9,#N/A,#N/A,#N/A,7.5
2009-10-09,Nielsen,57,37,46,#N/A,#N/A,#N/A,#N/A,#N/A
2009-10-10,Newspoll,58,36,47,10,#N/A,#N/A,#N/A,7
2009-10-17,Newspoll,59,34,48,10,#N/A,#N/A,#N/A,8
2009-10-21,F2F Morgan,60.5,34.5,52,7.5,#N/A,#N/A,#N/A,6
2009-10-31,Newspoll,52,41,41,10,#N/A,#N/A,#N/A,8
2009-11-01,F2F Morgan,61,32.5,51,9.5,#N/A,#N/A,#N/A,7
2009-11-06,Nielsen,56,38,45,#N/A,#N/A,#N/A,#N/A,#N/A
2009-11-08,F2F Morgan,56,38.5,46.5,8,#N/A,#N/A,#N/A,7
2009-11-12,Morgan Phone,52,41.5,42.5,8,#N/A,#N/A,#N/A,8
2009-11-14,Newspoll,56,37,43,11,#N/A,#N/A,#N/A,9
2009-11-15,F2F Morgan,56.5,36.5,45,9,#N/A,#N/A,#N/A,9.5
2009-11-15,F2F Morgan,58.5,35.5,48,9,#N/A,#N/A,#N/A,7.5
2009-11-28,Newspoll,57,35,43,12,#N/A,#N/A,#N/A,10
2009-11-28,Nielsen,56,37,42,13,#N/A,#N/A,#N/A,8
2009-12-03,Morgan Phone,53,43,41,10.5,#N/A,#N/A,#N/A,5.5
2009-12-05,Newspoll,56,38,43,11,#N/A,#N/A,#N/A,8
2009-12-07,Morgan Phone,53,41.5,42,9.5,#N/A,#N/A,#N/A,7
2009-12-09,F2F Morgan,59,35.5,49,8,#N/A,#N/A,#N/A,7.5
2010-01-13,F2F Morgan,58.5,35.5,47.5,10,#N/A,#N/A,#N/A,7
2010-01-14,Morgan Phone,54.5,39,43,9.5,#N/A,#N/A,#N/A,8.5
2010-01-16,Newspoll,54,38,40,12,#N/A,#N/A,#N/A,10
2010-01-30,Newspoll,52,41,40,12,#N/A,#N/A,#N/A,7
2010-02-05,Nielsen,54,41,42,#N/A,#N/A,#N/A,#N/A,#N/A
2010-02-10,F2F Morgan,57.5,37,47,9,#N/A,#N/A,#N/A,7
2010-02-11,Morgan Phone,53.5,41,42,10.5,#N/A,#N/A,#N/A,6.5
2010-02-13,Newspoll,53,40,39,12,#N/A,#N/A,#N/A,9
2010-02-21,F2F Morgan,56.5,37.5,45,9,#N/A,#N/A,#N/A,8.5
2010-02-27,Newspoll,52,41,40,9,#N/A,#N/A,#N/A,10
2010-03-03,F2F Morgan,55.5,38.5,45,8.5,#N/A,#N/A,#N/A,8
2010-03-05,Nielsen,53,42,42,#N/A,#N/A,#N/A,#N/A,#N/A
2010-03-13,Newspoll,52,41,40,9,#N/A,#N/A,#N/A,10
2010-03-17,F2F Morgan,56.5,37,44.5,11,#N/A,#N/A,#N/A,7.5
2010-03-27,Newspoll,56,38,43,12,#N/A,#N/A,#N/A,7
2010-03-31,F2F Morgan,58,36.5,48,8.5,#N/A,#N/A,#N/A,7
2010-04-14,F2F Morgan,56,37.5,43,12,#N/A,#N/A,#N/A,7.5
2010-04-16,Nielsen,51,42,39,12,#N/A,#N/A,#N/A,7
2010-04-17,Newspoll,54,40,43,10,#N/A,#N/A,#N/A,12
2010-04-25,F2F Morgan,54.5,40.5,44,8,#N/A,#N/A,#N/A,7.5
2010-05-01,Newspoll,49,43,35,10,#N/A,#N/A,#N/A,12
2010-05-05,Morgan Phone,50,44.5,39.5,9,#N/A,#N/A,#N/A,7
2010-05-07,Nielsen,50,42,37,13,#N/A,#N/A,#N/A,8
2010-05-09,F2F Morgan,51.5,42.5,41,9,#N/A,#N/A,#N/A,7.5
2010-05-15,Newspoll,50,43,37,12,#N/A,#N/A,#N/A,8
2010-05-15,Galaxy,50,43,37,12,#N/A,#N/A,#N/A,8
2010-05-16,F2F Morgan,50.5,43,37.5,12,#N/A,#N/A,#N/A,7.5
2010-05-23,F2F Morgan,54.5,41,42.5,11,#N/A,#N/A,#N/A,5.5
2010-05-27,Morgan Phone,50,43,37.5,12,#N/A,#N/A,#N/A,7.5
2010-05-29,Newspoll,51,41,35,16,#N/A,#N/A,#N/A,8
2010-05-30,F2F Morgan,52.5,41,42,8.5,#N/A,#N/A,#N/A,8.5
2010-06-04,Nielsen,48,43,33,15,#N/A,#N/A,#N/A,9
2010-06-06,F2F Morgan,52,41.5,40,11,#N/A,#N/A,#N/A,7.5
2010-06-13,F2F Morgan,51.5,41,38,13,#N/A,#N/A,#N/A,8
2010-06-19,Newspoll,52,40,35,15,#N/A,#N/A,#N/A,10
2010-06-20,F2F Morgan,53,41,41,12.5,#N/A,#N/A,#N/A,5.5
2010-06-25,Nielsen,55,42,47,8,#N/A,#N/A,#N/A,3
2010-06-25,Galaxy,52,42,41,11,#N/A,#N/A,#N/A,6
2010-06-20,F2F Morgan,53,41,41,12.5,#N/A,#N/A,#N/A,5.5
2010-06-26,Newspoll,53,40,42,10,#N/A,#N/A,#N/A,8
2010-06-27,Morgan Phone,48.5,45.5,38.5,9,#N/A,#N/A,#N/A,7
2010-06-30,F2F Morgan,55,38,45.5,10.5,#N/A,#N/A,#N/A,6
2010-07-11,Galaxy,52,42,39,14,#N/A,#N/A,#N/A,5
2010-07-11,Nielsen,50,42,39,13,#N/A,#N/A,#N/A,6
2010-07-11,F2F Morgan,53.5,41,40.5,12,#N/A,#N/A,#N/A,6.5
2010-07-16,Galaxy,52,42,39,14,#N/A,#N/A,#N/A,6
2010-07-17,Newspoll,55,38,42,12,#N/A,#N/A,#N/A,8
2010-07-18,Galaxy,50,44,38,12,#N/A,#N/A,#N/A,6
2010-07-18,F2F Morgan,55,39.5,44.5,10.5,#N/A,#N/A,#N/A,5.5
2010-07-20,Nielsen,54,41,42,12,#N/A,#N/A,#N/A,5
2010-07-21,Morgan Phone,55.5,38.5,44,11.5,#N/A,#N/A,#N/A,6
2010-07-24,Newspoll,52,42,40,12,#N/A,#N/A,#N/A,6
2010-07-24,Galaxy,52,41,38,15,#N/A,#N/A,#N/A,6
2010-07-25,F2F Morgan,54,37,43.5,11.5,#N/A,#N/A,#N/A,8
2010-07-27,Nielsen,48,45,36,12,#N/A,#N/A,#N/A,7
2010-07-28,Morgan Phone,53,42,42,11,#N/A,#N/A,#N/A,5
2010-07-31,Newspoll,50,44,37,12,#N/A,#N/A,#N/A,7
2010-08-03,Morgan Phone,50,45,38,11,#N/A,#N/A,#N/A,6
2010-08-04,Nielsen,49,44,36,13,#N/A,#N/A,#N/A,7
2010-08-07,Newspoll,52,42,38,13,#N/A,#N/A,#N/A,7
2010-08-08,Galaxy,51,42,38,13,#N/A,#N/A,#N/A,7
2010-08-08,F2F Morgan,57.5,37,43,15.5,#N/A,#N/A,#N/A,4.5
2010-08-11,Nielsen,53,41,40,12,#N/A,#N/A,#N/A,7
2010-08-14,Morgan Phone,51,44,40.5,12.5,#N/A,#N/A,#N/A,3
2010-08-14,Newspoll,52,41,38,14,#N/A,#N/A,#N/A,7
2010-08-15,F2F Morgan,52,43,40,13.5,#N/A,#N/A,#N/A,3.5
2010-08-17,Galaxy,52,41,38,14,#N/A,#N/A,#N/A,7
2010-08-18,Newspoll,50.2,43.6,36.2,11.8,#N/A,#N/A,#N/A,6.6
2010-08-17,Nielsen,52,41.5,39,13,#N/A,#N/A,#N/A,6.5
2010-08-26,Morgan Phone,51,40,36,13,#N/A,#N/A,#N/A,11
2010-09-01,F2F Morgan,54.5,39.5,40.5,15,#N/A,#N/A,#N/A,5
2010-09-11,Newspoll,50,41,34,14,#N/A,#N/A,#N/A,11
2010-09-16,Morgan Phone,50.5,42.5,35.5,15,#N/A,#N/A,#N/A,7
2010-09-19,F2F Morgan,53.5,41,40.5,13,#N/A,#N/A,#N/A,5.5
2010-10-03,F2F Morgan,55.5,38.5,44,12,#N/A,#N/A,#N/A,5.5
2010-10-09,Newspoll,50,42,35,14,#N/A,#N/A,#N/A,9
2010-10-13,F2F Morgan,54,40.5,43,10.5,#N/A,#N/A,#N/A,6
2010-10-22,Nielsen,49,43,34,14,#N/A,#N/A,#N/A,8
2010-10-23,Newspoll,48,43,33,14,#N/A,#N/A,#N/A,10
2010-11-27,F2F Morgan,54,40.5,43,10.5,#N/A,#N/A,#N/A,6
2010-11-06,Newspoll,48,43,34,13,#N/A,#N/A,#N/A,10
2010-11-10,F2F Morgan,54,40,41,12,#N/A,#N/A,#N/A,7
2010-11-19,Nielsen,49,43,35,13,#N/A,#N/A,#N/A,8
2010-11-20,Newspoll,52,39,36,14,#N/A,#N/A,#N/A,11
2010-11-24,F2F Morgan,52.5,42,40.5,12,#N/A,#N/A,#N/A,5.5
2010-12-04,Newspoll,50,41,34,14,#N/A,#N/A,#N/A,11
2010-12-05,F2F Morgan,53,40.5,40.5,13.5,#N/A,#N/A,#N/A,5.5
2010-12-10,Morgan Phone,45.5,46,31,13.5,#N/A,#N/A,#N/A,9.5
2010-12-12,F2F Morgan,50,43,38,13.5,#N/A,#N/A,#N/A,5.5
2011-01-09,F2F Morgan,50.5,44,38.5,13,#N/A,#N/A,#N/A,4.5
2011-01-19,F2F Morgan,52.5,41.5,40.5,11.5,#N/A,#N/A,#N/A,6.5
2011-02-02,Morgan Phone,49,42.5,35,12,#N/A,#N/A,#N/A,10.5
2011-02-04,F2F Morgan,51.5,43,39,12.5,#N/A,#N/A,#N/A,5.5
2011-02-05,Newspoll,48,44,32,14,#N/A,#N/A,#N/A,10
2011-02-11,Nielsen,46,46,32,12,#N/A,#N/A,#N/A,9
2011-02-16,F2F Morgan,51,43,39.5,11.5,#N/A,#N/A,#N/A,6
2011-02-19,Newspoll,50,41,36,13,#N/A,#N/A,#N/A,10
2011-02-22,Morgan Phone,47,45.5,36,9.5,#N/A,#N/A,#N/A,9
2011-02-27,F2F Morgan,53.5,41,41,11.5,#N/A,#N/A,#N/A,6.5
2011-03-05,Newspoll,46,45,30,15,#N/A,#N/A,#N/A,10
2011-03-06,F2F Morgan,48,46.5,37,9.5,#N/A,#N/A,#N/A,7
2011-03-09,Morgan Phone,44,47.5,31.5,10,#N/A,#N/A,#N/A,11
2011-03-11,Nielsen,46,45,33,12,#N/A,#N/A,#N/A,10
2011-03-13,F2F Morgan,49.5,44.5,38,11.5,#N/A,#N/A,#N/A,6
2011-03-17,Morgan Phone,49,42.5,35.5,12,#N/A,#N/A,#N/A,10
2011-03-19,Newspoll,51,40,36,12,#N/A,#N/A,#N/A,12
2011-03-20,F2F Morgan,52.5,40,39.5,12.5,#N/A,#N/A,#N/A,8
2011-03-23,Morgan Phone,46,47,34.5,10,#N/A,#N/A,#N/A,8.5
2011-03-27,F2F Morgan,47,47,35.5,11.5,#N/A,#N/A,#N/A,6
2011-04-02,Newspoll,45,45,32,12,#N/A,#N/A,#N/A,12
2011-04-03,F2F Morgan,46.5,48,36.5,9.5,#N/A,#N/A,#N/A,6
2011-04-15,Nielsen,44,47,31,12,#N/A,#N/A,#N/A,11
2011-04-13,F2F Morgan,47,46,35,11.5,#N/A,#N/A,#N/A,7.5
2011-04-27,F2F Morgan,48,46,37,10.5,#N/A,#N/A,#N/A,6.5
2011-04-30,Newspoll,47,44,33,12,#N/A,#N/A,#N/A,11
2011-05-04,Morgan Phone,46.5,46,34,11,#N/A,#N/A,#N/A,9
2011-05-08,F2F Morgan,45.5,48,34,11,#N/A,#N/A,#N/A,7
2011-05-13,Nielsen,44,47,31,10,#N/A,#N/A,#N/A,13
2011-05-14,Newspoll,46,46,33,10,#N/A,#N/A,#N/A,11
2011-05-15,F2F Morgan,48.5,44.5,36,13,#N/A,#N/A,#N/A,6.5
2011-05-25,F2F Morgan,48.5,45.5,36,12,#N/A,#N/A,#N/A,6.5
2011-05-28,Newspoll,48,44,34,14,#N/A,#N/A,#N/A,8
2011-06-01,Morgan Phone,42,50,30,9.5,#N/A,#N/A,#N/A,10.5
2011-06-05,F2F Morgan,46,46.5,33.5,12,#N/A,#N/A,#N/A,8
2011-06-11,Newspoll,45,46,31,11,#N/A,#N/A,#N/A,12
2011-06-15,Nielsen,41,49,27,12,#N/A,#N/A,#N/A,12
2011-06-15,F2F Morgan,46.5,46.5,35,11.5,#N/A,#N/A,#N/A,7
2011-06-25,Newspoll,45,46,30,11,#N/A,#N/A,#N/A,13
2011-06-19,F2F Morgan,43.5,49,31.5,11.5,#N/A,#N/A,#N/A,8
2011-07-09,Newspoll,42,49,27,12,#N/A,#N/A,#N/A,12
2011-07-10,F2F Morgan,45.5,48,33.5,11.5,#N/A,#N/A,#N/A,7
2011-07-14,Morgan Phone,40,52.5,27.5,10.5,#N/A,#N/A,#N/A,9.5
2011-07-15,Nielsen,39,51,26,11,#N/A,#N/A,#N/A,15
2011-07-20,F2F Morgan,47,47,34.5,12,#N/A,#N/A,#N/A,6.5
2011-07-23,Newspoll,44,47,29,13,#N/A,#N/A,#N/A,11
2011-08-03,Galaxy,44,48,31,13,#N/A,#N/A,#N/A,8
2011-08-03,F2F Morgan,46.5,47.5,34.5,12,#N/A,#N/A,#N/A,6
2011-08-06,Newspoll,43,50,30,10,#N/A,#N/A,#N/A,10
2011-08-10,Morgan Phone,45.5,49,29.5,12,#N/A,#N/A,#N/A,9.5
2011-08-12,Nielsen,42,48,28,12,#N/A,#N/A,#N/A,11
2011-08-17,F2F Morgan,44.5,49.5,32.5,11,#N/A,#N/A,#N/A,7
2011-08-20,Newspoll,43,47,27,14,#N/A,#N/A,#N/A,12
2011-08-31,F2F Morgan,45.5,46.5,32.5,12.5,#N/A,#N/A,#N/A,8.5
2011-09-03,Newspoll,41,50,27,12,#N/A,#N/A,#N/A,11
2011-09-09,Nielsen,42,48,27,13,#N/A,#N/A,#N/A,12
2011-09-14,F2F Morgan,44.5,46.5,35.5,10,#N/A,#N/A,#N/A,8
2011-09-17,Newspoll,42,48,26,13,#N/A,#N/A,#N/A,13
2011-09-28,F2F Morgan,46.5,46.5,35.5,10,#N/A,#N/A,#N/A,8
2011-10-08,Newspoll,43,49,29,12,#N/A,#N/A,#N/A,10
2011-10-09,F2F Morgan,50,43.5,38.5,11,#N/A,#N/A,#N/A,7
2011-10-14,Nielsen,43,48,30,12,#N/A,#N/A,#N/A,10
2011-10-15,Galaxy,42,51,29,12,#N/A,#N/A,#N/A,8
2011-10-16,F2F Morgan,48.5,44,36.5,10,#N/A,#N/A,#N/A,9.5
2011-10-22,Newspoll,46,45,29,15,#N/A,#N/A,#N/A,11
2011-10-23,F2F Morgan,45.5,49.5,35,10.5,#N/A,#N/A,#N/A,5
2011-10-26,Morgan Phone,45,47,31,12.5,#N/A,#N/A,#N/A,9.6
2011-10-30,F2F Morgan,47,46.5,34,13.5,#N/A,#N/A,#N/A,6
2011-11-03,Morgan Phone,47.5,45,34,12.5,#N/A,#N/A,#N/A,8.5
2011-11-05,Newspoll,47,44,32,12,#N/A,#N/A,#N/A,12
2011-11-11,Nielsen,45,45,30,14,#N/A,#N/A,#N/A,12
2011-11-09,F2F Morgan,46.5,47,34.5,11.5,#N/A,#N/A,#N/A,7
2011-11-19,Newspoll,43,48,30,10,#N/A,#N/A,#N/A,12
2011-11-20,F2F Morgan,48.5,45.5,36.5,12,#N/A,#N/A,#N/A,6
2011-11-30,F2F Morgan,47,43,36.5,13,#N/A,#N/A,#N/A,7.5
2011-12-03,Newspoll,46,44,31,13,#N/A,#N/A,#N/A,12
2011-12-09,Nielsen,43,49,29,11,#N/A,#N/A,#N/A,11
2011-12-14,F2F Morgan,50,43,36.5,13,#N/A,#N/A,#N/A,7.5
2012-01-08,F2F Morgan,48.5,45,37,10.5,#N/A,#N/A,#N/A,7.5
2012-01-18,Morgan Phone,46.5,46.5,35.5,9,#N/A,#N/A,#N/A,9
2012-01-18,F2F Morgan,51,42.5,38.5,12,#N/A,#N/A,#N/A,7
2012-01-28,Galaxy,46,48,34,12,#N/A,#N/A,#N/A,6
2012-01-28,Newspoll,46,45,30,12,#N/A,#N/A,#N/A,13
2012-01-29,F2F Morgan,51,41.5,39.5,9.5,#N/A,#N/A,#N/A,6.5
2012-02-03,Nielsen,47,45,33,13,#N/A,#N/A,#N/A,9
2012-02-05,F2F Morgan,48.5,45.5,38.5,9.5,#N/A,#N/A,#N/A,6.5
2012-02-08,Morgan Phone,44.5,41.5,37,14.5,#N/A,#N/A,#N/A,7
2012-02-11,Newspoll,45,46,32,11,#N/A,#N/A,#N/A,11
2012-02-15,F2F Morgan,51.5,41.5,37,14.5,#N/A,#N/A,#N/A,7
2012-02-23,Nielsen,47,44,34,12,#N/A,#N/A,#N/A,11
2012-02-24,Galaxy,46,47,34,12,#N/A,#N/A,#N/A,7
2012-02-25,Newspoll,47,45,35,11,#N/A,#N/A,#N/A,9
2012-02-26,F2F Morgan,50,42.5,37.5,11,#N/A,#N/A,#N/A,9
2012-03-04,F2F Morgan,50,43.5,39,10,#N/A,#N/A,#N/A,7.5
2012-03-10,Newspoll,47,43,31,12,#N/A,#N/A,#N/A,14
2012-03-14,F2F Morgan,48,45.5,37,10.5,#N/A,#N/A,#N/A,7
2012-03-24,Newspoll,43,47,28,11,#N/A,#N/A,#N/A,14
2012-03-25,F2F Morgan,48.5,45,36.5,12.5,#N/A,#N/A,#N/A,6
2012-03-30,Nielsen,43,47,27,13,#N/A,#N/A,#N/A,12
2012-04-01,F2F Morgan,46.5,45.5,32,13,#N/A,#N/A,#N/A,10.5
2012-04-11,F2F Morgan,45,46.5,31,12.5,#N/A,#N/A,#N/A,10
2012-04-14,Newspoll,44,48,29,12,#N/A,#N/A,#N/A,11
2012-04-18,Morgan Phone,44,47.5,30,11.5,#N/A,#N/A,#N/A,11.5
2012-04-22,F2F Morgan,44,47.5,30,12,#N/A,#N/A,#N/A,10.5
2012-04-28,Galaxy,44,49,30,13,#N/A,#N/A,#N/A,8
2012-04-28,Newspoll,41,51,27,11,#N/A,#N/A,#N/A,11
2012-05-06,F2F Morgan,44.5,45.5,29.5,12,#N/A,#N/A,#N/A,13
2012-05-10,Morgan Phone,42,50.5,29,10,#N/A,#N/A,#N/A,10.5
2012-05-10,Nielsen,42,49,28,12,#N/A,#N/A,#N/A,12
2012-05-12,Newspoll,45,45,30,12,#N/A,#N/A,#N/A,13
2012-05-13,F2F Morgan,44.5,46,30.5,12,#N/A,#N/A,#N/A,11.5
2012-05-20,F2F Morgan,45,45.5,32,10.5,#N/A,#N/A,#N/A,12
2012-05-26,Newspoll,46,46,32,12,#N/A,#N/A,#N/A,10
2012-05-27,F2F Morgan,42,49,27.5,13,#N/A,#N/A,#N/A,10.5
2012-06-01,Nielsen,43,48,26,14,#N/A,#N/A,#N/A,12
2012-06-03,F2F Morgan,44.5,45,32.5,10.5,#N/A,#N/A,#N/A,12
2012-06-09,Newspoll,46,44,31,14,#N/A,#N/A,#N/A,11
2012-06-10,F2F Morgan,48,42.5,33,12.5,#N/A,#N/A,#N/A,12
2012-06-16,Galaxy,44,49,31,12,#N/A,#N/A,#N/A,8
2012-06-02,F2F Morgan,46,43,29.5,14.5,#N/A,#N/A,#N/A,13
2012-06-23,Newspoll,45,46,30,12,#N/A,#N/A,#N/A,12
2012-07-04,F2F Morgan,46,43,29.5,14.5,#N/A,#N/A,#N/A,13
2012-07-07,Newspoll,44,48,31,11,#N/A,#N/A,#N/A,10
2012-07-18,F2F Morgan,46,43,31.5,12,#N/A,#N/A,#N/A,13.5
2012-07-21,Newspoll,44,46,28,11,#N/A,#N/A,#N/A,15
2012-07-27,Nielsen,44,47,30,12,#N/A,#N/A,#N/A,11
2012-08-01,F2F Morgan,46.5,43.5,32,11.5,#N/A,#N/A,#N/A,13
2012-08-04,Newspoll,46,45,33,10,#N/A,#N/A,#N/A,12
2012-08-15,F2F Morgan,47,44,34.5,10,#N/A,#N/A,#N/A,11.5
2012-08-18,Newspoll,47,45,35,11,#N/A,#N/A,#N/A,9
2012-08-24,Nielsen,46,45,32,11,#N/A,#N/A,#N/A,13
2012-09-02,F2F Morgan,48.5,41.5,34.5,11.5,#N/A,#N/A,#N/A,12.5
2012-09-01,Newspoll,45,46,33,8,#N/A,#N/A,#N/A,13
2012-09-14,Nielsen,47,45,34,10,#N/A,#N/A,#N/A,11
2012-09-12,F2F Morgan,49.5,40.5,35,12,#N/A,#N/A,#N/A,12.5
2012-09-15,Newspoll,50,41,36,12,#N/A,#N/A,#N/A,11
2012-09-19,Morgan Phone,47.5,47,39.5,8,#N/A,#N/A,#N/A,5.5
2012-09-23,F2F Morgan,50,41.5,37.5,10,#N/A,#N/A,#N/A,11
2012-10-03,F2F Morgan,49,43,37,10.5,#N/A,#N/A,#N/A,9.5
2012-10-06,Newspoll,46,45,33,10,#N/A,#N/A,#N/A,12
2012-10-19,Nielsen,48,43,34,11,#N/A,#N/A,#N/A,12
2012-10-17,F2F Morgan,42.5,38.5,37.5,12.5,#N/A,#N/A,#N/A,11.5
2012-10-27,Newspoll,50,41,36,10,#N/A,#N/A,#N/A,13
2012-10-31,F2F Morgan,48,43,35.5,10,#N/A,#N/A,#N/A,11.5
2012-11-03,Galaxy,47,47,35,11,#N/A,#N/A,#N/A,7
2012-11-10,Newspoll,49,43,36,10,#N/A,#N/A,#N/A,11
2012-11-16,Nielsen,47,45,34,12,#N/A,#N/A,#N/A,10
2012-11-14,F2F Morgan,49,38.5,36.5,11.5,#N/A,#N/A,#N/A,13.5
2012-11-24,Newspoll,49,43,36,11,#N/A,#N/A,#N/A,10
2012-11-28,Morgan Phone,47.5,44.5,36.5,8.5,#N/A,#N/A,#N/A,10.5
2012-11-30,Galaxy,46,48,34,11,#N/A,#N/A,#N/A,7
2012-11-28,F2F Morgan,49.5,40.5,36,10.5,#N/A,#N/A,#N/A,13
2012-12-08,Newspoll,46,46,32,11,#N/A,#N/A,#N/A,11
2012-12-14,Nielsen,48,43,35,10,#N/A,#N/A,#N/A,12
2012-12-02,F2F Morgan,53.5,37.5,40,12,#N/A,#N/A,#N/A,10.5
2013-01-09,F2F Morgan,49,41.5,36.5,10.5,#N/A,#N/A,#N/A,11.5
2013-01-12,Newspoll,49,44,38,9,#N/A,#N/A,#N/A,9
2013-01-23,F2F Morgan,49.5,39,36,12,#N/A,#N/A,#N/A,13
2013-02-02,Galaxy,46,48,35,10,#N/A,#N/A,#N/A,7
2013-02-02,Newspoll,44,48,32,9,#N/A,#N/A,#N/A,11
2013-02-03,F2F Morgan,48.5,42.5,38.5,8.5,#N/A,#N/A,#N/A,10.5
2013-02-10,F2F Morgan,45.5,45,33.5,9,#N/A,#N/A,#N/A,12.5
2013-02-15,Nielsen,44,47,30,11,#N/A,#N/A,#N/A,12
2013-02-23,Newspoll,45,47,31,11,#N/A,#N/A,#N/A,11
2013-02-20,F2F Morgan,46.5,44,33.5,10,#N/A,#N/A,#N/A,12.5
2013-03-02,Roy Morgan,46,45,33,10.5,#N/A,#N/A,#N/A,11.5
2013-03-06,Galaxy,45,48,32,11,#N/A,#N/A,#N/A,9
2013-03-09,Newspoll,48,44,34,11,#N/A,#N/A,#N/A,11
2013-03-09,Roy Morgan,44.5,47,31.5,11,#N/A,#N/A,#N/A,10.5
2013-03-15,Nielsen,44,47,31,10,#N/A,#N/A,#N/A,12
2013-03-16,Roy Morgan,46,46,33,11,#N/A,#N/A,#N/A,10.5
2013-03-24,AMR,44,49,33,9,#N/A,#N/A,#N/A,9
2013-03-23,Roy Morgan,44,46.5,30.5,10.5,#N/A,#N/A,#N/A,12.5
2013-03-23,Galaxy,45,47,32,12,#N/A,#N/A,#N/A,9
2013-03-23,Newspoll,42,50,30,10,#N/A,#N/A,#N/A,10
2013-03-31,Roy Morgan,42.5,49,30,11,#N/A,#N/A,#N/A,10
